Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;EUROVOC Concept URI;EUROVOC Concept's PrefLabel;Broaders Of  EUROVOC Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)"
Africa| East Africa;Zambia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/zambia;http://eurovoc.europa.eu/4780;Zambia;East Africa| East Africa;E
Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://eurovoc.europa.eu/484;Djibouti;ACP countries| ACP countries| ACP countries| ACP countries;E
Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti Djibouti;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://eurovoc.europa.eu/484;Djibouti;ACP countries| ACP countries| ACP countries| ACP countries;E
Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://eurovoc.europa.eu/484;Djibouti;Arab League countries| Arab League countries| Arab League countries| Arab League countries;E
Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti Djibouti;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://eurovoc.europa.eu/484;Djibouti;Arab League countries| Arab League countries| Arab League countries| Arab League countries;E
Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://eurovoc.europa.eu/484;Djibouti;Horn of Africa| Horn of Africa| Horn of Africa| Horn of Africa;E
Africa| East Africa| Djibouti Djibouti| Djibouti;Djibouti Djibouti;http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti;http://eurovoc.europa.eu/484;Djibouti;Horn of Africa| Horn of Africa| Horn of Africa| Horn of Africa;E
Africa| East Africa| France;Mayotte;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mayotte;http://eurovoc.europa.eu/1843;Mayotte;East Africa| East Africa| East Africa;E
Africa| East Africa| France;Mayotte;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mayotte;http://eurovoc.europa.eu/1843;Mayotte;French overseas department and region| French overseas department and region| French overseas department and region;E
Africa| North Africa;Morocco;http://linkeddata.ge.imati.cnr.it/resource/ThIST/almaghrib;http://eurovoc.europa.eu/1819;Morocco;Arab League countries| Arab League countries;E
Africa| North Africa;Morocco;http://linkeddata.ge.imati.cnr.it/resource/ThIST/almaghrib;http://eurovoc.europa.eu/1819;Morocco;Maghreb| Maghreb;E
Africa| North Africa;Morocco;http://linkeddata.ge.imati.cnr.it/resource/ThIST/almaghrib;http://eurovoc.europa.eu/1819;Morocco;Mediterranean third countries| Mediterranean third countries;E
Africa| North Africa;Libya;http://linkeddata.ge.imati.cnr.it/resource/ThIST/libiya;http://eurovoc.europa.eu/1639;Libya;Arab Common Market countries| Arab Common Market countries;E
Africa| North Africa;Libya;http://linkeddata.ge.imati.cnr.it/resource/ThIST/libiya;http://eurovoc.europa.eu/1639;Libya;Arab League countries| Arab League countries;E
Africa| North Africa;Libya;http://linkeddata.ge.imati.cnr.it/resource/ThIST/libiya;http://eurovoc.europa.eu/1639;Libya;CAEU countries| CAEU countries;E
Africa| North Africa;Libya;http://linkeddata.ge.imati.cnr.it/resource/ThIST/libiya;http://eurovoc.europa.eu/1639;Libya;Great Maghreb| Great Maghreb;E
Africa| North Africa;Libya;http://linkeddata.ge.imati.cnr.it/resource/ThIST/libiya;http://eurovoc.europa.eu/1639;Libya;OPEC countries| OPEC countries;E
Africa| North Africa;Maghreb;http://linkeddata.ge.imati.cnr.it/resource/ThIST/maghreb;http://eurovoc.europa.eu/1734;Maghreb;Great Maghreb| Great Maghreb;E
Africa| North Africa;Egypt;http://linkeddata.ge.imati.cnr.it/resource/ThIST/misr;http://eurovoc.europa.eu/690;Egypt;Arab Common Market countries| Arab Common Market countries;E
Africa| North Africa;Egypt;http://linkeddata.ge.imati.cnr.it/resource/ThIST/misr;http://eurovoc.europa.eu/690;Egypt;Arab League countries| Arab League countries;E
Africa| North Africa;Egypt;http://linkeddata.ge.imati.cnr.it/resource/ThIST/misr;http://eurovoc.europa.eu/690;Egypt;CAEU countries| CAEU countries;E
Africa| North Africa;Egypt;http://linkeddata.ge.imati.cnr.it/resource/ThIST/misr;http://eurovoc.europa.eu/690;Egypt;Mediterranean third countries| Mediterranean third countries;E
Africa| North Africa;Egypt;http://linkeddata.ge.imati.cnr.it/resource/ThIST/misr;http://eurovoc.europa.eu/690;Egypt;North Africa| North Africa;E
Africa| North Africa| Egypt;Suez Canal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/canaledisuez;http://eurovoc.europa.eu/5103;Suez Canal;ship canal| ship canal| ship canal;E
Africa| North Africa| Sahara;Western Sahara;http://linkeddata.ge.imati.cnr.it/resource/ThIST/saharaoccidentale;http://eurovoc.europa.eu/3799;Western Sahara;North Africa| North Africa| North Africa;E
Africa| North Africa| Tunis Tunisia| Tunisia;Tunis Tunisia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis;http://eurovoc.europa.eu/4578;Tunisia;Arab League countries| Arab League countries| Arab League countries| Arab League countries;E
Africa| North Africa| Tunis Tunisia| Tunisia;Tunisia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis;http://eurovoc.europa.eu/4578;Tunisia;Arab League countries| Arab League countries| Arab League countries| Arab League countries;E
Africa| North Africa| Tunis Tunisia| Tunisia;Tunis Tunisia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis;http://eurovoc.europa.eu/4578;Tunisia;Maghreb| Maghreb| Maghreb| Maghreb;E
Africa| North Africa| Tunis Tunisia| Tunisia;Tunisia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis;http://eurovoc.europa.eu/4578;Tunisia;Maghreb| Maghreb| Maghreb| Maghreb;E
Africa| North Africa| Tunis Tunisia| Tunisia;Tunis Tunisia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis;http://eurovoc.europa.eu/4578;Tunisia;Mediterranean third countries| Mediterranean third countries| Mediterranean third countries| Mediterranean third countries;E
Africa| North Africa| Tunis Tunisia| Tunisia;Tunisia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tunis;http://eurovoc.europa.eu/4578;Tunisia;Mediterranean third countries| Mediterranean third countries| Mediterranean third countries| Mediterranean third countries;E
Africa| Southern Africa;Lesotho;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lesotho;http://eurovoc.europa.eu/1611;Lesotho;ACP countries| ACP countries;E
Africa| Southern Africa;Lesotho;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lesotho;http://eurovoc.europa.eu/1611;Lesotho;Southern Africa| Southern Africa;E
Africa| Southern Africa;Namibia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/namibia;http://eurovoc.europa.eu/2027;Namibia;ACP countries| ACP countries;E
Africa| Southern Africa;Namibia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/namibia;http://eurovoc.europa.eu/2027;Namibia;Southern Africa| Southern Africa;E
Africa| Southern Africa;Swaziland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/swaziland;http://eurovoc.europa.eu/4351;Swaziland;ACP countries| ACP countries;E
Africa| Southern Africa;Swaziland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/swaziland;http://eurovoc.europa.eu/4351;Swaziland;Southern Africa| Southern Africa;E
Africa| Southern Africa;Zimbabwe;http://linkeddata.ge.imati.cnr.it/resource/ThIST/zimbabwe;http://eurovoc.europa.eu/4782;Zimbabwe;ACP countries| ACP countries;E
Africa| Southern Africa;Zimbabwe;http://linkeddata.ge.imati.cnr.it/resource/ThIST/zimbabwe;http://eurovoc.europa.eu/4782;Zimbabwe;East Africa| East Africa;E
Africa| Southern Africa| France| Reunion;Europa Island;http://linkeddata.ge.imati.cnr.it/resource/ThIST/europa;http://eurovoc.europa.eu/909;Europe;;E
Africa| Southern Africa| France| Reunion;Europe;http://linkeddata.ge.imati.cnr.it/resource/ThIST/europa;http://eurovoc.europa.eu/909;Europe;;E
Africa| United Kingdom;Saint Helena;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sainthelena;http://eurovoc.europa.eu/3830;Saint Helena;United Kingdom OCT| United Kingdom OCT;E
Africa| United Kingdom;Saint Helena;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sainthelena;http://eurovoc.europa.eu/3830;Saint Helena;West Africa| West Africa;E
Africa| West Africa;Cameroon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cameroon;http://eurovoc.europa.eu/5095;Cameroon;ACP countries| ACP countries;E
Africa| West Africa;Cameroon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cameroon;http://eurovoc.europa.eu/5095;Cameroon;CAEMC countries| CAEMC countries;E
Africa| West Africa;Cameroon;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cameroon;http://eurovoc.europa.eu/5095;Cameroon;Central Africa| Central Africa;E
Africa| West Africa;Congo;http://linkeddata.ge.imati.cnr.it/resource/ThIST/congo;http://eurovoc.europa.eu/111;Congo;ACP countries| ACP countries;E
Africa| West Africa;Congo;http://linkeddata.ge.imati.cnr.it/resource/ThIST/congo;http://eurovoc.europa.eu/111;Congo;CAEMC countries| CAEMC countries;E
Africa| West Africa;Congo;http://linkeddata.ge.imati.cnr.it/resource/ThIST/congo;http://eurovoc.europa.eu/111;Congo;Central Africa| Central Africa;E
Africa| West Africa;Gambia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gambia;http://eurovoc.europa.eu/1128;Gambia;ACP countries| ACP countries;E
Africa| West Africa;Gambia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gambia;http://eurovoc.europa.eu/1128;Gambia;Ecowas countries| Ecowas countries;E
Africa| West Africa;Gambia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gambia;http://eurovoc.europa.eu/1128;Gambia;West Africa| West Africa;E
Africa| West Africa;Ghana;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ghana;http://eurovoc.europa.eu/1166;Ghana;ACP countries| ACP countries;E
Africa| West Africa;Ghana;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ghana;http://eurovoc.europa.eu/1166;Ghana;Ecowas countries| Ecowas countries;E
Africa| West Africa;Ghana;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ghana;http://eurovoc.europa.eu/1166;Ghana;West Africa| West Africa;E
Africa| West Africa;Guinea-Bissau;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guine-bissau;http://eurovoc.europa.eu/1217;Guinea-Bissau;ACP countries| ACP countries;E
Africa| West Africa;Guinea-Bissau;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guine-bissau;http://eurovoc.europa.eu/1217;Guinea-Bissau;Ecowas countries| Ecowas countries;E
Africa| West Africa;Guinea-Bissau;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guine-bissau;http://eurovoc.europa.eu/1217;Guinea-Bissau;WAEMU countries| WAEMU countries;E
Africa| West Africa;Guinea-Bissau;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guine-bissau;http://eurovoc.europa.eu/1217;Guinea-Bissau;West Africa| West Africa;E
Africa| West Africa;Guinea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guinee;http://eurovoc.europa.eu/1216;Guinea;ACP countries| ACP countries;E
Africa| West Africa;Guinea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guinee;http://eurovoc.europa.eu/1216;Guinea;Ecowas countries| Ecowas countries;E
Africa| West Africa;Guinea;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guinee;http://eurovoc.europa.eu/1216;Guinea;West Africa| West Africa;E
Africa| West Africa;Liberia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/liberia;http://eurovoc.europa.eu/1617;Liberia;ACP countries| ACP countries;E
Africa| West Africa;Liberia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/liberia;http://eurovoc.europa.eu/1617;Liberia;Ecowas countries| Ecowas countries;E
Africa| West Africa;Liberia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/liberia;http://eurovoc.europa.eu/1617;Liberia;West Africa| West Africa;E
Africa| West Africa;Mali;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mali;http://eurovoc.europa.eu/1769;Mali;ACP countries| ACP countries;E
Africa| West Africa;Mali;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mali;http://eurovoc.europa.eu/1769;Mali;Ecowas countries| Ecowas countries;E
Africa| West Africa;Mali;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mali;http://eurovoc.europa.eu/1769;Mali;WAEMU countries| WAEMU countries;E
Africa| West Africa;Mali;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mali;http://eurovoc.europa.eu/1769;Mali;West Africa| West Africa;E
Africa| West Africa;Mauritania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/muritaniyah;http://eurovoc.europa.eu/1842;Mauritania;ACP countries| ACP countries;E
Africa| West Africa;Mauritania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/muritaniyah;http://eurovoc.europa.eu/1842;Mauritania;Arab Common Market countries| Arab Common Market countries;E
Africa| West Africa;Mauritania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/muritaniyah;http://eurovoc.europa.eu/1842;Mauritania;Arab League countries| Arab League countries;E
Africa| West Africa;Mauritania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/muritaniyah;http://eurovoc.europa.eu/1842;Mauritania;CAEU countries| CAEU countries;E
Africa| West Africa;Mauritania;http://linkeddata.ge.imati.cnr.it/resource/ThIST/muritaniyah;http://eurovoc.europa.eu/1842;Mauritania;West Africa| West Africa;E
Africa| West Africa;Nigeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nigeria;http://eurovoc.europa.eu/2058;Nigeria;ACP countries| ACP countries;E
Africa| West Africa;Nigeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nigeria;http://eurovoc.europa.eu/2058;Nigeria;Ecowas countries| Ecowas countries;E
Africa| West Africa;Nigeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nigeria;http://eurovoc.europa.eu/2058;Nigeria;OPEC countries| OPEC countries;E
Africa| West Africa;Nigeria;http://linkeddata.ge.imati.cnr.it/resource/ThIST/nigeria;http://eurovoc.europa.eu/2058;Nigeria;West Africa| West Africa;E
Africa| West Africa;Senegal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/senegal;http://eurovoc.europa.eu/4092;Senegal;ACP countries| ACP countries;E
Africa| West Africa;Senegal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/senegal;http://eurovoc.europa.eu/4092;Senegal;Ecowas countries| Ecowas countries;E
Africa| West Africa;Senegal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/senegal;http://eurovoc.europa.eu/4092;Senegal;WAEMU countries| WAEMU countries;E
Africa| West Africa;Senegal;http://linkeddata.ge.imati.cnr.it/resource/ThIST/senegal;http://eurovoc.europa.eu/4092;Senegal;West Africa| West Africa;E
Africa| West Africa;Sierra Leone;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sierraleone;http://eurovoc.europa.eu/4161;Sierra Leone;ACP countries| ACP countries;E
Africa| West Africa;Sierra Leone;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sierraleone;http://eurovoc.europa.eu/4161;Sierra Leone;Ecowas countries| Ecowas countries;E
Africa| West Africa;Sierra Leone;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sierraleone;http://eurovoc.europa.eu/4161;Sierra Leone;West Africa| West Africa;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://eurovoc.europa.eu/4410;Chad;ACP countries| ACP countries;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://eurovoc.europa.eu/4410;Chad;CAEMC countries| CAEMC countries;E
Africa| West Africa;Chad;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tchad;http://eurovoc.europa.eu/4410;Chad;Central Africa| Central Africa;E
Africa| West Africa;Togo;http://linkeddata.ge.imati.cnr.it/resource/ThIST/togo;http://eurovoc.europa.eu/4465;Togo;ACP countries| ACP countries;E
Africa| West Africa;Togo;http://linkeddata.ge.imati.cnr.it/resource/ThIST/togo;http://eurovoc.europa.eu/4465;Togo;Ecowas countries| Ecowas countries;E
Africa| West Africa;Togo;http://linkeddata.ge.imati.cnr.it/resource/ThIST/togo;http://eurovoc.europa.eu/4465;Togo;WAEMU countries| WAEMU countries;E
Africa| West Africa;Togo;http://linkeddata.ge.imati.cnr.it/resource/ThIST/togo;http://eurovoc.europa.eu/4465;Togo;West Africa| West Africa;E
alloys| metallurgy;ferroalloys;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ferrolega;http://eurovoc.europa.eu/3837;ferro-alloy;metals| metals;E
America;Central America;http://linkeddata.ge.imati.cnr.it/resource/ThIST/americacentrale;http://eurovoc.europa.eu/1606;Central America;Latin America;E
analysis;qualitative analysis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/analisiqualitativa;http://eurovoc.europa.eu/6271;qualitative analysis;research method;E
analysis;quantitative analysis;http://linkeddata.ge.imati.cnr.it/resource/ThIST/analisiquantitativa;http://eurovoc.europa.eu/6272;quantitative analysis;research method;E
analysis;chromatography;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cromatografia;http://eurovoc.europa.eu/5300;analytical chemistry;chemistry;N
analysis;spectrophotometry;http://linkeddata.ge.imati.cnr.it/resource/ThIST/spettrofotometria;http://eurovoc.europa.eu/5301;spectrometry;physical sciences;N
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://eurovoc.europa.eu/1188;Greenland;Nordic Council countries| Nordic Council countries;E
Arctic region| Denmark;Greenland;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gronland;http://eurovoc.europa.eu/1188;Greenland;North America| North America;E
aromatic hydrocarbons;xylene;http://linkeddata.ge.imati.cnr.it/resource/ThIST/xilolo;http://eurovoc.europa.eu/1274;hydrocarbon;;N
Asia;Far East;http://linkeddata.ge.imati.cnr.it/resource/ThIST/estremooriente;http://eurovoc.europa.eu/956;Far East;;E
Asia;Mongolia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/mongoluls;http://eurovoc.europa.eu/1968;Mongolia;Far East;E
Asia;Sri Lanka;http://linkeddata.ge.imati.cnr.it/resource/ThIST/srilanka;http://eurovoc.europa.eu/4246;Sri Lanka;SAARC countries;E
Asia;Sri Lanka;http://linkeddata.ge.imati.cnr.it/resource/ThIST/srilanka;http://eurovoc.europa.eu/4246;Sri Lanka;South Asia;E
Asia| Arabian Peninsula;Qatar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qatar;http://eurovoc.europa.eu/2866;Qatar;Arab League countries| Arab League countries;E
Asia| Arabian Peninsula;Qatar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qatar;http://eurovoc.europa.eu/2866;Qatar;GCC countries| GCC countries;E
Asia| Arabian Peninsula;Qatar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qatar;http://eurovoc.europa.eu/2866;Qatar;Gulf States| Gulf States;E
Asia| Arabian Peninsula;Qatar;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qatar;http://eurovoc.europa.eu/2866;Qatar;OPEC countries| OPEC countries;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://eurovoc.europa.eu/4572;Bahrain;Arab League countries| Arab League countries| Arab League countries;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://eurovoc.europa.eu/4572;Bahrain;GCC countries| GCC countries| GCC countries;E
Asia| Arabian Peninsula| Middle East;Bahrain;http://linkeddata.ge.imati.cnr.it/resource/ThIST/al-bahrayn;http://eurovoc.europa.eu/4572;Bahrain;Gulf States| Gulf States| Gulf States;E
Asia| Arabian Peninsula| Middle East;Saudi Arabia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alarabiyahassuudiyah;http://eurovoc.europa.eu/2336;Saudi Arabia;Arab League countries| Arab League countries| Arab League countries;E
Asia| Arabian Peninsula| Middle East;Saudi Arabia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alarabiyahassuudiyah;http://eurovoc.europa.eu/2336;Saudi Arabia;GCC countries| GCC countries| GCC countries;E
Asia| Arabian Peninsula| Middle East;Saudi Arabia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alarabiyahassuudiyah;http://eurovoc.europa.eu/2336;Saudi Arabia;Gulf States| Gulf States| Gulf States;E
Asia| Arabian Peninsula| Middle East;Oman;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman;http://eurovoc.europa.eu/2138;Oman;Arab League countries| Arab League countries| Arab League countries;E
Asia| Arabian Peninsula| Middle East;Oman;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman;http://eurovoc.europa.eu/2138;Oman;GCC countries| GCC countries| GCC countries;E
Asia| Arabian Peninsula| Middle East;Oman;http://linkeddata.ge.imati.cnr.it/resource/ThIST/uman;http://eurovoc.europa.eu/2138;Oman;Gulf States| Gulf States| Gulf States;E
Asia| Arabian Peninsula| Middle East;Saudi Arabia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alarabiyahassuudiyah;http://eurovoc.europa.eu/2336;Saudi Arabia;OPEC countries| OPEC countries| OPEC countries;
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://eurovoc.europa.eu/4775;Yemen;Arab Common Market countries| Arab Common Market countries| Arab Common Market countries| Arab Common Market countries;E
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://eurovoc.europa.eu/4775;Yemen;Arab League countries| Arab League countries| Arab League countries| Arab League countries;E
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://eurovoc.europa.eu/4775;Yemen;CAEU countries| CAEU countries| CAEU countries| CAEU countries;E
Asia| Arabian Peninsula| Middle East| Arabian Shield;Yemen;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alyaman;http://eurovoc.europa.eu/4775;Yemen;Middle East| Middle East| Middle East| Middle East;E
Asia| Arabian Peninsula| Near East| Middle East;United Arab Emirates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alimaratalarabiyahalmuttahidah;http://eurovoc.europa.eu/726;United Arab Emirates;Arab League countries| Arab League countries| Arab League countries| Arab League countries;E
Asia| Arabian Peninsula| Near East| Middle East;United Arab Emirates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alimaratalarabiyahalmuttahidah;http://eurovoc.europa.eu/726;United Arab Emirates;GCC countries| GCC countries| GCC countries| GCC countries;E
Asia| Arabian Peninsula| Near East| Middle East;United Arab Emirates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alimaratalarabiyahalmuttahidah;http://eurovoc.europa.eu/726;United Arab Emirates;Gulf States| Gulf States| Gulf States| Gulf States;E
Asia| Arabian Peninsula| Near East| Middle East;United Arab Emirates;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alimaratalarabiyahalmuttahidah;http://eurovoc.europa.eu/726;United Arab Emirates;OPEC countries| OPEC countries| OPEC countries| OPEC countries;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://eurovoc.europa.eu/5445;Armenia;CIS countries| CIS countries;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://eurovoc.europa.eu/5445;Armenia;Caucasus countries| Caucasus countries;E
Asia| Commonwealth of Independent States;Armenia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/armenija;http://eurovoc.europa.eu/5445;Armenia;Council of Europe countries| Council of Europe countries;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://eurovoc.europa.eu/5454;Azerbaijan;CIS countries| CIS countries;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://eurovoc.europa.eu/5454;Azerbaijan;Caucasus countries| Caucasus countries;E
Asia| Commonwealth of Independent States;Azerbaijan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azerbajdzan;http://eurovoc.europa.eu/5454;Azerbaijan;Council of Europe countries| Council of Europe countries;E
Asia| Commonwealth of Independent States;Kyrgyzstan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kyrgyzstan;http://eurovoc.europa.eu/5694;Kyrgyzstan;CIS countries| CIS countries;E
Asia| Commonwealth of Independent States;Kyrgyzstan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/kyrgyzstan;http://eurovoc.europa.eu/5694;Kyrgyzstan;Central Asia| Central Asia;E
Asia| Commonwealth of Independent States;Uzbekistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozbekiston;http://eurovoc.europa.eu/5770;Uzbekistan;CIS countries| CIS countries;E
Asia| Commonwealth of Independent States;Uzbekistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ozbekiston;http://eurovoc.europa.eu/5770;Uzbekistan;Central Asia| Central Asia;E
Asia| Commonwealth of Independent States;Kazakhstan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qazaqstan;http://eurovoc.europa.eu/5693;Kazakhstan;CIS countries| CIS countries;E
Asia| Commonwealth of Independent States;Kazakhstan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qazaqstan;http://eurovoc.europa.eu/5693;Kazakhstan;Central Asia| Central Asia;E
Asia| Commonwealth of Independent States;Georgian Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sakartvelo;http://eurovoc.europa.eu/5652;Georgia;CIS countries| CIS countries;E
Asia| Commonwealth of Independent States;Georgian Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sakartvelo;http://eurovoc.europa.eu/5652;Georgia;Caucasus countries| Caucasus countries;E
Asia| Commonwealth of Independent States;Georgian Republic;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sakartvelo;http://eurovoc.europa.eu/5652;Georgia;Council of Europe countries| Council of Europe countries;E
Asia| Commonwealth of Independent States;Tajikistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tojikiston;http://eurovoc.europa.eu/5925;Tajikistan;CIS countries| CIS countries;E
Asia| Commonwealth of Independent States;Tajikistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tojikiston;http://eurovoc.europa.eu/5925;Tajikistan;Central Asia| Central Asia;E
Asia| Commonwealth of Independent States;Turkmenistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/turkmenistan;http://eurovoc.europa.eu/5944;Turkmenistan;CIS countries| CIS countries;E
Asia| Commonwealth of Independent States;Turkmenistan;http://linkeddata.ge.imati.cnr.it/resource/ThIST/turkmenistan;http://eurovoc.europa.eu/5944;Turkmenistan;Central Asia| Central Asia;E
Asia| Eurasia| Commonwealth of Independent States;Russia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rossiya;http://eurovoc.europa.eu/5876;Russia;APEC countries| APEC countries| APEC countries;E
Asia| Eurasia| Commonwealth of Independent States;Russia;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rossiya;http://eurovoc.europa.eu/5876;Russia;CIS countries| CIS countries| CIS countries;E
