Broaders Of THIST Concept;THIST Concept's PrefLabel;THIST Concept  URI;EUROVOC Concept URI;EUROVOC Concept's PrefLabel;Broaders Of  EUROVOC Concept;"E =ExactMAtch ; C= CloseMatch ; B= broaderMatch ; N= NarrowMAtch   NA= in corrispondenza di una della righe dei mapping che secondo voi non sono da accettare;  (definizioni  relazioni di mapping sono rintracciabili su http://www.w3.org/TR/skos-reference/#mapping)"
Latin America| Central America;Costa Rica;http://linkeddata.ge.imati.cnr.it/resource/ThIST/costarica;http://eurovoc.europa.eu/247;Costa Rica;LAES countries| LAES countries;E
Latin America| Central America;Costa Rica;http://linkeddata.ge.imati.cnr.it/resource/ThIST/costarica;http://eurovoc.europa.eu/247;Costa Rica;OAS countries| OAS countries;E
Latin America| Central America;El Salvador;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elsalvador;http://eurovoc.europa.eu/691;El Salvador;CACM countries| CACM countries;E
Latin America| Central America;El Salvador;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elsalvador;http://eurovoc.europa.eu/691;El Salvador;CAIS countries| CAIS countries;E
Latin America| Central America;El Salvador;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elsalvador;http://eurovoc.europa.eu/691;El Salvador;Central America| Central America;E
Latin America| Central America;El Salvador;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elsalvador;http://eurovoc.europa.eu/691;El Salvador;LAES countries| LAES countries;E
Latin America| Central America;El Salvador;http://linkeddata.ge.imati.cnr.it/resource/ThIST/elsalvador;http://eurovoc.europa.eu/691;El Salvador;OAS countries| OAS countries;E
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://eurovoc.europa.eu/1208;Guatemala;CACM countries| CACM countries| CACM countries| CACM countries;E
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala City Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://eurovoc.europa.eu/1208;Guatemala;CACM countries| CACM countries| CACM countries| CACM countries;E
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://eurovoc.europa.eu/1208;Guatemala;CAIS countries| CAIS countries| CAIS countries| CAIS countries;E
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala City Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://eurovoc.europa.eu/1208;Guatemala;CAIS countries| CAIS countries| CAIS countries| CAIS countries;E
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://eurovoc.europa.eu/1208;Guatemala;Central America| Central America| Central America| Central America;E
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala City Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://eurovoc.europa.eu/1208;Guatemala;Central America| Central America| Central America| Central America;E
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://eurovoc.europa.eu/1208;Guatemala;LAES countries| LAES countries| LAES countries| LAES countries;E
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala City Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://eurovoc.europa.eu/1208;Guatemala;LAES countries| LAES countries| LAES countries| LAES countries;E
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://eurovoc.europa.eu/1208;Guatemala;OAS countries| OAS countries| OAS countries| OAS countries;E
Latin America| Central America| Guatemala City Guatemala| Guatemala;Guatemala City Guatemala;http://linkeddata.ge.imati.cnr.it/resource/ThIST/guatemala;http://eurovoc.europa.eu/1208;Guatemala;OAS countries| OAS countries| OAS countries| OAS countries;E
Latin America| Central America| Panama City Panama| Panama;Panama;http://linkeddata.ge.imati.cnr.it/resource/ThIST/panama;http://eurovoc.europa.eu/2224;Panama;CAIS countries| CAIS countries| CAIS countries| CAIS countries;E
Latin America| Central America| Panama City Panama| Panama;Panama City Panama;http://linkeddata.ge.imati.cnr.it/resource/ThIST/panama;http://eurovoc.europa.eu/2224;Panama;CAIS countries| CAIS countries| CAIS countries| CAIS countries;E
Latin America| Central America| Panama City Panama| Panama;Panama;http://linkeddata.ge.imati.cnr.it/resource/ThIST/panama;http://eurovoc.europa.eu/2224;Panama;Central America| Central America| Central America| Central America;E
Latin America| Central America| Panama City Panama| Panama;Panama City Panama;http://linkeddata.ge.imati.cnr.it/resource/ThIST/panama;http://eurovoc.europa.eu/2224;Panama;Central America| Central America| Central America| Central America;E
