oBT,oNT,oRT,o,oPrefLabel,oAltLabels
,municipal law| provincial/regional law (D)| federal law| liability legislation| framework legislation| regional law| draft legislation| national legislation,legislative procedure| legislative procedure| legislative procedure| legislative procedure| legislative procedure| legislative procedure| legislative procedure| legislative procedure,http://www.eionet.europa.eu/gemet/concept/4749,legislation,
recreation,use of leisure time,,http://www.eionet.europa.eu/gemet/concept/4771,leisure time,
document type,,,http://www.eionet.europa.eu/gemet/concept/4785,lexicon,
cultural facility,,,http://www.eionet.europa.eu/gemet/concept/4793,library,
non-ionising radiation| radiation,,,http://www.eionet.europa.eu/gemet/concept/4810,light,
fossil fuel,,lignite mining,http://www.eionet.europa.eu/gemet/concept/4818,lignite,
building material,,,http://www.eionet.europa.eu/gemet/concept/4820,lime,
rock,,natural stone,http://www.eionet.europa.eu/gemet/concept/4823,limestone,
biology,,,http://www.eionet.europa.eu/gemet/concept/4830,limnology,
cultural heritage,literature evaluation,,http://www.eionet.europa.eu/gemet/concept/4850,literature,
,rock| earth's crust| sediment| mineral,,http://www.eionet.europa.eu/gemet/concept/4855,lithosphere,
coastal area,,,http://www.eionet.europa.eu/gemet/concept/4858,littoral,
physical property,,,http://www.eionet.europa.eu/gemet/concept/4965,magnetism,
vertebrate| vertebrate| vertebrate| vertebrate| vertebrate| vertebrate| vertebrate| vertebrate| vertebrate,land mammal| chiropteran| rodent| cetacean| primate| ungulate| aquatic mammal| insectivore| carnivore,,http://www.eionet.europa.eu/gemet/concept/4982,mammal,
,energy management| management technique| decision process| touristic activity management| agricultural management| chain management| human settlement management| policy instrument| fisheries management| integrated management,environmental management| environmental management| environmental management| environmental management| environmental management| environmental management| environmental management| environmental management| environmental management| environmental management,http://www.eionet.europa.eu/gemet/concept/4985,management,
swamp,,,http://www.eionet.europa.eu/gemet/concept/4999,mangrove swamp,
labour market,active population,,http://www.eionet.europa.eu/gemet/concept/5004,manpower,
rock,,natural stone,http://www.eionet.europa.eu/gemet/concept/5018,marble,
biology,,,http://www.eionet.europa.eu/gemet/concept/5027,marine biology,
natural environment,,,http://www.eionet.europa.eu/gemet/concept/5033,marine environment,
geology,,,http://www.eionet.europa.eu/gemet/concept/5038,marine geology,
protected marine zone,,,http://www.eionet.europa.eu/gemet/concept/5046,marine reserve,
sediment,,,http://www.eionet.europa.eu/gemet/concept/5049,marine sediment,
biological monitoring,radioactive tracer,,http://www.eionet.europa.eu/gemet/concept/5057,tracer,
economy| economy| economy| economy| economy,scrap material market| factor market| energy market| internal European market| market form,,http://www.eionet.europa.eu/gemet/concept/5058,market,
industrial process| industrial process| industrial process| industrial process| industrial process| industrial process| industrial process| physical process| physical process| physical process| physical process| physical process| physical process| physical process,,dialysis| sieving| electrolysis| separator| purification| centrifugation| filtration| dialysis| sieving| electrolysis| separator| purification| centrifugation| filtration,http://www.eionet.europa.eu/gemet/concept/5081,separation,
,natural material| raw material| properties of materials| building material,,http://www.eionet.europa.eu/gemet/concept/5086,material,
simulation,,,http://www.eionet.europa.eu/gemet/concept/5099,mathematical method,
atmospheric pollution| atmospheric pollution,,acidification| acid deposition,http://www.eionet.europa.eu/gemet/concept/51,acid rain,
engineering,,,http://www.eionet.europa.eu/gemet/concept/5128,mechanical engineering,
,environmental medicine| environmental medicine| traditional health care| traditional health care| social medicine| social medicine| veterinary medicine| veterinary medicine| industrial medicine| industrial medicine| health care profession| health care profession,health service| medical science| health service| medical science| health service| medical science| health service| medical science| health service| medical science| health service| medical science,http://www.eionet.europa.eu/gemet/concept/5144,medicine (practice),
world,Mediterranean Sea,,http://www.eionet.europa.eu/gemet/concept/5145,Mediterranean Area,
physical process,,,http://www.eionet.europa.eu/gemet/concept/5148,melting,
transition element| transition element,,amalgam| heavy metal,http://www.eionet.europa.eu/gemet/concept/5154,mercury,
animal life| animal life| animal life| animal life| animal life| animal life| animal life,respiration| transpiration| metabolite| biosynthesis| bioluminescence| assimilation| mineralisation,,http://www.eionet.europa.eu/gemet/concept/5161,metabolism,
hydraulic construction,,hydraulic engineering,http://www.eionet.europa.eu/gemet/concept/517,aqueduct,
industry| industry| industry,non-ferrous metal industry| iron and steel industry| aluminium industry,,http://www.eionet.europa.eu/gemet/concept/5175,metallurgical industry,
water body,,,http://www.eionet.europa.eu/gemet/concept/518,aquifer,
chemical| chemical| chemical| chemical| chemical| chemical| chemical| chemical| chemical,heavy metal| heavy metal| heavy metal| non-metal| non-metal| non-metal| semi-metal| semi-metal| semi-metal,alloy| toxic metal| non-ferrous metal| alloy| toxic metal| non-ferrous metal| alloy| toxic metal| non-ferrous metal,http://www.eionet.europa.eu/gemet/concept/5184,metal,
atmospheric science| atmospheric science,hydrometeorology| agrometeorology,,http://www.eionet.europa.eu/gemet/concept/5197,meteorology,
alkane| alkane,,biogas| natural gas,http://www.eionet.europa.eu/gemet/concept/5199,methane,
,microscopy| laboratory technique| ringing (wildlife)| dating| method| calculation| telemetry| measuring| analysis programme| dendrometry,,http://www.eionet.europa.eu/gemet/concept/5203,methodology,
biological analysis,,,http://www.eionet.europa.eu/gemet/concept/5216,microbiological analysis,
biology,,,http://www.eionet.europa.eu/gemet/concept/5218,microbiology,
climatology,,,http://www.eionet.europa.eu/gemet/concept/5221,microclimatology,
organism| organism,bacterium| aquatic micro-organism,alga| alga,http://www.eionet.europa.eu/gemet/concept/5228,micro-organism,
methodology,,,http://www.eionet.europa.eu/gemet/concept/5230,microscopy,
mining district,,,http://www.eionet.europa.eu/gemet/concept/5261,mine,
earth's crust| earth's crust| earth's crust| earth's crust,oil shale| salt plug| tar sand| deep sea deposit,mineral resource| mineral resource| mineral resource| mineral resource,http://www.eionet.europa.eu/gemet/concept/5264,mineral deposit,
metabolism,,biodegradation,http://www.eionet.europa.eu/gemet/concept/5269,mineralisation,
earth science,crystallography,,http://www.eionet.europa.eu/gemet/concept/5270,mineralogy,
lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere| lithosphere,metallic mineral| metallic mineral| metallic mineral| metallic mineral| non-metallic mineral| non-metallic mineral| non-metallic mineral| non-metallic mineral,natural material| mineral matter| mineral resource| mineral extraction| natural material| mineral matter| mineral resource| mineral extraction,http://www.eionet.europa.eu/gemet/concept/5277,mineral,
water (substance)| water (substance),,beverage| freshwater,http://www.eionet.europa.eu/gemet/concept/5279,mineral water,
engineering,,,http://www.eionet.europa.eu/gemet/concept/5287,mining engineering,
geology,petroleum geology,,http://www.eionet.europa.eu/gemet/concept/5288,mining geology,
extractive industry| extractive industry,,extraction| mining waste,http://www.eionet.europa.eu/gemet/concept/5289,mining industry,
law (corpus of rules),,,http://www.eionet.europa.eu/gemet/concept/5290,mining law,
human science,,,http://www.eionet.europa.eu/gemet/concept/530,archaeology,
physical property,,,http://www.eionet.europa.eu/gemet/concept/5307,miscibility,
island,,,http://www.eionet.europa.eu/gemet/concept/531,archipelago,
physical process| physical process,,dispersion| emulsification,http://www.eionet.europa.eu/gemet/concept/5318,mixing,
modelling| modelling| modelling,global model| digital land model| atmospheric model,,http://www.eionet.europa.eu/gemet/concept/5325,model,
physical property,,soil moisture,http://www.eionet.europa.eu/gemet/concept/5332,moisture,
,atmospheric monitoring| atmospheric monitoring| atmospheric monitoring| atmospheric monitoring| atmospheric monitoring| noise monitoring| noise monitoring| noise monitoring| noise monitoring| noise monitoring| pollution monitoring| pollution monitoring| pollution monitoring| pollution monitoring| pollution monitoring| self-monitoring| self-monitoring| self-monitoring| self-monitoring| self-monitoring| traffic monitoring| traffic monitoring| traffic monitoring| traffic monitoring| traffic monitoring| monitoring technique| monitoring technique| monitoring technique| monitoring technique| monitoring technique| weather monitoring| weather monitoring| weather monitoring| weather monitoring| weather monitoring| seismic monitoring| seismic monitoring| seismic monitoring| seismic monitoring| seismic monitoring| biological monitoring| biological monitoring| biological monitoring| biological monitoring| biological monitoring| radiation monitoring| radiation monitoring| radiation monitoring| radiation monitoring| radiation monitoring| water monitoring| water monitoring| water monitoring| water monitoring| water monitoring| environmental monitoring| environmental monitoring| environmental monitoring| environmental monitoring| environmental monitoring| baseline monitoring| baseline monitoring| baseline monitoring| baseline monitoring| baseline monitoring,observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment| observation satellite| telemetry| measuring| monitoring station| monitoring equipment,http://www.eionet.europa.eu/gemet/concept/5346,monitoring,
cultural facility,,,http://www.eionet.europa.eu/gemet/concept/5360,monument,
biology,,,http://www.eionet.europa.eu/gemet/concept/5369,morphology,
human science| human science| human science| human science,traditional architecture| rural architecture| landscape architecture| environmental sustainable architecture,,http://www.eionet.europa.eu/gemet/concept/538,architecture,
fuel| fuel| fuel| fuel| fuel| fuel| fuel,petrol| gasohol| diesel fuel| biofuel| fuel alcohol| propellant| kerosene,engine| engine| engine| engine| engine| engine| engine,http://www.eionet.europa.eu/gemet/concept/5388,motor fuel,
mountainous area| mountainous area,high mountain| high mountain,mountain protection| mountain management,http://www.eionet.europa.eu/gemet/concept/5401,mountain,
mountainous area,,,http://www.eionet.europa.eu/gemet/concept/5409,mountain range,
world,,,http://www.eionet.europa.eu/gemet/concept/542,Arctic Ocean,
polar region,,,http://www.eionet.europa.eu/gemet/concept/543,Arctic region,
cultural facility,ecomuseum,,http://www.eionet.europa.eu/gemet/concept/5444,museum,
biological process| biological process,mutant| mutant,mutagenicity| gene,http://www.eionet.europa.eu/gemet/concept/5462,mutation,
protected area,,,http://www.eionet.europa.eu/gemet/concept/5484,national park,
raw material| raw material,,natural gas extraction| methane,http://www.eionet.europa.eu/gemet/concept/5503,natural gas,
resource| resource| resource| resource| resource| resource| resource| resource| resource| resource| resource| resource,water resource| water resource| sea resource| sea resource| climate resource| climate resource| biological resource| biological resource| soil resource| soil resource| mineral resource| mineral resource,natural material| nature protection| natural material| nature protection| natural material| nature protection| natural material| nature protection| natural material| nature protection| natural material| nature protection,http://www.eionet.europa.eu/gemet/concept/5521,natural resource,
science| science| science| science| science| science,life science| earth science| water science| soil science| atmospheric science| astronomy,,http://www.eionet.europa.eu/gemet/concept/5524,natural science,
reserve| reserve| reserve,European nature reserve| voluntary natural reserve| integral natural reserve,natural areas protection| natural areas protection| natural areas protection,http://www.eionet.europa.eu/gemet/concept/5545,nature reserve,
anatomy,,,http://www.eionet.europa.eu/gemet/concept/5569,nervous system,
transition element,,heavy metal,http://www.eionet.europa.eu/gemet/concept/5589,nickel,
inorganic substance,,,http://www.eionet.europa.eu/gemet/concept/5593,nitrate,
chemical reaction,,,http://www.eionet.europa.eu/gemet/concept/5598,nitrification,
element of group V,,,http://www.eionet.europa.eu/gemet/concept/5605,nitrogen,
aromatic compound,benzene,,http://www.eionet.europa.eu/gemet/concept/562,aromatic hydrocarbon,
acoustics| acoustics| acoustics| acoustics,noise type| noise spectrum| noise type| noise spectrum,physical pollutant| physical pollutant| physical pollutant| physical pollutant,http://www.eionet.europa.eu/gemet/concept/5624,noise,
terminology,,,http://www.eionet.europa.eu/gemet/concept/5664,nomenclature,
element of group V,,,http://www.eionet.europa.eu/gemet/concept/567,arsenic,
metallic mineral,,metal,http://www.eionet.europa.eu/gemet/concept/5670,non-ferrous metal,
mineral| mineral,asbestos| chalk,,http://www.eionet.europa.eu/gemet/concept/5675,non-metallic mineral,
metal,,,http://www.eionet.europa.eu/gemet/concept/5676,non-metal,
technical regulation,pollution norm,,http://www.eionet.europa.eu/gemet/concept/5690,norm,
major accident| major accident| major accident,core meltdown| core meltdown| core meltdown,nuclear hazard| radiation damage| radioactive contamination,http://www.eionet.europa.eu/gemet/concept/5708,nuclear accident,
conventional energy,,nuclear reaction,http://www.eionet.europa.eu/gemet/concept/5712,nuclear energy,
invertebrate| invertebrate,arthropod| annelid,,http://www.eionet.europa.eu/gemet/concept/572,Articulata,
nuclear reaction,,,http://www.eionet.europa.eu/gemet/concept/5728,nuclear fusion,
physics,radiation physics,,http://www.eionet.europa.eu/gemet/concept/5733,nuclear physics,
electric power plant,,nuclear safety,http://www.eionet.europa.eu/gemet/concept/5736,nuclear power plant,
reactor| reactor| reactor,fast reactor| fast reactor| fast reactor,nuclear risk| reactor safety| nuclear fuel,http://www.eionet.europa.eu/gemet/concept/5742,nuclear reactor,
ecological parameter,,,http://www.eionet.europa.eu/gemet/concept/5763,nutrient,
,high protein food| animal nutrition| staple food| applied nutrition,foodstuff| foodstuff| foodstuff| foodstuff,http://www.eionet.europa.eu/gemet/concept/5765,nutrition,
sea,,,http://www.eionet.europa.eu/gemet/concept/5789,ocean,
hydrologic cycle| hydrologic cycle,ocean temperature| ocean current,,http://www.eionet.europa.eu/gemet/concept/5791,ocean circulation,
world,,,http://www.eionet.europa.eu/gemet/concept/5794,Oceania,
water science| water science| water science,physical oceanography| chemical oceanography| estuarine oceanography,,http://www.eionet.europa.eu/gemet/concept/5797,oceanography,
pipeline,,oil extraction,http://www.eionet.europa.eu/gemet/concept/5836,oil pipeline,
equipment| equipment,observation satellite| observation satellite,satellite| satellite image,http://www.eionet.europa.eu/gemet/concept/587,artificial satellite,
organic substance| organic substance,dissolved organic carbon| total organic carbon,water quality| water quality,http://www.eionet.europa.eu/gemet/concept/5892,organic carbon,
chemistry,,,http://www.eionet.europa.eu/gemet/concept/5893,organic chemistry,
non-metallic mineral,,natural material,http://www.eionet.europa.eu/gemet/concept/591,asbestos,
geography,,,http://www.eionet.europa.eu/gemet/concept/5944,orography,
physicochemical process,reverse osmosis,,http://www.eionet.europa.eu/gemet/concept/5949,osmosis,
,waste treatment| waste recovery| waste income| waste disposal,,http://www.eionet.europa.eu/gemet/concept/5956,overburden,
miscellaneous product| miscellaneous product| miscellaneous product,,combustion residue| fly ash| incineration residue,http://www.eionet.europa.eu/gemet/concept/596,ash,
chemical reaction,,,http://www.eionet.europa.eu/gemet/concept/5972,oxidation,
world| world| world| world| world,Southern Asia| Eastern Asia| Western Asia| Southeast Asia| Central Asia,,http://www.eionet.europa.eu/gemet/concept/598,Asia,
element of group VI,ozone,atmospheric component,http://www.eionet.europa.eu/gemet/concept/5982,oxygen,
chemical process| physical process,,,http://www.eionet.europa.eu/gemet/concept/5983,oxygenation,
oxygen| oxygen,,atmospheric ozone| tropospheric ozone,http://www.eionet.europa.eu/gemet/concept/5991,ozone,
earth science,,,http://www.eionet.europa.eu/gemet/concept/6013,palaeontology,
solid state,solid particle,,http://www.eionet.europa.eu/gemet/concept/6052,particle,
medical science| medical science,human pathology| phytopathology,,http://www.eionet.europa.eu/gemet/concept/6066,pathology,
fossil fuel,,peat extraction,http://www.eionet.europa.eu/gemet/concept/6081,peat,
natural science,,,http://www.eionet.europa.eu/gemet/concept/612,astronomy,
physical property,,,http://www.eionet.europa.eu/gemet/concept/6120,permeability,
biocide,,chemical pest control,http://www.eionet.europa.eu/gemet/concept/6140,pesticide,
document type,,,http://www.eionet.europa.eu/gemet/concept/616,atlas,
raw material| raw material| raw material| raw material,crude oil| crude oil| crude oil| crude oil,waste oil| mineral oil| oil extraction| oil production (chain),http://www.eionet.europa.eu/gemet/concept/6161,petroleum,
,atmospheric structure| air| Earth-Sun relationship| atmospheric process,,http://www.eionet.europa.eu/gemet/concept/617,atmosphere,
human science| human science,ethics| aesthetics,,http://www.eionet.europa.eu/gemet/concept/6187,philosophy,
inorganic substance,,,http://www.eionet.europa.eu/gemet/concept/6189,phosphate,
element of group V,,,http://www.eionet.europa.eu/gemet/concept/6196,phosphorus,
monitoring technique,,,http://www.eionet.europa.eu/gemet/concept/6204,photogrammetry,
plant life| plant life| plant life,,photochemical reaction| chlorophyll| assimilation,http://www.eionet.europa.eu/gemet/concept/6211,photosynthesis,
geography,,,http://www.eionet.europa.eu/gemet/concept/6222,physical geography,
physical science| physical science| physical science,biophysics| atmospheric physics| nuclear physics,,http://www.eionet.europa.eu/gemet/concept/6235,physics,
biology| biology| biology| biology,plant physiology| ecophysiology| human physiology| animal physiology,,http://www.eionet.europa.eu/gemet/concept/6240,physiology,
plankton,,,http://www.eionet.europa.eu/gemet/concept/6247,phytoplankton,
industrial plant (building),,,http://www.eionet.europa.eu/gemet/concept/6262,pilot plant,
infrastructure,oil pipeline,,http://www.eionet.europa.eu/gemet/concept/6270,pipeline,
terrestrial area,alluvial plain,,http://www.eionet.europa.eu/gemet/concept/6276,plain,
aquatic organism,phytoplankton,,http://www.eionet.europa.eu/gemet/concept/6282,plankton,
,economic planning| economic planning| economic planning| economic planning| economic planning| economic planning| policy planning| policy planning| policy planning| policy planning| policy planning| policy planning| development planning| development planning| development planning| development planning| development planning| development planning| national planning| national planning| national planning| national planning| national planning| national planning| regional planning| regional planning| regional planning| regional planning| regional planning| regional planning| educational planning| educational planning| educational planning| educational planning| educational planning| educational planning| industrial planning| industrial planning| industrial planning| industrial planning| industrial planning| industrial planning,planning measure| disaster contingency plan| plan| programme| environmental planning| project| planning measure| disaster contingency plan| plan| programme| environmental planning| project| planning measure| disaster contingency plan| plan| programme| environmental planning| project| planning measure| disaster contingency plan| plan| programme| environmental planning| project| planning measure| disaster contingency plan| plan| programme| environmental planning| project| planning measure| disaster contingency plan| plan| programme| environmental planning| project| planning measure| disaster contingency plan| plan| programme| environmental planning| project,http://www.eionet.europa.eu/gemet/concept/6287,planning,
organism| organism| organism| organism| organism| organism| organism| organism| organism| organism| organism| organism| organism,climbing plant (wall)| cryptogam| fodder plant| macrophyte| textile plant| wild plant| tree| aquatic plant| cultivated plant| medicinal plant| industrial plant (organism)| mycorrhiza| tropical plant,,http://www.eionet.europa.eu/gemet/concept/6323,plant (biology),
transition element,,,http://www.eionet.europa.eu/gemet/concept/6338,platinum,
actinide,,,http://www.eionet.europa.eu/gemet/concept/6346,plutonium,
source of pollution,,,http://www.eionet.europa.eu/gemet/concept/6357,point source,
non-built-up area,,coastal development,http://www.eionet.europa.eu/gemet/concept/6365,polder,
meteorological phenomenon| meteorological phenomenon,snow| rain,,http://www.eionet.europa.eu/gemet/concept/637,atmospheric precipitation,
,EC policy| social policy| production policy| education policy| government policy| urban policy| communications policy| space policy| fishery policy| trade policy| energy policy| foreign policy| cultural policy| transportation policy| construction policy| aid policy| territorial policy| co-operation policy| agricultural policy| scientific policy| industrial policy| forest policy,environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy| environmental policy,http://www.eionet.europa.eu/gemet/concept/6370,policy,
,political power| international politics| political organisation| political counselling| political doctrine,,http://www.eionet.europa.eu/gemet/concept/6371,politics,
geography,,,http://www.eionet.europa.eu/gemet/concept/6383,political geography,
plant component,,aerobiology,http://www.eionet.europa.eu/gemet/concept/6392,pollen,
,pollution abatement| contamination| source of pollution| emission| deposition| immission| pollution type| environmental pollution,,http://www.eionet.europa.eu/gemet/concept/6445,pollution,
risk,,,http://www.eionet.europa.eu/gemet/concept/6472,pollution risk,
polycyclic hydrocarbon,benzopyrene,carcinogen,http://www.eionet.europa.eu/gemet/concept/6492,polycyclic aromatic hydrocarbon,
chemical reaction,,,http://www.eionet.europa.eu/gemet/concept/6498,polymerisation,
wetland,,,http://www.eionet.europa.eu/gemet/concept/6507,pond,
human population,geographical distribution of population,,http://www.eionet.europa.eu/gemet/concept/6517,population distribution,
carbonate,,,http://www.eionet.europa.eu/gemet/concept/6540,potash,
industrial plant (building)| industrial plant (building),electric power plant| electric power plant,energy production| energy distribution system,http://www.eionet.europa.eu/gemet/concept/6561,power station,
physicochemical process,,flocculation,http://www.eionet.europa.eu/gemet/concept/6570,precipitation (chemical),
trophic level,,,http://www.eionet.europa.eu/gemet/concept/6577,predator,
physical property,,pressure equipment,http://www.eionet.europa.eu/gemet/concept/6593,pressure,
actinium| actinium,plutonium| uranium,radioelement| radioelement,http://www.eionet.europa.eu/gemet/concept/66,actinide,
finances| finances| finances| finances| finances| finances| finances,scrap material price| market price| prices policy| water pricing| transport cost| tariff| farm price,,http://www.eionet.europa.eu/gemet/concept/6602,price,
industrial process| industrial process| industrial process| industrial process| industrial process,primary treatment| secondary treatment| post-treatment| tertiary treatment| reprocessing,,http://www.eionet.europa.eu/gemet/concept/6650,processing,
bookkeeping,,,http://www.eionet.europa.eu/gemet/concept/6670,productivity,
environmental planning| environmental planning| environmental planning| environmental planning| environmental planning,urban action program| national conservation programme| environmental programme| structural adjustment program| self-help programme,planning| planning| planning| planning| planning,http://www.eionet.europa.eu/gemet/concept/6705,programme,
environmental planning,pilot project,planning,http://www.eionet.europa.eu/gemet/concept/6710,project,
land| land| land| land| land| land| land| land| land| land| land| land| land| land| land| land| land,animal corridor| national park| refuge| water protection area| reserve| estuarine conservation area| natural monument| multiple use management area| resource reserve| clean air area| wildlife sanctuary| anthropologic reserve| marine conservation area| green corridor| biosphere reserve| world heritage site| protected landscape,,http://www.eionet.europa.eu/gemet/concept/6740,protected area,
geomorphic process,snowslide,,http://www.eionet.europa.eu/gemet/concept/678,avalanche,
transition element,actinide,,http://www.eionet.europa.eu/gemet/concept/68,actinium,
opinion,,,http://www.eionet.europa.eu/gemet/concept/6804,public opinion,
industrial process,,,http://www.eionet.europa.eu/gemet/concept/6833,pumping,
commercial transaction,,,http://www.eionet.europa.eu/gemet/concept/6835,purchase,
waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment| waste treatment,waste air purification (gas)| waste air purification (gas)| waste air purification (gas)| waste air purification (gas)| waste air purification (gas)| physicochemical purification| physicochemical purification| physicochemical purification| physicochemical purification| physicochemical purification| waste water purification| waste water purification| waste water purification| waste water purification| waste water purification| self-purification| self-purification| self-purification| self-purification| self-purification,cleansing| cleaning up| separation| refinery| purification facility| cleansing| cleaning up| separation| refinery| purification facility| cleansing| cleaning up| separation| refinery| purification facility| cleansing| cleaning up| separation| refinery| purification facility,http://www.eionet.europa.eu/gemet/concept/6838,purification,
organonitrogen compound,,,http://www.eionet.europa.eu/gemet/concept/6846,purin,
physicochemical treatment,,degradation,http://www.eionet.europa.eu/gemet/concept/6855,pyrolysis,
mining district,underground quarry,,http://www.eionet.europa.eu/gemet/concept/6867,quarry,
monitoring equipment,,,http://www.eionet.europa.eu/gemet/concept/6883,radar,
,non-ionising radiation| non-ionising radiation| non-ionising radiation| non-ionising radiation| non-ionising radiation| non-ionising radiation| cosmic radiation| cosmic radiation| cosmic radiation| cosmic radiation| cosmic radiation| cosmic radiation| background radiation| background radiation| background radiation| background radiation| background radiation| background radiation| infrared radiation| infrared radiation| infrared radiation| infrared radiation| infrared radiation| infrared radiation| light| light| light| light| light| light| ionising radiation| ionising radiation| ionising radiation| ionising radiation| ionising radiation| ionising radiation| spectral band| spectral band| spectral band| spectral band| spectral band| spectral band| solar radiation| solar radiation| solar radiation| solar radiation| solar radiation| solar radiation| microwave| microwave| microwave| microwave| microwave| microwave| laser| laser| laser| laser| laser| laser| radioactivity| radioactivity| radioactivity| radioactivity| radioactivity| radioactivity| background level| background level| background level| background level| background level| background level,physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection| physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection| physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection| physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection| physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection| physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection| physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection| physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection| physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection| physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection| physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection| physical pollutant| radioactive substance| radioactive emission| radiation dose| radiation protection| reflection,http://www.eionet.europa.eu/gemet/concept/6884,radiation,
mass media,radio programme,,http://www.eionet.europa.eu/gemet/concept/6901,radio,
tracer,,,http://www.eionet.europa.eu/gemet/concept/6919,radioactive tracer,
radiation,natural radioactivity,,http://www.eionet.europa.eu/gemet/concept/6925,radioactivity,
element of group 0,,radioelement,http://www.eionet.europa.eu/gemet/concept/6935,radon,
railway network| railway network,high-speed railway| underground railway,rail traffic| rail traffic,http://www.eionet.europa.eu/gemet/concept/6942,railway,
atmospheric precipitation,,,http://www.eionet.europa.eu/gemet/concept/6947,rain,
radiation,,,http://www.eionet.europa.eu/gemet/concept/695,background radiation,
freshwater,,,http://www.eionet.europa.eu/gemet/concept/6951,rain water,
material| material| material| material| material,renewable raw material| sand| natural gas| ore| petroleum,,http://www.eionet.europa.eu/gemet/concept/6967,raw material,
,leisure time| leisure time| leisure time| leisure time| leisure time| leisure activity| leisure activity| leisure activity| leisure activity| leisure activity| sport| sport| sport| sport| sport,path| social behaviour| environmental impact of recreation| green space| recreational area| path| social behaviour| environmental impact of recreation| green space| recreational area| path| social behaviour| environmental impact of recreation| green space| recreational area,http://www.eionet.europa.eu/gemet/concept/7001,recreation,
waste recovery| waste recovery| waste recovery| waste recovery,recycling ratio| waste recycling| residue recycling| recycling potential,,http://www.eionet.europa.eu/gemet/concept/7015,recycling,
chemical reaction,,,http://www.eionet.europa.eu/gemet/concept/7030,chemical reduction,
landform| landform,coral reef| barrier reef,,http://www.eionet.europa.eu/gemet/concept/7034,reef,
industrial process,,coal refining,http://www.eionet.europa.eu/gemet/concept/7036,refining,
physical process,,radiation,http://www.eionet.europa.eu/gemet/concept/7037,reflection,
legislation,,,http://www.eionet.europa.eu/gemet/concept/7070,regional law,
planning| planning,regional structure| regional development,physical planning| physical planning,http://www.eionet.europa.eu/gemet/concept/7075,regional planning,
administrative procedure,land and property register,,http://www.eionet.europa.eu/gemet/concept/7082,registration,
telemetry| telemetry,,observation satellite| digital image processing technique,http://www.eionet.europa.eu/gemet/concept/7102,remote sensing,
chemical process,substitution of halogenated compounds,substitutability (chemistry),http://www.eionet.europa.eu/gemet/concept/7114,replacement,
vertebrate| vertebrate| vertebrate| vertebrate,snake| crocodile| lizard| tortoise,,http://www.eionet.europa.eu/gemet/concept/7124,reptile,
