oBT,oNT,oRT,o,oPrefLabel,oAltLabels
customs regulations| customs regulations| customs regulations| customs regulations,,customs cooperation| customs cooperation| customs cooperation| customs cooperation,http://eurovoc.europa.eu/502,customs,customs-house| customs zone| frontier post| border post
OAS countries| ALADI countries| South America| Andean Community countries| LAES countries,,,http://eurovoc.europa.eu/5020,Bolivia,Republic of Bolivia| Republic of Bolivia| Republic of Bolivia| Republic of Bolivia| Republic of Bolivia
Indonesia,,,http://eurovoc.europa.eu/5026,Borneo,Kalimantan
biology,,,http://eurovoc.europa.eu/5028,botany,
Southern Africa| ACP countries,,,http://eurovoc.europa.eu/5029,Botswana,Republic of Botswana| Republic of Botswana
regions of France,,,http://eurovoc.europa.eu/5032,Burgundy,
chemical compound,,acidification,http://eurovoc.europa.eu/5035,acid,
OAS countries| Mercosur countries| ALADI countries| South America| LAES countries,,,http://eurovoc.europa.eu/5040,Brazil,Federative Republic of Brazil| Federative Republic of Brazil| Federative Republic of Brazil| Federative Republic of Brazil| Federative Republic of Brazil
regions of France,,,http://eurovoc.europa.eu/5041,Brittany,
inorganic chemical product| inorganic chemical product| inorganic chemical product| inorganic chemical product,,,http://eurovoc.europa.eu/5045,inorganic acid,nitric acid| phosphoric acid| sulphuric acid| hydrochloric acid
halogen,,,http://eurovoc.europa.eu/5046,bromine,
nuisance| nuisance,,,http://eurovoc.europa.eu/5048,noise,sound emission| noise nuisance
APEC countries| ASEAN countries| South-East Asia| APEC countries| ASEAN countries| South-East Asia,,,http://eurovoc.europa.eu/5049,Brunei,Brunei Darussalam| Brunei Darussalam| Brunei Darussalam| Negara Brunei Darussalam| Negara Brunei Darussalam| Negara Brunei Darussalam
budget policy| budget policy| budget policy,,defence budget| education budget| implementation of the budget,http://eurovoc.europa.eu/5050,budget,
organic chemical| organic chemical| organic chemical| organic chemical| organic chemical| organic chemical| organic chemical| organic chemical| organic chemical| organic chemical| organic chemical| organic chemical,,,http://eurovoc.europa.eu/5055,organic acid,acetic acid| oxalic acid| fatty acid| acrylic acid| acetate| citric acid| phthalic acid| alcohol acid| aromatic acid| formic acid| ester| salicylic acid
EU Member State| Eastern Europe| Council of Europe countries| NATO countries,,regions of Bulgaria| regions of Bulgaria| regions of Bulgaria| regions of Bulgaria,http://eurovoc.europa.eu/5063,Bulgaria,Republic of Bulgaria| Republic of Bulgaria| Republic of Bulgaria| Republic of Bulgaria
iron and steel product| iron and steel product| iron and steel product| iron and steel product| iron and steel product| iron and steel product,,,http://eurovoc.europa.eu/5065,steel,crude steel| alloy steel| rolled steel| structural steel| stainless steel| fine steel
ACP countries| East Africa,,,http://eurovoc.europa.eu/5072,Burundi,Republic of Burundi| Republic of Burundi
regions of Italy,,,http://eurovoc.europa.eu/5075,Abruzzi,
regions of Portugal| regions of Portugal,,,http://eurovoc.europa.eu/5076,Azores,
public works,,,http://eurovoc.europa.eu/509,dredging,
regions of Italy,,,http://eurovoc.europa.eu/5091,Calabria,
CAEMC countries| ACP countries| Central Africa,,,http://eurovoc.europa.eu/5095,Cameroon,Republic of Cameroon| Republic of Cameroon| Republic of Cameroon
regions of Italy,,,http://eurovoc.europa.eu/5098,Campania,
public works,,,http://eurovoc.europa.eu/510,drainage,
OAS countries| NAFTA countries| APEC countries| North America| OECD countries| NATO countries| OAS countries| NAFTA countries| APEC countries| North America| OECD countries| NATO countries| OAS countries| NAFTA countries| APEC countries| North America| OECD countries| NATO countries| OAS countries| NAFTA countries| APEC countries| North America| OECD countries| NATO countries,,,http://eurovoc.europa.eu/5100,Canada,Quebec| Quebec| Quebec| Quebec| Quebec| Quebec| Newfoundland| Newfoundland| Newfoundland| Newfoundland| Newfoundland| Newfoundland| Quebec| Quebec| Quebec| Quebec| Quebec| Quebec| Newfoundland| Newfoundland| Newfoundland| Newfoundland| Newfoundland| Newfoundland
ship canal,,,http://eurovoc.europa.eu/5101,Panama Canal,Panama Canal Zone
ship canal,,Egypt,http://eurovoc.europa.eu/5103,Suez Canal,Suez Canal Zone
West Africa| ACP countries| Ecowas countries,,,http://eurovoc.europa.eu/5108,Cape Verde,Republic of Cape Verde| Republic of Cape Verde| Republic of Cape Verde
,,public law| administrative code,http://eurovoc.europa.eu/517,administrative law,
software| software,,,http://eurovoc.europa.eu/5199,programming language,machine language| computer language
Mediterranean Sea,,,http://eurovoc.europa.eu/5222,Ligurian Sea,
wood product| wood product,,carbon| coal,http://eurovoc.europa.eu/5244,charcoal,
chemical element,,,http://eurovoc.europa.eu/5261,carbon,graphite
petroleum product,,substitute fuel,http://eurovoc.europa.eu/5262,motor fuel,
geography,,plan,http://eurovoc.europa.eu/5269,cartography,
regions of Spain,,,http://eurovoc.europa.eu/5273,Catalonia,Autonomous Community of Catalonia
documentary tool,,,http://eurovoc.europa.eu/5274,catalogue,
non-ferrous metal,,,http://eurovoc.europa.eu/5288,sodium,
non-ferrous metal,,,http://eurovoc.europa.eu/5304,calcium,
document| document| document,,,http://eurovoc.europa.eu/5311,guide,user's guide| instruction manual| user manual
cultural policy,,,http://eurovoc.europa.eu/5322,commemoration,anniversary
social life,,,http://eurovoc.europa.eu/5323,twinning,town twinning
wood product,,,http://eurovoc.europa.eu/5346,cellulose,
,,nuclear law| nuclear law,http://eurovoc.europa.eu/5350,nuclear power station,nuclear plant| nuclear installation
,,,http://eurovoc.europa.eu/5359,ceramics,pottery| porcelain| ceramics industry| ceramic product
coal industry| coal industry| coal industry,,fossil fuel| fossil fuel| fossil fuel,http://eurovoc.europa.eu/5386,coal,power station coal| patent hard-coal fuel| hard coal
coal industry| coal industry| coal industry| coal industry,,,http://eurovoc.europa.eu/5387,coal mining,pit| colliery| coal field| coal mine
carriage of goods,,,http://eurovoc.europa.eu/5392,load,cargo
regions of the United Kingdom,,,http://eurovoc.europa.eu/5438,England,
law of the sea,,,http://eurovoc.europa.eu/5444,archipelago,
Caucasus countries| CIS countries| Council of Europe countries,,,http://eurovoc.europa.eu/5445,Armenia,Republic of Armenia| Republic of Armenia| Republic of Armenia
Caucasus countries| CIS countries| Council of Europe countries,,,http://eurovoc.europa.eu/5454,Azerbaijan,Republic of Azerbaijan| Republic of Azerbaijan| Republic of Azerbaijan
CIS countries| Eastern Europe,,,http://eurovoc.europa.eu/5458,Belarus,Republic of Belarus| Republic of Belarus
ecosystem| ecosystem| ecosystem,,,http://eurovoc.europa.eu/5464,biotope,biotic community| biocenosis| ecological niche
regions of Germany,,,http://eurovoc.europa.eu/5470,Brandenburg,Brandenburg (Land)
degradation of the environment| degradation of the environment| degradation of the environment,,greenhouse effect| climatology| climate,http://eurovoc.europa.eu/5482,climate change,climatic change| climatic change| climatic change
international meeting,,,http://eurovoc.europa.eu/5525,international conference,
Eastern Europe| CEFTA countries| Council of Europe countries,,,http://eurovoc.europa.eu/5563,Croatia,Republic of Croatia| Republic of Croatia| Republic of Croatia
natural disaster| natural disaster| natural disaster,,,http://eurovoc.europa.eu/5565,cyclone,typhoon| tornado| hurricane
development policy| development policy| development policy| development policy| development policy| development policy| development policy| development policy| development policy| development policy| development policy| development policy| development policy| development policy| development policy| development policy| development policy| development policy,,agri-environmental plan| sustainable mobility| sustainable agriculture| equitable tourism| UN Conference on Environment and Development| corporate social responsibility| agri-environmental plan| sustainable mobility| sustainable agriculture| equitable tourism| UN Conference on Environment and Development| corporate social responsibility| agri-environmental plan| sustainable mobility| sustainable agriculture| equitable tourism| UN Conference on Environment and Development| corporate social responsibility,http://eurovoc.europa.eu/5585,sustainable development,bioeconomy| bioeconomy| bioeconomy| bioeconomy| bioeconomy| bioeconomy| eco-development| eco-development| eco-development| eco-development| eco-development| eco-development| bio-economy| bio-economy| bio-economy| bio-economy| bio-economy| bio-economy
ACP countries| Horn of Africa,,,http://eurovoc.europa.eu/5617,Eritrea,State of Eritrea| State of Eritrea
EU Member State| Council of Europe countries| NATO countries| Baltic States,,regions of Estonia| regions of Estonia| regions of Estonia| regions of Estonia,http://eurovoc.europa.eu/5619,Estonia,Republic of Estonia| Republic of Estonia| Republic of Estonia| Republic of Estonia
Caucasus countries| CIS countries| Council of Europe countries| Caucasus countries| CIS countries| Council of Europe countries,,,http://eurovoc.europa.eu/5652,Georgia,
history,,,http://eurovoc.europa.eu/5661,ancient history,ancient era
history,,,http://eurovoc.europa.eu/5663,medieval history,Middle Ages
Central Asia| CIS countries,,,http://eurovoc.europa.eu/5693,Kazakhstan,Republic of Kazakhstan| Republic of Kazakhstan
Central Asia| CIS countries,,,http://eurovoc.europa.eu/5694,Kyrgyzstan,Kyrgyz Republic| Kyrgyz Republic
geophysical environment,,,http://eurovoc.europa.eu/5697,lake,
EU Member State| Council of Europe countries| NATO countries| Baltic States,,regions of Latvia| regions of Latvia| regions of Latvia| regions of Latvia,http://eurovoc.europa.eu/5706,Latvia,Republic of Latvia| Republic of Latvia| Republic of Latvia| Republic of Latvia
EU Member State| Council of Europe countries| NATO countries| Baltic States,,regions of Lithuania| regions of Lithuania| regions of Lithuania| regions of Lithuania,http://eurovoc.europa.eu/5709,Lithuania,Republic of Lithuania| Republic of Lithuania| Republic of Lithuania| Republic of Lithuania
sea,,,http://eurovoc.europa.eu/5735,Caspian Sea,
sea,,,http://eurovoc.europa.eu/5736,Black Sea,
sea,,,http://eurovoc.europa.eu/5737,Red Sea,
aquatic environment,,,http://eurovoc.europa.eu/5742,marine environment,
Eastern Europe| CEFTA countries| Council of Europe countries| Western Balkans,,,http://eurovoc.europa.eu/5746,Montenegro,
cultural heritage,,,http://eurovoc.europa.eu/5747,monument,
Central Asia| CIS countries,,,http://eurovoc.europa.eu/5770,Uzbekistan,Republic of Uzbekistan| Republic of Uzbekistan
history,,,http://eurovoc.europa.eu/5803,prehistory,
CIS countries| Eastern Europe| CEFTA countries| Council of Europe countries,,,http://eurovoc.europa.eu/5858,Moldova,Republic of Moldova| Republic of Moldova| Republic of Moldova| Republic of Moldova
EU Member State| Eastern Europe| OECD countries| Council of Europe countries| NATO countries,,regions of Slovakia| regions of Slovakia| regions of Slovakia| regions of Slovakia| regions of Slovakia,http://eurovoc.europa.eu/5859,Slovakia,Slovak Republic| Slovak Republic| Slovak Republic| Slovak Republic| Slovak Republic
EU Member State| Eastern Europe| OECD countries| Council of Europe countries| NATO countries,,regions of the Czech Republic| regions of the Czech Republic| regions of the Czech Republic| regions of the Czech Republic| regions of the Czech Republic,http://eurovoc.europa.eu/5860,Czech Republic,
CIS countries| CIS countries| Eastern Europe| Eastern Europe| APEC countries| APEC countries| Council of Europe countries| Council of Europe countries,,Kaliningrad question| Chechen question| Kaliningrad question| Chechen question| Kaliningrad question| Chechen question| Kaliningrad question| Chechen question,http://eurovoc.europa.eu/5876,Russia,Russian Federation| Russian Federation| Russian Federation| Russian Federation| Russian Federation| Russian Federation| Russian Federation| Russian Federation
regions of Germany,,,http://eurovoc.europa.eu/5879,Saxony,Saxony (Free State of)
natural disaster,,,http://eurovoc.europa.eu/5890,earthquake,
Eastern Europe| CEFTA countries| Council of Europe countries| Western Balkans,,Kosovo question| Kosovo question| Kosovo question| Kosovo question,http://eurovoc.europa.eu/5892,Serbia,Republic of Serbia| Republic of Serbia| Republic of Serbia| Republic of Serbia
wild mammal| wild mammal| wild mammal,,,http://eurovoc.europa.eu/5895,monkey,ape| chimpanzee| gorilla
EU Member State| Eastern Europe| Council of Europe countries| NATO countries,,regions of Slovenia| regions of Slovenia| regions of Slovenia| regions of Slovenia,http://eurovoc.europa.eu/5898,Slovenia,Republic of Slovenia| Republic of Slovenia| Republic of Slovenia| Republic of Slovenia
Central Asia| CIS countries| Central Asia| CIS countries,,,http://eurovoc.europa.eu/5925,Tajikistan,Republic of Tajikistan| Republic of Tajikistan| Republic of Tajikistan| Republic of Tajikistan
regions of Germany,,,http://eurovoc.europa.eu/5932,Thuringia,Thuringia (Free State of)
Central Asia| CIS countries,,,http://eurovoc.europa.eu/5944,Turkmenistan,
CIS countries| Eastern Europe| Council of Europe countries,,,http://eurovoc.europa.eu/5946,Ukraine,
Serbia,,,http://eurovoc.europa.eu/5955,Vojvodina,
OAS countries| APEC countries| ALADI countries| South America| LAES countries,,,http://eurovoc.europa.eu/5965,Chile,Republic of Chile| Republic of Chile| Republic of Chile| Republic of Chile| Republic of Chile
physical sciences| physical sciences| physical sciences,,food chemistry| soil chemistry| industrial chemistry,http://eurovoc.europa.eu/5966,chemistry,
Far East,,,http://eurovoc.europa.eu/5969,China,People’s Republic of China
aquatic environment,,hydraulic energy,http://eurovoc.europa.eu/597,water,
halogen,,,http://eurovoc.europa.eu/5971,chlorine,
non-ferrous metal,,,http://eurovoc.europa.eu/5988,chromium,
EU Member State| Southern Europe| Council of Europe countries,,,http://eurovoc.europa.eu/5989,Cyprus,Republic of Cyprus| Republic of Cyprus| Republic of Cyprus
building materials,,,http://eurovoc.europa.eu/5993,cement,cement industry
information analysis| information analysis| information analysis,,,http://eurovoc.europa.eu/6004,classification,UDC| universal decimal classification| heading
,,climatology| ecology| bioclimatology,http://eurovoc.europa.eu/6011,climate,
non-ferrous metal,,,http://eurovoc.europa.eu/6018,cobalt,
water| water,,,http://eurovoc.europa.eu/602,freshwater,fresh water| spring water
OAS countries| ALADI countries| South America| Andean Community countries| LAES countries,,,http://eurovoc.europa.eu/6036,Colombia,Republic of Colombia| Republic of Colombia| Republic of Colombia| Republic of Colombia| Republic of Colombia
dyestuffs industry,,food colouring,http://eurovoc.europa.eu/6038,dyestuff,
fuel,,,http://eurovoc.europa.eu/6045,fossil fuel,
non-alcoholic beverage,,drinking water,http://eurovoc.europa.eu/606,mineral water,
water,,,http://eurovoc.europa.eu/607,drinking water,
water| water,,,http://eurovoc.europa.eu/608,saltwater,salt water| seawater
telecommunications| telecommunications| telecommunications| telecommunications| telecommunications| telecommunications,,start-up| information highway| information transfer| hypermedia| electronic commerce| electronic government,http://eurovoc.europa.eu/6088,Internet,web| web| web| web| web| web
waste,,,http://eurovoc.europa.eu/6103,hazardous waste,
biochemistry,,,http://eurovoc.europa.eu/6111,enzyme,
leisure park,,protected species,http://eurovoc.europa.eu/6121,zoo,zoological garden
regions of Austria,,,http://eurovoc.europa.eu/6197,Carinthia,Kärnten
regions of Austria,,,http://eurovoc.europa.eu/6200,Tyrol,
regions of Austria,,,http://eurovoc.europa.eu/6202,Vienna,
Eastern Europe| Eastern Europe| Eastern Europe,,,http://eurovoc.europa.eu/6223,Serbia and Montenegro,FRY| new Yugoslavia| Federal Republic of Yugoslavia
sample survey,,,http://eurovoc.europa.eu/623,sampling,
regions of Sweden,,,http://eurovoc.europa.eu/6237,Stockholm,
regions of Finland,,,http://eurovoc.europa.eu/6249,Lapland,Northern Finland
genetics,,biometrics,http://eurovoc.europa.eu/6260,DNA,deoxyribonucleic acid
research method,,,http://eurovoc.europa.eu/6264,observation,observation technique
research method,,,http://eurovoc.europa.eu/6267,simulation,simulation model
research method,,benchmarking,http://eurovoc.europa.eu/6271,qualitative analysis,
research method,,,http://eurovoc.europa.eu/6272,quantitative analysis,
Micronesia| ACP countries| countries of the Pacific Community,,,http://eurovoc.europa.eu/6278,Palau,Republic of Palau| Republic of Palau| Republic of Palau
ACP countries| countries of the Pacific Community| Polynesia,,,http://eurovoc.europa.eu/6280,Niue,Republic of Niue| Republic of Niue| Republic of Niue
countries of the Pacific Community| Polynesia,,,http://eurovoc.europa.eu/6281,Tokelau,
life sciences| life sciences,,ecological balance| ecosystem,http://eurovoc.europa.eu/632,ecology,environmental science| environmental science
,,transport economics| business administration| agricultural economics| urban economy| environmental economics,http://eurovoc.europa.eu/637,economy,
meteorology,,,http://eurovoc.europa.eu/6384,climatology,
geography,,,http://eurovoc.europa.eu/6388,human geography,anthropogeography
geography| geography,,,http://eurovoc.europa.eu/6389,regional geography,regional study| regional analysis
earth sciences,,,http://eurovoc.europa.eu/6390,geomorphology,morphology of the earth
geology,,,http://eurovoc.europa.eu/6391,sedimentology,
ethnology,,,http://eurovoc.europa.eu/6394,ethnography,
marine mammal,,,http://eurovoc.europa.eu/6403,whale,
marine mammal,,,http://eurovoc.europa.eu/6406,seal,
pollution| pollution,,,http://eurovoc.europa.eu/6407,acidification,acidification of the environment| environmental acidification
waste,,,http://eurovoc.europa.eu/6410,chemical waste,
energy policy| energy policy,,,http://eurovoc.europa.eu/642,energy saving,rational use of energy| waste of energy
regions of the United Kingdom,,,http://eurovoc.europa.eu/663,Scotland,Hebrides
physical environment,,,http://eurovoc.europa.eu/664,ecosystem,
,,,http://eurovoc.europa.eu/668,education,
gas,,oilfield,http://eurovoc.europa.eu/6699,gas field,gas deposits
astronomy,,,http://eurovoc.europa.eu/6716,cosmology,
economic analysis,,,http://eurovoc.europa.eu/6786,economic value,
public administration| public administration| public administration| public administration| public administration,,local election| local election| local election| local election| local election,http://eurovoc.europa.eu/68,local government,local powers| county council| town council| local administration| municipal authority
building materials,,,http://eurovoc.europa.eu/6822,stone,
applied sciences,,agricultural education,http://eurovoc.europa.eu/685,agronomy,
North Africa| Mediterranean third countries| CAEU countries| Arab League countries| Arab Common Market countries,,,http://eurovoc.europa.eu/690,Egypt,Arab Republic of Egypt| Arab Republic of Egypt| Arab Republic of Egypt| Arab Republic of Egypt| Arab Republic of Egypt
Central America| OAS countries| CACM countries| LAES countries| CAIS countries,,,http://eurovoc.europa.eu/691,El Salvador,Republic of El Salvador| Republic of El Salvador| Republic of El Salvador| Republic of El Salvador| Republic of El Salvador
livestock| livestock| livestock,,,http://eurovoc.europa.eu/6918,cervidae,moose| elk| deer
physical sciences,,electronic equipment,http://eurovoc.europa.eu/709,electronics,
war,,,http://eurovoc.europa.eu/7214,Second World War,
preparation for market,,,http://eurovoc.europa.eu/722,bottling,
migration,,,http://eurovoc.europa.eu/724,emigration,
GCC countries| Arab League countries| Gulf States| OPEC countries| GCC countries| Arab League countries| Gulf States| OPEC countries| GCC countries| Arab League countries| Gulf States| OPEC countries| GCC countries| Arab League countries| Gulf States| OPEC countries| GCC countries| Arab League countries| Gulf States| OPEC countries| GCC countries| Arab League countries| Gulf States| OPEC countries| GCC countries| Arab League countries| Gulf States| OPEC countries| GCC countries| Arab League countries| Gulf States| OPEC countries| GCC countries| Arab League countries| Gulf States| OPEC countries,,,http://eurovoc.europa.eu/726,United Arab Emirates,Umm al Qaiwain| Umm al Qaiwain| Umm al Qaiwain| Umm al Qaiwain| Abu Dhabi| Abu Dhabi| Abu Dhabi| Abu Dhabi| Dubayy| Dubayy| Dubayy| Dubayy| Fujairah| Fujairah| Fujairah| Fujairah| Ajman| Ajman| Ajman| Ajman| United Arab Emirates countries| United Arab Emirates countries| United Arab Emirates countries| United Arab Emirates countries| Dubai| Dubai| Dubai| Dubai| Sharjah| Sharjah| Sharjah| Sharjah| Ras Al Khaimah| Ras Al Khaimah| Ras Al Khaimah| Ras Al Khaimah
rail network,,,http://eurovoc.europa.eu/7358,railway station,
credit| credit| credit| credit| credit| credit,,international loan| public borrowing| EU borrowing| international loan| public borrowing| EU borrowing,http://eurovoc.europa.eu/736,borrowing,fixed-interest loan| fixed-interest loan| fixed-interest loan| floating-rate loan| floating-rate loan| floating-rate loan
geography,,,http://eurovoc.europa.eu/7360,historical geography,
mathematics| mathematics,,,http://eurovoc.europa.eu/7410,biometrics,fingerprint| biometry
electrical industry| electrical industry,,,http://eurovoc.europa.eu/747,electrical energy,electricity| electricity
soft energy,,,http://eurovoc.europa.eu/748,wind energy,wind power
soft energy| soft energy,,,http://eurovoc.europa.eu/749,geothermal energy,geothermics| geothermics
electrical industry,,,http://eurovoc.europa.eu/751,hydroelectric power,
,,,http://eurovoc.europa.eu/753,nuclear energy,atomic energy
soft energy,,,http://eurovoc.europa.eu/756,solar energy,solar radiation
soft energy,,,http://eurovoc.europa.eu/757,thermal energy,
,,,http://eurovoc.europa.eu/778,teaching,tuition
regions of the Czech Republic,,,http://eurovoc.europa.eu/7849,Prague,
regions of Latvia,,,http://eurovoc.europa.eu/7864,Riga,
regions of Lithuania,,,http://eurovoc.europa.eu/7878,Vilnius county,Vilniaus apskritis
regions of Greece,,,http://eurovoc.europa.eu/7889,Attica,
Aegean Islands| Aegean Islands| Aegean Islands,,,http://eurovoc.europa.eu/7896,Southern Aegean,Dodecanese| South Aegean island| Cyclades
regions of Hungary,,,http://eurovoc.europa.eu/7902,Northern Hungary,
regions of Poland,,,http://eurovoc.europa.eu/7977,Pomerania,
Småland and the islands (Sweden),,,http://eurovoc.europa.eu/7996,Gotland county,
South Sweden,,,http://eurovoc.europa.eu/7999,Skåne county,
level of education| level of education| level of education,,,http://eurovoc.europa.eu/800,higher education,tertiary education| grande école| institute of technology
East Middle Sweden,,,http://eurovoc.europa.eu/8002,Uppsala county,
Upper Norrland (Sweden),,,http://eurovoc.europa.eu/8008,Norrbotten county,
marine mammal,,,http://eurovoc.europa.eu/8303,dolphin,
organisation of production| organisation of production| organisation of production,,,http://eurovoc.europa.eu/831,maintenance,upkeep| maintenance and repair| repair
regions of Greece,,,http://eurovoc.europa.eu/839,Epirus,
OAS countries| ALADI countries| South America| Andean Community countries| LAES countries,,,http://eurovoc.europa.eu/841,Ecuador,Republic of Ecuador| Republic of Ecuador| Republic of Ecuador| Republic of Ecuador| Republic of Ecuador
livestock| livestock| livestock| livestock| livestock| livestock| livestock| livestock,,,http://eurovoc.europa.eu/842,equidae,donkey| ass| mule| colt| horse| equine species| foal| mare
geophysics| geophysics| geophysics| geophysics| geophysics,,,http://eurovoc.europa.eu/8438,geodesy,geodetic measurement| geodetics| measuring the earth| earth measurement| measurement of the earth
engineering structure,,,http://eurovoc.europa.eu/8452,bridge,viaduct
England| England| England,,,http://eurovoc.europa.eu/8498,London,Inner London| Greater London| Outer London
environmental policy,,,http://eurovoc.europa.eu/8550,environmental indicator,
EU Member State| WEU countries| OECD countries| Southern Europe| Council of Europe countries| NATO countries,,regions of Spain| regions of Spain| regions of Spain| regions of Spain| regions of Spain| regions of Spain,http://eurovoc.europa.eu/863,Spain,Kingdom of Spain| Kingdom of Spain| Kingdom of Spain| Kingdom of Spain| Kingdom of Spain| Kingdom of Spain
regions of Spain,,,http://eurovoc.europa.eu/869,Extremadura,Autonomous Community of Extremadura
non-ferrous metal,,,http://eurovoc.europa.eu/879,tin,
OAS countries| NAFTA countries| APEC countries| North America| OECD countries| NATO countries| Anzus countries| OAS countries| NAFTA countries| APEC countries| North America| OECD countries| NATO countries| Anzus countries,,,http://eurovoc.europa.eu/888,United States,USA| USA| USA| USA| USA| USA| USA| United States of America| United States of America| United States of America| United States of America| United States of America| United States of America| United States of America
climate| climate| climate| climate| climate,,,http://eurovoc.europa.eu/89,atmospheric conditions,artificial precipitation| sunshine| precipitation| wind| rain
ACP countries| Horn of Africa,,,http://eurovoc.europa.eu/891,Ethiopia,
social sciences,,,http://eurovoc.europa.eu/892,ethnology,social and cultural anthropology
,,,http://eurovoc.europa.eu/909,Europe,European countries
,,,http://eurovoc.europa.eu/912,Southern Europe,
,,,http://eurovoc.europa.eu/913,Western Europe,Western countries
water pollution,,,http://eurovoc.europa.eu/916,eutrophication,
nuclear safety| nuclear safety| nuclear safety| nuclear safety,,,http://eurovoc.europa.eu/921,nuclear accident,radioactive risk| nuclear damage| nuclear risk| radioactive accident
special chemicals| special chemicals,,,http://eurovoc.europa.eu/945,explosive,propellant| detonating material
trading operation,,,http://eurovoc.europa.eu/946,export,export sale
,,,http://eurovoc.europa.eu/956,Far East,Far Eastern countries| East Asia| Eastern Asia
,,,http://eurovoc.europa.eu/965,family,nuclear family| family environment
ferrous metal,,,http://eurovoc.europa.eu/981,iron,
ACP countries| Melanesia| countries of the Pacific Community,,,http://eurovoc.europa.eu/993,Fiji,Republic of the Fiji Islands| Republic of the Fiji Islands| Republic of the Fiji Islands
