sBT,sNT,sRT,s,sPrefLabel,sAltLabels,o
fractures,,conjugate folds| cross fractures| stereographic projection| fissures| release fractures| bedding joints| structural analysis| oblique orientation| strike| linear orientation| columnar joints| cleats,http://linkeddata.ge.imati.cnr.it/resource/ThIST/diaclasi,joints,,http://dbpedia.org/resource/Category:Joints
Cosenza Italy| native elements,,carbon| diamonds| kimberlite| graphite| gems,http://linkeddata.ge.imati.cnr.it/resource/ThIST/diamante,diamond,,http://dbpedia.org/resource/Category:Diamond
intrusions,,volcanic necks| pipes| breccia pipes| volcanic features,http://linkeddata.ge.imati.cnr.it/resource/ThIST/diatrema,diatremes,,http://dbpedia.org/resource/Category:Diatremes
intrusions,ring dikes,cauldrons| dike swarms| veins| ring structures| batholiths| igneous rocks| clastic dikes| laccoliths| sills| ring complexes,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dicco,dikes,,http://dbpedia.org/resource/Category:Dikes
,,reflection| ocean waves| neutron diffraction analysis| refraction| diffractogram| seismic migration| seismology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffrazione,diffraction,,http://dbpedia.org/resource/Category:Diffraction
,,ocean circulation| meteorology| concentration| processes| hydrochemistry| sintering| geochemistry| diffusivity| permeability| absolute age| scattering| ion exchange| analytical method| oceanography| osmosis| contamination| polarography,http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffusione,diffusion,,http://dbpedia.org/resource/Category:Diffusion
,,waves| diffusion| wave dispersion,http://linkeddata.ge.imati.cnr.it/resource/ThIST/diffusionedonda,scattering,,http://dbpedia.org/resource/Category:Scattering
,rockfill dams| earth dams| tailings dams| masonry dam| concrete dams| arch dams| seawalls| gravity dams,geomembranes| geotextiles| reservoirs| land subsidence| embankments| hydroelectric power plant| ground-water dams| applied geology| construction| foundations| dam release| polders| environmental impact evaluation| rock mechanics| site exploration| water storage| soil mechanics| reinforced materials| seismic response| slope stability| environmental impact| grouting,http://linkeddata.ge.imati.cnr.it/resource/ThIST/diga,dams,,http://dbpedia.org/resource/Category:Dams
,,dynamic loading| kinetics| soil dynamics| landform evolution| geodynamics| shorelines| dynamic properties,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dinamica,dynamics,,http://dbpedia.org/resource/Category:Dynamics
metals| rare earths,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/disprosio,dysprosium,,http://dbpedia.org/resource/Category:Dysprosium
Protista| Invertebrata| microfossils| Silicoflagellata,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/distephanus,Distephanus,,http://dbpedia.org/resource/Category:Distephanus
,,monographs| publications| lexicons| glossaries,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dizionario,dictionaries,,http://dbpedia.org/resource/Category:Dictionaries
Africa| East Africa| Djibouti Djibouti| Djibouti,Djibouti Djibouti| Djibouti,Red Sea| Afar| Red Sea Basin,http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti,Djibouti,,http://dbpedia.org/resource/Category:Djibouti
Africa| East Africa| Djibouti Djibouti| Djibouti,Djibouti Djibouti| Djibouti,Red Sea| Afar| Red Sea Basin,http://linkeddata.ge.imati.cnr.it/resource/ThIST/djibouti,Djibouti Djibouti,,http://dbpedia.org/resource/Category:Djibouti
,,biologic evolution| life origin| acids,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dna,DNA,,http://dbpedia.org/resource/Category:DNA
Alps| Europe| Europa Island| Eastern Alps,Cima d'Asta| Lessini Mountains| Marmolada| Latemar Massif,Atesine Alps| Piave River Basin| Tyrol Austria| Voltago Conglomerate| Senales Valley| Marmolada Glacier| Piave River| Non Valley| Valsugana| Formazione di Soverzene| Dolomia Principale| Ambata Formation| Brenta-Bacchiglione River Basin| Badia Valley| Conglomerato di Richtofen| Calcare di Morbiac| Formazione di Agordo| Formazione di Duerrenstein| Cadore| Tagliamento River Basin,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dolomiti,Dolomites,,http://dbpedia.org/resource/Category:Dolomites
,,consumption| economics| markets,http://linkeddata.ge.imati.cnr.it/resource/ThIST/domanda,demand,,http://dbpedia.org/resource/Category:Demand
Caribbean region| Lesser Antilles| Central America| Antilles| West Indies,Roseau Dominica,Caribbean Sea,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dominica,Dominica,,http://dbpedia.org/resource/Category:Dominica
,,imbibition coefficient| engineering geology| geomembranes| geotextiles| soils| drainage patterns| dredging| soil-water balance| water recession| remediation| acid mine drainage| stabilization| mine dewatering| watersheds| water regimes| mine drainage| underground channels| seepage| hydraulics| lakes| water| lysimeters| ground water,http://linkeddata.ge.imati.cnr.it/resource/ThIST/drenaggio,drainage,,http://dbpedia.org/resource/Category:Drainage
Indian Peninsula| Asia,Thiumphu,Himalayas,http://linkeddata.ge.imati.cnr.it/resource/ThIST/druk,Bhutan,,http://dbpedia.org/resource/Category:Bhutan
,submarine dunes| continental dunes| coastal dunes| barchans| foredunes,cross-bedding| sand waves| bedding plane irregularities| sand bodies| sand seas| dune structures| sand ridges| wind transport| shore features| sand sheets| geomorphology| antidunes| wind action| eolian features| ergs| eolian deposit| deserts| eluvium,http://linkeddata.ge.imati.cnr.it/resource/ThIST/duna,dunes,,http://dbpedia.org/resource/Category:Dunes
folds,,volcanoes| uplifts| geomorphology| salt domes| batholiths| laccoliths| anticlines| morphostructures| diapirs| intrusions,http://linkeddata.ge.imati.cnr.it/resource/ThIST/duomo,domes,,http://dbpedia.org/resource/Category:Domes
Europe| Europa Island| United Kingdom| Western Europe,,Scotland,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ebridi,Hebrides,,http://dbpedia.org/resource/Category:Hebrides
Invertebrata,Blastoidea| Cyclocystoidea| Homalozoa| Homostelea| Echinoidea| Edrioasteroidea| Holothuroidea| Crinozoa| Asteroidea| Stelleroidea| Helicoplacoidea| Stylophora| Ophiocistioidea| Parablastoidea| Echinozoa| Asterozoa| Homoiostelea| Ophiuroidea| Paracrinoidea| Lepidocystoidea| Machaeridia| Delocrinus| Somasteroidea| Camptostromatoidea| Cystoidea| Edrioblastoidea| Eocrinoidea| Crinoidea| Inadunata,Receptaculitaceae| reef builders| sclerites,http://linkeddata.ge.imati.cnr.it/resource/ThIST/echinodermata,Echinodermata,,http://dbpedia.org/resource/Category:Echinodermata
,,taiga environment| wetlands| reefs| climatic controls| growth rates| semi-arid environment| brackish-water environment| endemic taxa| temperate environment| biotopes| deltas| living taxa| soils| fresh-water environment| habitat| biogeography| arid environment| phenotypes| tundra| equatorial region| alpine-type| colonization| ponds| paleoecology| intertidal environment| biology| biogenic processes| hydrology| urban environment| greenhouse effect| arctic environment| juvenile taxa| subtropical environment| boreal environment| symbiosis| benthonic taxa| colonial taxa| environmental monitoring| epibiotism| human ecology| revegetation| coastal environment| lacustrine environment| biofacies| eutrophication| brackish water| savannas| environmental geology| alpine environment| subalpine environment| trophic analysis| estuarine environment| lagoons| biotypes| continental slope| geomorphology| nekton| vegetation| terrestrial environment| biota| communities| wilderness areas| lagoonal environment| ecosystems| continental environment| weathering| supratidal environment| estuaries| prairies| environmental impact evaluation| deforestation| substrates| desertification| grasslands| commensalism| swamps| carnivorous taxa| glacial environment| lakes| continental shelf| anaerobic taxa| shallow-water environment| succession| humid environment| biomass| paludal environment| hypersaline environment| desiccation| punctuated aggradational cycles| benthos| cave environment| deserts| herbivorous taxa| fresh water| marine environment| environmental impact| environment| deltaic environment| adaptation| hemipelagic environment| tropical environment| peat bogs| predators| mangrove swamps,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecologia,ecology,,http://dbpedia.org/resource/Category:Ecology
,,International Monetary Fund| futures market| consumption| strategic minerals| customs duty| Third World| economic geology| possibilities| corporate policy| mineral economics| cost| decision-making| sales| industrial patents| export| cutoff grade| investment| mine reactivation| subsidies| pilot plants| European Union| company diversification| companies| productivity| technology transfer| company integration| recycling| demand| exploitation| loans| markets| borrowing| import value| antitrust legislation| productive capacity| investment legislation| company mergers| World Bank| supply| export value| market stabilization| evaluation| economic agreements| import| negotiations| industrialized countries| profitability| taxes| price| purchases| production value| exchange rate| manpower| commodity exchange| ore grade| prediction maps,http://linkeddata.ge.imati.cnr.it/resource/ThIST/economia,economics,,http://dbpedia.org/resource/Category:Economics
,,trophic analysis| succession| herbivorous taxa| ecology| environment,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecosistema,ecosystems,,http://dbpedia.org/resource/Category:Ecosystems
South America| Latin America,Galapagos Islands| Quito Ecuador,Andes| Amazon River Basin,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ecuador,Ecuador,,http://dbpedia.org/resource/Category:Ecuador
,,foundations| raft foundations| structures,http://linkeddata.ge.imati.cnr.it/resource/ThIST/edificio,buildings,,http://dbpedia.org/resource/Category:Buildings
Europe| Europa Island,Tallinn Estonia,Baltic Shield| Lake Peipsi| USSR| Baltic Glaciation,http://linkeddata.ge.imati.cnr.it/resource/ThIST/eesti,Estonia,,http://dbpedia.org/resource/Category:Estonia
metals| actinides,,trans-uranium elements,http://linkeddata.ge.imati.cnr.it/resource/ThIST/einsteinio,einsteinium,,http://dbpedia.org/resource/Category:Einsteinium
Chordata| Chondrichthyes| Vertebrata| Pisces,Protoselachii| Bradyodonti| Selachii,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/elasmobranchii,Elasmobranchii,,http://dbpedia.org/resource/Category:Elasmobranchii
,americium| U-238| U-238/Th-230| Ra-228| Tc-99| sodium| Mg-26/Mg-24| arsenic| precious metals| antimony| Pb-207/Pb-206| Pb-208| Hf-177/Hf-176| Pb-204| gallium| Sr-90| Na-22| Sr-87| scandium| dysprosium| promethium| lithium| polonium| palladium| Sr/Ca| Co-60| germanium| rhenium| Th-232| titanium| copper| Po-210| vanadium| nobelium| Pb-208/Pb-204| erbium| iridium| Al-26| rhodium| Fe-55| Nd-144/Nd-143| magnesium| yttrium| Cr-51| rubidium| curium| Li-7| einsteinium| rare earths| cobalt| Ru-106| bismuth| gold| ruthenium| europium| tungsten| mercury| Pb-208/Pb-206| Zn-65| neptunium| Be-10| hafnium| mendelevium| lanthanum| Pu-240/Pu-239| barium| molybdenum| samarium| holmium| chromium| californium| Ra-228/Ra-226| zirconium| radium| Be-10/Be-9| Sr-85| Li-6| lutetium| Ra-226| Cr-53/Cr-52| praseodymium| cesium| Pb-206/Pb-204| gadolinium| lawrencium| calcium| Na-24| Pu-240| Os-187/Os-186| Be-7| Pb-210| Fe-59| U-235| U-234| francium| tantalum| platinum group| plutonium| ytterbium| Pb-206| niobium| Mn-53| berkelium| actinides| U-238/U-234| Mn-54| Sr-89| Th-230| Th-232/Th-230| osmium| potassium| fermium| Cs-134| beryllium| Pu-244| Sm-147/Nd-144| U-238/Pb-206| aluminum| Pa-231| zinc| Sr-87/Sr-86| Cs-137| U-234/Th-230| Th-234| Pu-239| lead| U-238/Pb-204| Zr-95| Th-228| alkaline earth metals| K-40| platinum| indium| Pb-207| Sr-86| silver| neodymium| actinium| technetium| iron| Pb-207/Pb-204| Rb-87/Sr-86| nickel| uranium| thorium| Mg-25/Mg-24| Am-241| thallium| protactinium| strontium| cerium| U-238/U-235| Fe-57| manganese| thulium| cadmium| Al-27/Al-26| Pu-238| terbium| alkali metals,chemical elements| chelation| nonmetals| ligands| complexing| Th-230/Ra-226| geochemistry| base metals| pollution| metallurgy| alloys| metal ores| isotopes| native elements| Th-232/Th-228| trace metals| ore minerals,http://linkeddata.ge.imati.cnr.it/resource/ThIST/elementimetallici,metals,,http://dbpedia.org/resource/Category:Metals
,,electrical charge,http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettricita,electricity,,http://dbpedia.org/resource/Category:Electricity
,,electrolysis,http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrodo,electrodes,,http://dbpedia.org/resource/Category:Electrodes
,,chemical analysis| solutions| ions,http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettroforesi,electrophoresis,,http://dbpedia.org/resource/Category:Electrophoresis
,,processes| electrodes| geochemistry| solution| dissociation| polarography,http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrolisi,electrolysis,,http://dbpedia.org/resource/Category:Electrolysis
,,geochemistry| ion exchange| anions| ions,http://linkeddata.ge.imati.cnr.it/resource/ThIST/elettrolita,electrolytes,,http://dbpedia.org/resource/Category:Electrolytes
noble gases,He-4/He-3| He-4| He-3,U/He| isotopes| helium gas| He/He,http://linkeddata.ge.imati.cnr.it/resource/ThIST/elio,helium,,http://dbpedia.org/resource/Category:Helium
Europe| Europa Island| Southern Europe,Chalkidiki Peninsula| Euboea| Corfu| Thessaly Greece| Olympus| Pindus Mountains| Rhodes| Dodecanese| Crete| Zßkinthos| Peloponnesus| Attica Greece| Rhodope Mountains| Parnassus| Hellenides| Greek Ionian Islands| Cyclades| Thera| Epirus Greece| Greek Aegean Islands| Greek Macedonia| Kos,Ionian Sea| Mediterranean region| Near East| Balkan Peninsula| Adriatic Sea| Mediterranean Sea| Gulf of Corinth| Thrace| Ionian Zone| Aegean Sea| Lesbos| Macedonia,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ell%C3%9Fs,Greece,,http://dbpedia.org/resource/Category:Greece
,,unconformities| mudcracks| regression,http://linkeddata.ge.imati.cnr.it/resource/ThIST/emersione,emergence,,http://dbpedia.org/resource/Category:Emergence
,,seismic energy| tidal energy| relaxation energy| kinetics| free energy| geothermal energy| activation energy| fission| solar energy| nuclear energy| new energy sources| energy sources| wind energy| hydroelectric energy,http://linkeddata.ge.imati.cnr.it/resource/ThIST/energia,energy,,http://dbpedia.org/resource/Category:Energy
,,thermodynamic properties| geochemistry| Kirchhoff integral| entropy,http://linkeddata.ge.imati.cnr.it/resource/ThIST/entalpia,enthalpy,,http://dbpedia.org/resource/Category:Enthalpy
,,phase equilibria| thermodynamic properties| enthalpy| sediments,http://linkeddata.ge.imati.cnr.it/resource/ThIST/entropia,entropy,,http://dbpedia.org/resource/Category:Entropy
organic materials| proteins,,activation energy,http://linkeddata.ge.imati.cnr.it/resource/ThIST/enzima,enzymes,,http://dbpedia.org/resource/Category:Enzymes
Tertiary| Cenozoic| Paleogene,Tongrian| upper Eocene| Lattorfian| Biarritzian| middle Eocene| Refugian| Priabonian| Auversian| Ludian| Bartonian| Narizian| Pyrenean Orogeny| Bridgerian| lower Eocene| Sparnacian| Ulatisian| Ypresian| Cuisian| Lutetian,Brianconnais Zone| Scisti e Marne a Fucoidi| upper Paleogene| Flysch ad Elmintoidi| Scaglia Cinerea| Formazione di Pesco Falcone| lower Paleogene| Alberese| Tizzano pinkish marls Formation| Scaglia Toscana| Scaglia Variegata| Calcari di Spilecco| Marne di Priabona| Monte Sporno Flysch| Ranzano Formation| Pietra Piasentina| Monte Piano Marls| Sienite di Biella| Complesso Caotico| Scaglia Appenninica| Formazione dei Galestri,http://linkeddata.ge.imati.cnr.it/resource/ThIST/eocene,Eocene,,http://dbpedia.org/resource/Category:Eocene
,,constitutive equations| Hilbert transformations| statistical analysis| mathematical geology| algorithms| Green function| Kirchhoff integral| mathematical models| formula| equations of state| mathematical methods| functions,http://linkeddata.ge.imati.cnr.it/resource/ThIST/equazione,equations,,http://dbpedia.org/resource/Category:Equations
