sBT,sNT,sRT,s,sPrefLabel,sAltLabels,o
metals| rare earths,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lutezio,lutetium,,http://dbpedia.org/resource/Category:Lutetium
Europe| Europa Island| Western Europe| Luxembourg| Luxembourg Luxembourg,Luxembourg| Luxembourg Luxembourg,Moselle Valley| Moselle River,http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg,Luxembourg,,http://dbpedia.org/resource/Category:Luxembourg
Europe| Europa Island| Western Europe| Luxembourg| Luxembourg Luxembourg,Luxembourg| Luxembourg Luxembourg,Moselle Valley| Moselle River,http://linkeddata.ge.imati.cnr.it/resource/ThIST/luxembourg,Luxembourg Luxembourg,,http://dbpedia.org/resource/Category:Luxembourg
volcanic features,,volcanology| craters| Eifel| volcanism| geomorphology| phreatomagmatism,http://linkeddata.ge.imati.cnr.it/resource/ThIST/maar,maars,,http://dbpedia.org/resource/Category:Maars
Africa,Antananarivo,Indian Ocean| West Indian Ocean| Mozambique Channel,http://linkeddata.ge.imati.cnr.it/resource/ThIST/madagascar,Madagascar,,http://dbpedia.org/resource/Category:Madagascar
,Funchal Portugal,West Africa| Portugal| Atlantic Ocean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/madeira,Madeira,,http://dbpedia.org/resource/Category:Madeira
Africa| North Africa,,Algeria| Algeri Algeria| Libya| Morocco| Egypt| Tunis Tunisia| Tunisia,http://linkeddata.ge.imati.cnr.it/resource/ThIST/maghreb,Maghreb,,http://dbpedia.org/resource/Category:Maghreb
metals| alkaline earth metals,Mg-26/Mg-24| Mg-25/Mg-24,magnesium ores| magnesium ion,http://linkeddata.ge.imati.cnr.it/resource/ThIST/magnesio,magnesium,,http://dbpedia.org/resource/Category:Magnesium
,,reversals| geomagnetism| archaeomagnetism| paleomagnetism| magnetostratigraphy| magnetic field,http://linkeddata.ge.imati.cnr.it/resource/ThIST/magnetismo,magnetism,,http://dbpedia.org/resource/Category:Magnetism
,,core| magnetic field,http://linkeddata.ge.imati.cnr.it/resource/ThIST/magnetoidrodinamica,magnetohydrodynamics,,http://dbpedia.org/resource/Category:Magnetohydrodynamics
,,magnetic observation| SQUID| magnetic methods| isogons| instruments| torsion balance| magnetic surveys| magnetic field| aeromagnetic survey,http://linkeddata.ge.imati.cnr.it/resource/ThIST/magnetometro,magnetometers,,http://dbpedia.org/resource/Category:Magnetometers
Europe| Europa Island| Central Europe,Southeastern Transdanubia| Budapest Hungary| Transdanubia| Veszprem Hungary| Southern Transdanubia| Northwestern Transdanubia| Lake Balaton,Carpathians| Danube River Basin| Pannonia| Danube River| Pannonian Basin| Danube Valley,http://linkeddata.ge.imati.cnr.it/resource/ThIST/magyarorszag,Hungary,,http://dbpedia.org/resource/Category:Hungary
Europe| Europa Island| Southern Europe,Chalkidiki Peninsula| Skopje| Greek Macedonia,Serbia and Montenegro| Yugoslavia| Greece,http://linkeddata.ge.imati.cnr.it/resource/ThIST/makedonjia,Macedonia,,http://dbpedia.org/resource/Category:Macedonia
Africa| East Africa,Lilongwe,East African Rift| Nyasa Lake,http://linkeddata.ge.imati.cnr.it/resource/ThIST/malawi,Malawi,,http://dbpedia.org/resource/Category:Malawi
Far East| Malaysian Peninsula| Asia,Kuala Lumpur,Borneo| Indochina,http://linkeddata.ge.imati.cnr.it/resource/ThIST/malaysia,Malaysia,,http://dbpedia.org/resource/Category:Malaysia
Africa| West Africa,Tombouctou Mali| Cliff of Bandiagara| Bamako Mali,Niger River Basin| Niger River| Sahel| Senegal Basin| Senegal River| Niger Valley,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mali,Mali,,http://dbpedia.org/resource/Category:Mali
Southern Europe,Valletta,Mediterranean region| Mediterranean Sea,http://linkeddata.ge.imati.cnr.it/resource/ThIST/malta,Malta,,http://dbpedia.org/resource/Category:Malta
Nicaragua,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/managua,Managua,,http://dbpedia.org/resource/Category:Managua
metals,Mn-53| Mn-54,lithophile elements| heavy metals| manganese ores| manganese minerals| manganese oxides| ferromanganese composition| manganese composition,http://linkeddata.ge.imati.cnr.it/resource/ThIST/manganese,manganese,,http://dbpedia.org/resource/Category:Manganese
Philippines,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/manila,Manila,,http://dbpedia.org/resource/Category:Manila
,,reservoirs| siltation,http://linkeddata.ge.imati.cnr.it/resource/ThIST/manutenzione,maintenance,,http://dbpedia.org/resource/Category:Maintenance
,,tidewater glaciers,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mare,seas,,http://dbpedia.org/resource/Category:Seas
,,ocean circulation| tidal currents| littoral erosion| estuaries| tidal flats| coastlines| tidal waves| Earth tides| surges| sea water,http://linkeddata.ge.imati.cnr.it/resource/ThIST/marea,tides,,http://dbpedia.org/resource/Category:Tides
terrestrial planets| planets,Lunae Planum,satellites| Phobos Satellite| polar regions| polar caps| landing sites| solar system| planetology| Deimos Satellite| Noachian| Moon| marsquakes,http://linkeddata.ge.imati.cnr.it/resource/ThIST/marte,Mars,,http://dbpedia.org/resource/Category:Mars
Caribbean region| Lesser Antilles| France| Central America| Antilles| West Indies,Martinique| Mount Pelee,Caribbean Sea,http://linkeddata.ge.imati.cnr.it/resource/ThIST/martinique,Martinique,,http://dbpedia.org/resource/Category:Martinique
,,mass spectra| specific surface| mass spectroscopy| Earth| mass balance,http://linkeddata.ge.imati.cnr.it/resource/ThIST/massa,mass,,http://dbpedia.org/resource/Category:Mass
,pavements| filling materials| incompetent materials| binders| homogeneous materials| cohesive materials,properties| coarse-grained materials| fines| elastoviscoplastic materials| engineering geology| geomembranes| viscoelastic materials| geotextiles| toxic materials| heterogeneous materials| competent materials| anisotropic materials| granular materials| suspended materials| overconsolidated materials| cohesionless materials| raw materials| inorganic materials| viscous materials| organic materials| applied geology| linear materials| saturated materials| ornamental materials| asphalt| discontinuous materials| viscoplastic materials| plastic materials| continuous materials| brittle materials| porous materials| expansive materials| insulation materials| cohesion| polycrystalline materials| glass materials| natural materials| absorbent materials| refractory materials| terrigenous materials| education| ceramic materials| isotropic materials| unconsolidated materials| cement materials| consistent materials| colloidal materials| rock mechanics| Carrara Marble| fossiliferous materials| diagenesis| interlaboratory comparison| relict materials| backfill| construction materials| banded materials| non-linear materials| standard materials| particulate materials| soil mechanics| reinforced materials| elastic materials| dissolved materials| parent materials| anelastic materials| elastoplastic materials| synthetic materials| fractured materials| amorphous materials| conductive materials| weathered materials| layered materials,http://linkeddata.ge.imati.cnr.it/resource/ThIST/materiale,materials,,http://dbpedia.org/resource/Category:Materials
railroads| materials,,applied geology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/materialepermassicciata,pavements,,http://dbpedia.org/resource/Category:Pavements
,Port Louis Mauritius,Indian Ocean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mauritius,Mauritius,,http://dbpedia.org/resource/Category:Mauritius
Africa| East Africa| France,Dzaoudzi Mayotte,Indian Ocean| Comoros| Mozambique Channel,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mayotte,Mayotte,,http://dbpedia.org/resource/Category:Mayotte
,,faults| stick-slip| land subsidence| flexural-slip| plate tectonics| shear| rock mechanics| folds| decollement| soil mechanics,http://linkeddata.ge.imati.cnr.it/resource/ThIST/meccanica,mechanics,,http://dbpedia.org/resource/Category:Mechanics
Europe| Europa Island| Central Europe| Germany,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/meclemburgo,Mecklenburg,,http://dbpedia.org/resource/Category:Mecklenburg
Oceania,Fiji| New Caledonia| Vanuatu| Bismarck Archipelago,islands| Pacific Ocean,http://linkeddata.ge.imati.cnr.it/resource/ThIST/melanesia,Melanesia,,http://dbpedia.org/resource/Category:Melanesia
metals| actinides,,trans-uranium elements,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mendelevio,mendelevium,,http://dbpedia.org/resource/Category:Mendelevium
,,economics| demand| supply| market stabilization,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mercato,markets,,http://dbpedia.org/resource/Category:Markets
metals,,cinnabar| amalgam| mercury ores| native elements,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mercurio,mercury,,http://dbpedia.org/resource/Category:Mercury
Holocene| Stone Age| Cenozoic| Quaternary,,archaeology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mesolitico,Mesolithic,,http://dbpedia.org/resource/Category:Mesolithic
Middle East| Asia,,Eufrate River Valley| Eufrate River| Tigris River| Syria| Iraq,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mesopotamia,Mesopotamia,,http://dbpedia.org/resource/Category:Mesopotamia
Phanerozoic,Rauracian| upper Cenomanian| Nevadan Orogeny| Bagh Beds| Triassic| Tithonian| Kimmeridgian| Argovian| Bajocian| Portlandian| Gargasian| Gulfian| Lower Maastrichtian| Upper Triassic| Cenomanian| Vraconian| Volgian| Albian| Hauterivian| Anisian| upper Mesozoic| Neocomian| upper Maestrichtian| Lower Anisian| middle Mesozoic| Middle Triassic| Bathonian| Coniacian| Domerian| Middle Jurassic| lower Turonian| Lower Cretaceous| Callovian| Rhaetian| Upper Jurassic| Santonian| lower Liassic| Wealden| Aptian| Lotharingian| Jurassic| Nubian Sandstone| Maestrichtian| Barremian| Upper Anisian| Lower Cenomanian| Muschelkalk| upper Liassic| Keuper| Purbeckian| Sequanian| Dogger| Scythian| Cimmerian Orogeny| Comanchean| Sinemurian| Berriasian| Hettangian| Carixian| Norian| Turonian| Campanian| Lower Jurassic| Oxfordian| Middle Cretaceous| Lower Triassic| Urgonian| Pliensbachian| Toarcian| Lusitanian| Cretaceous| lower Mesozoic| Aalenian| Upper Cretaceous| Upper Cenomanian| Carnian| Malm| upper Campanian| middle Liassic| Ladinian| Cordevolian| Valanginian| Werfenian| Liassic| Senonian| Gault,Rosso Ammonitico Veneto| Formazione di Werfen| Calcari ad Entrochi| Dolomia della Mendola| Maiolica| Formazione dei Calcari Palombini| K-T boundary| Formazione dei Diaspri| Alpine Orogeny| Brianconnais Zone| Himalayan Orogeny| Scisti e Marne a Fucoidi| Calcare del Predil| Calcare Massiccio| Scisti Policromi| Dolomia del Wetterstein| Calcescisti con Pietre Verdi| Lattimusa| Scaglia Bianca| Brecce di Ugovizza| Portoro| Scaglia Cinerea| Broccatello| Formazione di Wengen| Calcare di Medolo| Calcare di Esino| Voltri Group| Scaglia Toscana| Brecce di Seravezza| Formazione della Verruca| Tacchi| Serpentine della Val Malenco| Ofioliti del Monte Beigua| Calcare Cavernoso| Dolomia Principale| Grezzoni| Tufi a Pachycardie| Selcifero Lombardo| Scaglia| Calcari di Monte Caio| Burano| Calcare del Latemar| Formazione di San Cassiano| Scaglia Rossa| Calcare di Perledo-Varenna| Marne a Voltzia| Flysch di Monte Cassio| Pietraforte| Calcare di Dachstein| Calcare Selcifero Lombardo| Calcare Metallifero Bergamasco| Conglomerato di Richtofen| Calcare di Monte Spitz| Formazione Muschelkalk| Calcari a Calpionelle| Complesso Caotico| Ionian Zone| Scisti e Marne a Posidonomya| Scaglia Appenninica| Verrucano Appenninico| Buntsandstein| Formazione dei Galestri| Rosso Ammonitico Lombardo| Rosso Ammonitico Veronese| Terre Nere| Rosso Ammonitico Marchigiano| Argille a Palombini| Calcare di Rio Conzen| Biancone| Servino| Calcare di Moltrasio| Dolomia a Conchodon| Calcari e Marne a Posidonia,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mesozoico,Mesozoic,,http://dbpedia.org/resource/Category:Mesozoic
,,diet| nutrition,http://linkeddata.ge.imati.cnr.it/resource/ThIST/metabolismo,metabolism,,http://dbpedia.org/resource/Category:Metabolism
,ferroalloys,steel| metals| hydrometallurgy| alloys| metal ores| annealing,http://linkeddata.ge.imati.cnr.it/resource/ThIST/metallurgia,metallurgy,,http://dbpedia.org/resource/Category:Metallurgy
aliphatic hydrocarbons| organic materials| alkanes| hydrocarbons,,pit gas| natural gas| coalbed methane,http://linkeddata.ge.imati.cnr.it/resource/ThIST/metano,methane,,http://dbpedia.org/resource/Category:Methane
,diogenite| chondrites| Canyon Diablo Meteorites| nakhlite| ureilite| iron meteorites| micrometeorites| L chondrites| howardite| aubrite| stony irons| siderophyres| carbonaceous chondrites| enstatite chondrites| SNC Meteorites| angrite| shergottite| stony meteorites| lodranite| mesosiderite| eucrite| octahedrite| chassignite| hexahedrite| ordinary chondrites| achondrites| H chondrites| LL chondrites| HL chondrites| pallasite,schreibersite| meteor craters| interplanetary dust| suevite| petrology| cratering| impact features| moissanite| taenite| ureyite| extraterrestrial geology| sintering| geochemistry| shatter cones| troilite| asteroids| impactite| meteorite flux| kamacite| australite| extraterrestrial origin| calcium-aluminum inclusions| solar system| planetology| relict materials| chondrules| isotopes| impacts| meteoroids| parent bodies| comets| Moon| meteors| maskelynite| impact structures| tektites,http://linkeddata.ge.imati.cnr.it/resource/ThIST/meteorite,meteorites,,http://dbpedia.org/resource/Category:Meteorites
,,asteroids| interplanetary space| meteorites| planets| parent bodies| meteors| cosmic dust,http://linkeddata.ge.imati.cnr.it/resource/ThIST/meteoroide,meteoroids,,http://dbpedia.org/resource/Category:Meteoroids
,,climate| cyclones| atmospheric precipitation| rain storm| hurricanes| global| humidity| pluviometry| hail| electromagnetic waves| hydrology| boundary interactions| climate-induced circulation| lightning| droplets| geophysics| winds| waves| convection| raindrops| isobars| rain gage| turbulence| hydrologic cycle| diffusion| circulation| meteorological observatory| observatories| storms| turbidity| clouds| atmosphere| water| air-sea interface| lidar method| aerosols| troposphere| Foehn,http://linkeddata.ge.imati.cnr.it/resource/ThIST/meteorologia,meteorology,,http://dbpedia.org/resource/Category:Meteorology
Central America| Chiapas,Sierra Madre| Mexico City| Baja California| Popocatepetl| Yucatan Peninsula| Tehuantepec Isthemus,Gulf of Mexico| Peten| North America| Rio Usumacinta,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mexico,Mexico,,http://dbpedia.org/resource/Category:Mexico
,,subways| pipelines| sediment transport,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mezzoditrasporto,transportation,,http://dbpedia.org/resource/Category:Transportation
computers,,minicomputers| data processing| workstations| computer networks| hand calculators,http://linkeddata.ge.imati.cnr.it/resource/ThIST/microcalcolatore,microcomputers,,http://dbpedia.org/resource/Category:Microcomputers
Oceania,Palikir Micronesia,Pacific Ocean| Kiribati,http://linkeddata.ge.imati.cnr.it/resource/ThIST/micronesia,Micronesia,,http://dbpedia.org/resource/Category:Micronesia
,,pollen| fungi| soils| geomicrobiology| algae| Protista| faunal studies| biota| microfossils| bacteria| floral studies,http://linkeddata.ge.imati.cnr.it/resource/ThIST/microorganismo,microorganisms,,http://dbpedia.org/resource/Category:Microorganisms
Tetrapoda| Chordata| Theria| Rodentia| Mammalia| Vertebrata| Eutheria| Myomorpha| Cricetidae,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/microtus,Allophaiomys,,http://dbpedia.org/resource/Category:Microtus
Tetrapoda| Chordata| Theria| Rodentia| Mammalia| Vertebrata| Eutheria| Myomorpha| Cricetidae,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/microtus,Microtus,,http://dbpedia.org/resource/Category:Microtus
Upper Permian| Zechstein| Permian| Paleozoic,,Saxonian,http://linkeddata.ge.imati.cnr.it/resource/ThIST/midiano,Midian,,http://dbpedia.org/resource/Category:Midian
oxides| selenides| tungstates| tellurides| silicates| vanadates| tellurates| selenites| organic minerals| sulfides| molybdates| nitrates| sulfosalts| selenates| sulfates,iodates| borates| arsenates| arsenites| miscellaneous minerals| detrital minerals| antimonides| bismuthides| halides| antimonates| native elements| phosphates| carbonates| arsenides,minerogenesis| habit| crystal lattice| accessory minerals| mineral exploration| hardness| coexisting minerals| overgrowths| crystal field| color centers| water of dehydration| single-crystal method| crystal chemistry| grain boundaries| phenocrysts| synthesis| new minerals| manganese minerals| hydrates| tellurites| localization| light minerals| mixed-layer minerals| mineral cleavage| encrustations| crystallography| reaction rims| crystal growth| metamictization| pseudomorphism| crystals| opaque minerals| mineral data| magnetic minerals| alloys| transformations| varieties| spectra| crystal systems| typomorphism| collecting| metamict minerals| lamellae| interlaboratory comparison| platinum minerals| mineral resources| mineral group| inclusions| optical properties| standard materials| collections| water of crystallization| mineralogy| oxalates| crystal zoning| nonmagnetic minerals| fluid inclusions| mineral inventory| crystal dislocations| heavy minerals| authigenic minerals| polymorphism| synthetic materials| defects| gems| formula| cell dimensions| secondary minerals| mineral phase| polytypism| surface defects| paragenesis| ore minerals| microhardness| clay mineralogy| wehrlite| elongate minerals| authigenesis| crystal structure| industrial minerals,http://linkeddata.ge.imati.cnr.it/resource/ThIST/minerale,minerals,,http://dbpedia.org/resource/Category:Minerals
,francoanellite,minerals| fuchsite,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mineraliidrati,hydrates,,http://dbpedia.org/resource/Category:Hydrates
,,phase equilibria| petrology| bibliography| crystal chemistry| type localities| minerals| atomic packing| microscope methods| goniometry| lexicons| crystallography| reaction rims| crystal growth| binary system| mineral data| collecting| reflectance| optical mineralogy| optical properties| collections| catalogs| crystal zoning| mineral inventory| ore microscopy| Miller indices| decrepitation| clay mineralogy| crystal structure,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mineralogia,mineralogy,,http://dbpedia.org/resource/Category:Mineralogy
computers,,data processing| workstations| microcomputers| computer networks| hand calculators,http://linkeddata.ge.imati.cnr.it/resource/ThIST/minicalcolatore,minicomputers,,http://dbpedia.org/resource/Category:Minicomputers
,coal mines| abandoned mines| small mines,surface mining| quarries| strip mining| land subsidence| mining| cut-and-fill mining| underground mining| economic geology| mining licences| longwall mining| mine reactivation| acid mine drainage| solution mining| seams| gold field| mine drainage| land use| underground installations| roof control| mining geology| open-pit mining,http://linkeddata.ge.imati.cnr.it/resource/ThIST/miniera,mines,,http://dbpedia.org/resource/Category:Mines
United States of America,,Algoman Orogeny,http://linkeddata.ge.imati.cnr.it/resource/ThIST/minnesota,Minnesota,,http://dbpedia.org/resource/Category:Minnesota
Tertiary| Cenozoic| Neogene,Awamoan| Turolian| lower Miocene| Barstovian| Altonian| Eggenburgian| Helvetian| Saucesian| Sarmatian| middle Miocene| Vindobonian| Tortonian| Badenian| Meotian| Pannonian| Pontian| Andalusian| Vallesian| Messinian| Serravallian| Burdigalian| Ottnangian| Ruscinian| Langhian| upper Miocene| Aquitanian| Hemingfordian,Arenarie di Bismantova| Visone Formation| Granodiorite del Monte Capanne| Monte Cervarola Sandstones| Serraspinosa Marls and Sandstones| Monte Turrino Sandstones| Pantano Formation| Cigarello Formation| Formazione a Colombacci| Calcare di Rosignano| Argille Varicolori| Torrice Sandstones| Formazione Marnoso-arenacea| Antognola Formation| Galatone Formation| Marne a Pteropodi| Bisciaro| Castelvetere Formation| Macigno| Formazione Gessoso Solfifera| Pietra Leccese,http://linkeddata.ge.imati.cnr.it/resource/ThIST/miocene,Miocene,,http://dbpedia.org/resource/Category:Miocene
Africa| North Africa,Gulf of Suez| Red Sea| Nile Delta| Suez Canal| Blue Nile| Nile Valley| Abu Durba Egypt| Middle Nile Valley,Libyan Desert| Middle East| Mediterranean region| Nubia| Maghreb| Nubian Sandstone| Near East| Red Sea Basin| Nile River| Sahara| Nile Valley| Sinai,http://linkeddata.ge.imati.cnr.it/resource/ThIST/misr,Egypt,,http://dbpedia.org/resource/Category:Egypt
,,measurement-while-drilling| theodolite| hydrometers| geodesy| heat flow| conductivity| telemetry| thermal conductivity| geothermal gradient,http://linkeddata.ge.imati.cnr.it/resource/ThIST/misurazione,measurement,,http://dbpedia.org/resource/Category:Measurement
Africa| East Africa,Maputo Mozambique,Nyasa Lake| Zambezi river,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mocambique,Mozambique,,http://dbpedia.org/resource/Category:Mozambique
,multi-layer models,data processing| physical models| theoretical models| one-dimensional models| infinite models| four-dimensional models| digital simulation| simulation| spherical models| semi-infinite models| mathematical models| two-phase models| three-dimensional models| two-dimensional models| numerical models| scale models| digital terrain models| representative basins| two-layer models| analog simulation,http://linkeddata.ge.imati.cnr.it/resource/ThIST/modello,models,,http://dbpedia.org/resource/Category:Models
Commonwealth of Independent States| Eastern Europe,Chisinau Moldova,Moldavian Platform| Moldava Valley| Black Sea region| USSR| Russian Platform| Dniester-Prut Interfluve,http://linkeddata.ge.imati.cnr.it/resource/ThIST/moldova,Moldova,,http://dbpedia.org/resource/Category:Moldova
,ferrimolybdite| minerals| wulfenite,tungstates,http://linkeddata.ge.imati.cnr.it/resource/ThIST/molibdati,molybdates,,http://dbpedia.org/resource/Category:Molybdates
metals,,porphyry molybdenum| molybdenum ores| molybdenite,http://linkeddata.ge.imati.cnr.it/resource/ThIST/molibdeno,molybdenum,,http://dbpedia.org/resource/Category:Molybdenum
Europe| Europa Island| Western Europe,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/monaco,Monaco,,http://dbpedia.org/resource/Category:Monaco
Northern Italy| Asti Italy,,Tertiary Piedmont Basin| Alessandria Italy| Acqui Italy,http://linkeddata.ge.imati.cnr.it/resource/ThIST/monferrato,Monferrato,,http://dbpedia.org/resource/Category:Monferrato
Asia,Ulan Bator Mongolia,Gobi Desert,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mongoluls,Mongolia,,http://dbpedia.org/resource/Category:Mongolia
,,publications| theses| directory| bibliography| lexicons| guidebook| manuals| textbooks| dictionaries| catalogs| book reviews| glossaries,http://linkeddata.ge.imati.cnr.it/resource/ThIST/monografia,monographs,,http://dbpedia.org/resource/Category:Monographs
United States of America,,Beltian Orogeny,http://linkeddata.ge.imati.cnr.it/resource/ThIST/montana,Montana,,http://dbpedia.org/resource/Category:Montana
Poland| Czechoslovakia| Europe| Europa Island| USSR| Central Europe| Bulgaria| Slovakia| Romania,Tatra Mountains,Poland| Carpathian Foredeep| Ukraine| Yugoslavia| Transylvanian Alps| Czech Republic| Hungary| Carpathian Foreland| Romania,http://linkeddata.ge.imati.cnr.it/resource/ThIST/monticarpazi,Carpathians,,http://dbpedia.org/resource/Category:Carpathians
Caribbean region| Lesser Antilles| United Kingdom| Central America| Antilles| West Indies,Plymounth Montserrat,Caribbean Sea,http://linkeddata.ge.imati.cnr.it/resource/ThIST/montserrat,Montserrat,,http://dbpedia.org/resource/Category:Montserrat
Czechoslovakia| Europe| Europa Island| Central Europe| Czech Republic,,Morava River valley| Sudeten| Oder Valley| Sudetic Basin| Pannonian Basin| Silesia,http://linkeddata.ge.imati.cnr.it/resource/ThIST/moravia,Moravia,,http://dbpedia.org/resource/Category:Moravia
,ground moraines| lateral moraines| push moraine,boulder trains| periglacial features| glacial features| glacial tongue| kames| glaciers| drift| till| ablation| glaciofluvial features| ice-marginal features| glacial geology| outwash plains| moraine complex,http://linkeddata.ge.imati.cnr.it/resource/ThIST/morena,moraines,,http://dbpedia.org/resource/Category:Moraines
Russia,,USSR,http://linkeddata.ge.imati.cnr.it/resource/ThIST/moskva,Moscow,,http://dbpedia.org/resource/Category:Moscow
,,rotation| Chandler wobble| nutation| acceleration| obliquity of the ecliptic| Earth| eccentricity| Moon| oscillations| Milankovitch theory,http://linkeddata.ge.imati.cnr.it/resource/ThIST/moto,motions,,http://dbpedia.org/resource/Category:Motions
Far East| Asia,Phuket| Bangkok Thailand,Mekongk River Basin| Malaysian Peninsula| Mekogk River| Indochina,http://linkeddata.ge.imati.cnr.it/resource/ThIST/muangthai,Thailand,,http://dbpedia.org/resource/Category:Thailand
Africa| West Africa,Nouakchott,Sahel| Senegal Basin| Senegal River| Sahara,http://linkeddata.ge.imati.cnr.it/resource/ThIST/muritaniyah,Mauritania,,http://dbpedia.org/resource/Category:Mauritania
,,morphology| extremities| jaws| physiology| skeletons| anatomy,http://linkeddata.ge.imati.cnr.it/resource/ThIST/muscolo,muscles,,http://dbpedia.org/resource/Category:Muscles
,,inventory| education| survey organizations| academic institutions| geology| associations| collections| catalogs| exhibits| organization,http://linkeddata.ge.imati.cnr.it/resource/ThIST/museo,museums,,http://dbpedia.org/resource/Category:Museums
Tetrapoda| Chordata| Theria| Carnivora| Fissipeda| Mammalia| Vertebrata| Eutheria,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mustelidae,Mustelidae,,http://dbpedia.org/resource/Category:Mustelidae
Africa| Southern Africa,Windhoek Namibia,Kalahari desert,http://linkeddata.ge.imati.cnr.it/resource/ThIST/namibia,Namibia,,http://dbpedia.org/resource/Category:Namibia
government agencies,,space programs,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nasa,NASA,,http://dbpedia.org/resource/Category:NASA
Oceania,,South Pacific,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nauru,Nauru,,http://dbpedia.org/resource/Category:Nauru
Europe| Europa Island| Western Europe,Amsterdam Netherlands,Rhine Valley| Rhine Basin| Limburg| European Platform| Rhine River,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nederland,Netherlands,,http://dbpedia.org/resource/Category:Netherlands
worms| Invertebrata,,,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nematomorpha,Nematomorpha,,http://dbpedia.org/resource/Category:Nematomorpha
metals| rare earths,Nd-144/Nd-143| Sm-147/Nd-144,isotopes| Sm/Nd,http://linkeddata.ge.imati.cnr.it/resource/ThIST/neodimio,neodymium,,http://dbpedia.org/resource/Category:Neodymium
Tertiary| Cenozoic,Awamoan| Turolian| Gelasiano| lower Miocene| Barstovian| Altonian| Eggenburgian| upper Pliocene| lower Pliocene| Helvetian| Romanian| Gilbert Epoch| Saucesian| Sarmatian| middle Miocene| Gauss Epoch| Cimmerian| Levantinian| Plaisancian| Vindobonian| Tortonian| Hemphillian| Astian| Badenian| Meotian| Pannonian| Pontian| Akchagylian| Andalusian| Vallesian| Messinian| Pliocene| Redonian| Zanclean| Serravallian| Burdigalian| Ottnangian| middle Pliocene| Ruscinian| Tabianian| Langhian| Dacian| Miocene| upper Miocene| Aquitanian| Hemingfordian,Arenarie di Bismantova| Granodiorite del Monte Capanne| Trubi| Monte Cervarola Sandstones| Monte Turrino Sandstones| Calcareniti del Salento| Matuyama Epoch| Cigarello Formation| Formazione a Colombacci| Calcare di Rosignano| Argille Varicolori| Formazione Marnoso-arenacea| Macco| Granito dell'Isola del Giglio| Marne a Pteropodi| Bisciaro| Macigno| Formazione Gessoso Solfifera| Granito di Montecristo| Panchina| Pietra Leccese,http://linkeddata.ge.imati.cnr.it/resource/ThIST/neogene,Neogene,,http://dbpedia.org/resource/Category:Neogene
Holocene| Stone Age| Cenozoic| Quaternary,,archaeology,http://linkeddata.ge.imati.cnr.it/resource/ThIST/neolitico,Neolithic,,http://dbpedia.org/resource/Category:Neolithic
noble gases,Ne-20| Ne-22/Ne-21| Ne-21| Ne-22/Ne-20| Ne-22,isotopes,http://linkeddata.ge.imati.cnr.it/resource/ThIST/neon,neon,,http://dbpedia.org/resource/Category:Neon
Indian Peninsula| Asia,Kathmandu Nepal,Himalayas| Mount Everest,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nepal,Nepal,,http://dbpedia.org/resource/Category:Nepal
silicates| orthosilicates,willemite| mullite| humite| andalusite| pyrope| sillimanite| hydrogarnet| andradite| olivine| euclase| hessonite| eulytite| tephroite| chloritoid| topaz| garnet group| braunite| spurrite| coffinite| spessartine| malayaite| almandine| staurolite| hafnon| merwinite| titanite| norbergite| olivine group| zircon| eucryptite| grandidierite| sapphirine| lavenite| phenakite| thorite| dumortierite| kasolite| uranophane| clinohumite| forsterite| monticellite| hydrogrossular| sonolite| datolite| uvarovite| melanite| larnite| garnet| boltwoodite| kyanite| fayalite| chondrodite| gadolinite| peridot| kornerupine,grossular,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nesosilicati,nesosilicates,,http://dbpedia.org/resource/Category:Nesosilicates
