oBT,oNT,oRT,o,oPrefLabel,oAltLabels
Mouth,,,http://aims.fao.org/aos/agrovoc/c_7650,Teeth,
Semimetals,,,http://aims.fao.org/aos/agrovoc/c_7653,Tellurium,Te (symbol)
Thermal properties| Thermal properties| Thermal properties| Thermal properties| Thermal properties| Thermal properties| Thermal properties| Thermal properties| Thermal properties| measure| measure| measure| measure| measure| measure| measure| measure| measure,Water temperature| Root temperature| Air temperature| body temperature| Soil temperature| Heat| Atmospheric temperature| Environmental temperature| Cold| Water temperature| Root temperature| Air temperature| body temperature| Soil temperature| Heat| Atmospheric temperature| Environmental temperature| Cold,,http://aims.fao.org/aos/agrovoc/c_7657,Temperature,
Air masses,,,http://aims.fao.org/aos/agrovoc/c_7658,Temperature inversion,thermal inversion
Appalachian States (USA),,,http://aims.fao.org/aos/agrovoc/c_7667,Tennessee,
methodology| methodology| methodology| methodology| methodology| methodology| methodology| methodology| evaluation| evaluation| evaluation| evaluation| evaluation| evaluation| evaluation| evaluation,Performance testing| Nondestructive testing| Progeny testing| Equipment testing| Seed testing| Variety screening| screening| Soil analysis| Performance testing| Nondestructive testing| Progeny testing| Equipment testing| Seed testing| Variety screening| screening| Soil analysis,,http://aims.fao.org/aos/agrovoc/c_7683,testing,
Southern Plains States (USA)| Southern Plains States (USA),,,http://aims.fao.org/aos/agrovoc/c_7694,Texas,
Metallic elements,,,http://aims.fao.org/aos/agrovoc/c_7702,Thallium,Tl (symbol)
plants| plants,,,http://aims.fao.org/aos/agrovoc/c_7703,Thallophyta,Thallophytes| Myxothallophyta
processing,,Melting,http://aims.fao.org/aos/agrovoc/c_7706,Thawing,Defrosting
Analytical methods| Analytical methods,Differential thermal analysis| Thermogravimetric analysis,,http://aims.fao.org/aos/agrovoc/c_7717,Thermal analysis,
Dimensions,,,http://aims.fao.org/aos/agrovoc/c_7726,Thickness,
China| China,,,http://aims.fao.org/aos/agrovoc/c_7762,Tibet,Xizang| Hsi Tsang
water circulation,,,http://aims.fao.org/aos/agrovoc/c_7764,Tides,
Argentina,,,http://aims.fao.org/aos/agrovoc/c_7765,Tierra del Fuego,
Tiliaceae,Tilia cordata,,http://aims.fao.org/aos/agrovoc/c_7769,Tilia,linden (tree)
Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation| Cultivation,Deep tillage| Subsoiling| Bunding| Soil scarification| field preparation| Stone clearing| Secondary tillage| Disking| Puddling| Conservation tillage| Ripping (tillage)| Ploughing| Harrowing| Soil breaking| Surface cultivation| Planking| Conventional tillage| Primary tillage| Deep tillage| Subsoiling| Bunding| Soil scarification| field preparation| Stone clearing| Secondary tillage| Disking| Puddling| Conservation tillage| Ripping (tillage)| Ploughing| Harrowing| Soil breaking| Surface cultivation| Planking| Conventional tillage| Primary tillage,,http://aims.fao.org/aos/agrovoc/c_7771,Tillage,Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Tilling| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation| Soil cultivation
Caribbean,,,http://aims.fao.org/aos/agrovoc/c_778,Bahamas,Commonwealth of the Bahamas
Indonesia,,,http://aims.fao.org/aos/agrovoc/c_7780,Timor,
Metallic elements,,,http://aims.fao.org/aos/agrovoc/c_7782,Tin,Sn (symbol)
Stimulants,Smoking tobacco,,http://aims.fao.org/aos/agrovoc/c_7796,Tobacco,
Gulf states,,,http://aims.fao.org/aos/agrovoc/c_780,Bahrain,State of Bahrain
West Africa,,,http://aims.fao.org/aos/agrovoc/c_7801,Togo,Togolese Republic
Oceania,,,http://aims.fao.org/aos/agrovoc/c_7802,Tokelau,Tokelau Islands
Aromatic hydrocarbons,,,http://aims.fao.org/aos/agrovoc/c_7803,Toluene,
Oceania| Oceania,,,http://aims.fao.org/aos/agrovoc/c_7808,Tonga,Kingdom of Tonga| Friendly Islands
Geomorphology,Altitude,,http://aims.fao.org/aos/agrovoc/c_7815,Topography,
recreation| recreation| Service industry| Service industry,agrotourism| ecotourism| agrotourism| ecotourism,,http://aims.fao.org/aos/agrovoc/c_7822,tourism,
properties| properties| properties| properties| properties| properties| properties| properties| properties| properties| properties| properties| properties| properties| properties| properties| properties,Ingestion toxicity| Cytotoxicity| Mutagenicity| Teratogenicity| Acute toxicity| Contact toxicity| Soil toxicity| Pesticide toxicity| Phytotoxicity| Chronic toxicity| Phototoxicity| Neurotoxicity| Oncogenicity| Fumigant toxicity| Genotoxicity| Drug toxicity| Ecotoxicity,,http://aims.fao.org/aos/agrovoc/c_7826,toxicity,
vehicle systems| vehicle systems,,,http://aims.fao.org/aos/agrovoc/c_7845,Tracks,
economics| economics| economics| economics| economics| economics| economics| economics| economics,Private trade| purchasing| Foreign trade| forest products trade| Domestic trade| Barter| electronic commerce| International trade| Agricultural trade,trade statistics| trade statistics| trade statistics| trade statistics| trade statistics| trade statistics| trade statistics| trade statistics| trade statistics,http://aims.fao.org/aos/agrovoc/c_7848,Trade,Commerce| Commerce| Commerce| Commerce| Commerce| Commerce| Commerce| Commerce| Commerce
activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities| activities,air transport| rail transport| transport of animals| waterway transport| refrigerated transport| container transport| traffic| road transport| air transport| rail transport| transport of animals| waterway transport| refrigerated transport| container transport| traffic| road transport,,http://aims.fao.org/aos/agrovoc/c_7874,transport,transportation| transportation| transportation| transportation| transportation| transportation| transportation| transportation| shipment| shipment| shipment| shipment| shipment| shipment| shipment| shipment
Balaenopteridae| Balaenopteridae| Balaenopteridae| Balaenopteridae| Balaenopteridae,Balaenoptera acutorostrata| Balaenoptera edeni| Balaenoptera physalus| Balaenoptera borealis| Balaenoptera musculus,,http://aims.fao.org/aos/agrovoc/c_788,Balaenoptera,
woody plants| woody plants| woody plants| woody plants| woody plants| woody plants| woody plants| woody plants| woody plants,forest trees| Fruit trees| Street trees| seed trees| Broadleaved trees| timber trees| Windbreak trees| Nitrogen fixing trees| multipurpose trees,Shrubs| Shrubs| Shrubs| Shrubs| Shrubs| Shrubs| Shrubs| Shrubs| Shrubs,http://aims.fao.org/aos/agrovoc/c_7887,trees,
Italy,,,http://aims.fao.org/aos/agrovoc/c_7890,Trentino Alto Adige,
Nusa Tenggara,,,http://aims.fao.org/aos/agrovoc/c_794,Bali,
Feed dispensers,,Drinkers,http://aims.fao.org/aos/agrovoc/c_7982,Troughs,
Southern Europe| Southern Europe| Southern Europe| Southern Europe| Southern Europe| Southern Europe| Southern Europe| Southern Europe| Southern Europe| Southern Europe| Southern Europe| Southern Europe,Romania| Former Yugoslav Republic of Macedonia| Montenegro| Slovenia| Bosnia and Herzegovina| Serbia and Montenegro| Greece| Yugoslavia| Bulgaria| Serbia| Albania| Croatia,,http://aims.fao.org/aos/agrovoc/c_799,Balkans,
Seas| Seas,Gulf of Bothnia| Gulf of Finland,,http://aims.fao.org/aos/agrovoc/c_800,Baltic Sea,
Mammalia,,,http://aims.fao.org/aos/agrovoc/c_8000,Tubulidentata,
vegetation| vegetation,Antarctic tundra| Arctic tundra,,http://aims.fao.org/aos/agrovoc/c_8004,Tundra,
Transition elements,,,http://aims.fao.org/aos/agrovoc/c_8006,Tungsten,W (symbol)
North Africa,,,http://aims.fao.org/aos/agrovoc/c_8007,Tunisia,Republic of Tunisia
Southern Europe| Western Asia,,,http://aims.fao.org/aos/agrovoc/c_8013,Turkey,Republic of Turkey| Republic of Turkey
Delphinidae,Tursiops truncatus,dolphins,http://aims.fao.org/aos/agrovoc/c_8021,Tursiops,
Italy,,,http://aims.fao.org/aos/agrovoc/c_8024,Tuscany,
Liliopsida| Poales,Typha| Typha,,http://aims.fao.org/aos/agrovoc/c_8030,Typhaceae,
Austria,,,http://aims.fao.org/aos/agrovoc/c_8034,Tyrol,
East Africa,,,http://aims.fao.org/aos/agrovoc/c_8038,Uganda,Republic of Uganda
Urticales,Ulmus,,http://aims.fao.org/aos/agrovoc/c_8042,Ulmaceae,
Ulmaceae| Ulmaceae| Ulmaceae| Ulmaceae| Ulmaceae| Ulmaceae,Ulmus americana| Ulmus pumila| Ulmus procera| Ulmus laevis| Ulmus parvifolia| Ulmus glabra,,http://aims.fao.org/aos/agrovoc/c_8043,Ulmus,Elms| Elms| Elms| Elms| Elms| Elms
structures,cell ultrastructure,cell structure,http://aims.fao.org/aos/agrovoc/c_8045,ultrastructure,Microstructure (morphology)
dicotyledons,,,http://aims.fao.org/aos/agrovoc/c_8048,Umbelliflorae,Umbellales
Italy,,,http://aims.fao.org/aos/agrovoc/c_8049,Umbria (Italy),
UN,,UN-REDD Programme,http://aims.fao.org/aos/agrovoc/c_8060,UNDP,United Nations Development Programme
UN,,,http://aims.fao.org/aos/agrovoc/c_8064,UNESCO,"United Nations Educational, Scientific and Cultural Organization"
UN,,,http://aims.fao.org/aos/agrovoc/c_8066,UNIDO,United Nations Industrial Development Organization
Gulf states| Gulf states| Gulf states| Gulf states| Gulf states| Gulf states| Gulf states,Sharjah| Abu Dhabi| Dubai| Umm Al Qaiwain| Ras Al Khaimah| Ajman| Fujairah,,http://aims.fao.org/aos/agrovoc/c_8067,United Arab Emirates,
British Isles| British Isles| British Isles| British Isles,Great Britain| Northern Ireland| Great Britain| Northern Ireland,,http://aims.fao.org/aos/agrovoc/c_8068,United Kingdom,UK| UK| United Kingdom of Great Britain and Northern Ireland| United Kingdom of Great Britain and Northern Ireland
Actinides,,,http://aims.fao.org/aos/agrovoc/c_8084,Uranium,U (symbol)
urban development,Land development (urbanization),,http://aims.fao.org/aos/agrovoc/c_8088,Urbanization,
Amides,,,http://aims.fao.org/aos/agrovoc/c_8090,Urea,
South Asia,,,http://aims.fao.org/aos/agrovoc/c_810,Bangladesh,People's Republic of Bangladesh
South America,,,http://aims.fao.org/aos/agrovoc/c_8113,Uruguay,Eastern Republic of Uruguay
Financial institutions| Financial institutions| Financial institutions| Financial institutions| Financial institutions| Financial institutions,Agricultural banks| Development banks| Investment banks| Savings banks| Commercial banks| Cooperative banks,,http://aims.fao.org/aos/agrovoc/c_812,Banks,
Mountain States (USA),,,http://aims.fao.org/aos/agrovoc/c_8123,Utah,
Caribbean,,,http://aims.fao.org/aos/agrovoc/c_814,Barbados,
Italy,,,http://aims.fao.org/aos/agrovoc/c_8148,Valle d'Aosta,
physiographic features| physiographic features,Upland valleys| Gorges,,http://aims.fao.org/aos/agrovoc/c_8149,Valleys,
Transition elements,,,http://aims.fao.org/aos/agrovoc/c_8154,Vanadium,V (symbol)
genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources| genetic resources,Resistance varieties| Introduced varieties| Seedless varieties| Dwarf varieties| Land varieties| Multipurpose varieties| High yielding varieties| Resistance varieties| Introduced varieties| Seedless varieties| Dwarf varieties| Land varieties| Multipurpose varieties| High yielding varieties| Resistance varieties| Introduced varieties| Seedless varieties| Dwarf varieties| Land varieties| Multipurpose varieties| High yielding varieties,,http://aims.fao.org/aos/agrovoc/c_8157,Varieties,Cultivated varieties| Cultivated varieties| Cultivated varieties| Cultivated varieties| Cultivated varieties| Cultivated varieties| Cultivated varieties| Cultivars| Cultivars| Cultivars| Cultivars| Cultivars| Cultivars| Cultivars| Cultigens| Cultigens| Cultigens| Cultigens| Cultigens| Cultigens| Cultigens
Arctic Ocean,,,http://aims.fao.org/aos/agrovoc/c_816,Barents Sea,
land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover| land cover,Xerophytes| Savannas| Forest steppe| woodlands| grasslands| Plant strata| forest cover| Scrub| forests| Alpine vegetation| Tundra| Riparian vegetation| Xerophytes| Savannas| Forest steppe| woodlands| grasslands| Plant strata| forest cover| Scrub| forests| Alpine vegetation| Tundra| Riparian vegetation,moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors| moors,http://aims.fao.org/aos/agrovoc/c_8176,vegetation,Plant formations| Plant formations| Plant formations| Plant formations| Plant formations| Plant formations| Plant formations| Plant formations| Plant formations| Plant formations| Plant formations| Plant formations| Vegetation types| Vegetation types| Vegetation types| Vegetation types| Vegetation types| Vegetation types| Vegetation types| Vegetation types| Vegetation types| Vegetation types| Vegetation types| Vegetation types
Italy,,,http://aims.fao.org/aos/agrovoc/c_8185,Veneto,
environmental control,,,http://aims.fao.org/aos/agrovoc/c_8188,Ventilation,
Alkaline earth metals,,,http://aims.fao.org/aos/agrovoc/c_819,Barium,Ba (symbol)
New England,,,http://aims.fao.org/aos/agrovoc/c_8195,Vermont,
Genetic soil types,,,http://aims.fao.org/aos/agrovoc/c_8199,Vertisols,
Mechanics,Sound,,http://aims.fao.org/aos/agrovoc/c_8211,Vibration,
Australia,,,http://aims.fao.org/aos/agrovoc/c_8224,Victoria,
Austria,,,http://aims.fao.org/aos/agrovoc/c_8226,Vienna,
Indochina| Indochina| Indochina| Indochina| Indochina,,,http://aims.fao.org/aos/agrovoc/c_8227,Viet Nam,South Vietnam| Vietnam Republic| Vietnam Democratic Republic| Socialist Republic of Vietnam| North Vietnam
Shellfish,,,http://aims.fao.org/aos/agrovoc/c_824,Barnacles,
Violaceae| Violaceae,,,http://aims.fao.org/aos/agrovoc/c_8254,Viola,pansies| violet
Appalachian States (USA),,,http://aims.fao.org/aos/agrovoc/c_8258,Virginia,
horticulture,,,http://aims.fao.org/aos/agrovoc/c_8277,Viticulture,
Vitis,,,http://aims.fao.org/aos/agrovoc/c_8283,Vitis vinifera,
training| training| training,Apprenticeship| Teacher training| Agricultural training,,http://aims.fao.org/aos/agrovoc/c_8285,Vocational training,
Dimensions,,,http://aims.fao.org/aos/agrovoc/c_8288,Volume,
Great Britain,,,http://aims.fao.org/aos/agrovoc/c_8294,Wales,
Pacific States (USA),,,http://aims.fao.org/aos/agrovoc/c_8302,Washington,
Liquid wastes| Liquid wastes| Liquid wastes| Liquid wastes| Liquid wastes| Liquid wastes,Sewage| Industrial wastewater| Pulp mill effluents| Kraft mill effluents| Silage effluents| Agricultural wastewater,,http://aims.fao.org/aos/agrovoc/c_8308,Wastewater,Waste water| Waste water| Waste water| Waste water| Waste water| Waste water
substances| substances| substances| substances| substances| substances| substances| substances| substances| substances| substances| substances,Distilled water| groundwater| Rainwater| Saline water| Magnetic water| Soil water| Irrigation water| Mineral waters| Chlorinated water| Freshwater| virtual water| Drinking water,,http://aims.fao.org/aos/agrovoc/c_8309,water,
Erosion| Erosion,gully erosion| rill erosion,,http://aims.fao.org/aos/agrovoc/c_8318,Water erosion,Rain erosion| Rain erosion
Nonrenewable resources| Nonrenewable resources,aquifers| Surface water,,http://aims.fao.org/aos/agrovoc/c_8325,Water resources,Groundwater inventories| Groundwater inventories
Surface water| physiographic features,,,http://aims.fao.org/aos/agrovoc/c_8330,Waterfalls,Cascades| Cascades
Soil water regimes,,,http://aims.fao.org/aos/agrovoc/c_8333,Waterlogging,Water logging
physiographic features| physiographic features| physiographic features| physiographic features,,,http://aims.fao.org/aos/agrovoc/c_8334,Watersheds,Groundwater basin| Catchment basins| Catchment areas| River basins
Environmental degradation,,Deterioration,http://aims.fao.org/aos/agrovoc/c_8343,Weathering,
Hydraulic structures,,,http://aims.fao.org/aos/agrovoc/c_8354,Wells,
Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara| Africa South of Sahara,Sierra Leone| Ghana| Benin| Western Sahara| Mali| Cote d'Ivoire| Cabo Verde| Niger| Gambia| Mauritania| Liberia| Nigeria| Burkina Faso| Guinea| Togo| Guinea-Bissau| Senegal,,http://aims.fao.org/aos/agrovoc/c_8355,West Africa,
Old Laender| Old Laender,,,http://aims.fao.org/aos/agrovoc/c_8357,Berlin,West Berlin| East Berlin
Europe| Europe| Europe| Europe| Europe| Europe| Europe| Europe| Europe| Europe| Europe| Europe,Liechtenstein| France| British Isles| Luxembourg| Netherlands| Greece| Yugoslavia| Germany| Belgium| Switzerland| Austria| Monaco,,http://aims.fao.org/aos/agrovoc/c_8364,Western Europe,
Indian Ocean| Indian Ocean| Indian Ocean| Indian Ocean,Arabian Sea| Red Sea| Gulf of Aden| Persian Gulf,,http://aims.fao.org/aos/agrovoc/c_8365,Western Indian Ocean,
West Africa| West Africa| West Africa,,,http://aims.fao.org/aos/agrovoc/c_8366,Western Sahara,Rio de Oro| Spanish West Africa| Spanish Sahara
physiographic features| physiographic features| physiographic features| physiographic features| physiographic features,Bogs| Flooded land| Marshes| constructed wetlands| Swamps,,http://aims.fao.org/aos/agrovoc/c_8371,Wetlands,
Italy,,,http://aims.fao.org/aos/agrovoc/c_838,Basilicata,
Erosion,,,http://aims.fao.org/aos/agrovoc/c_8393,Wind erosion,
renewable energy,,,http://aims.fao.org/aos/agrovoc/c_8394,Wind power,Wind energy
Building components,,,http://aims.fao.org/aos/agrovoc/c_8399,Windows,
Meteorological factors,,Whirlwinds,http://aims.fao.org/aos/agrovoc/c_8401,Winds,Breezes
Lake States (USA),,,http://aims.fao.org/aos/agrovoc/c_8414,Wisconsin,
materials| materials| materials| materials| materials| materials| materials| materials| materials| materials| materials| materials| materials| materials| materials| materials| materials| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products| Forest products,Hardwood| Apitong| Sawnwood| Branchwood| Softwood| Pulpwood| Reaction wood| Structural timber| Deadwood| Juvenile wood| Improved wood| Sapwood| Stemwood| fuelwood| Roundwood| Heartwood| Extract wood| Hardwood| Apitong| Sawnwood| Branchwood| Softwood| Pulpwood| Reaction wood| Structural timber| Deadwood| Juvenile wood| Improved wood| Sapwood| Stemwood| fuelwood| Roundwood| Heartwood| Extract wood,,http://aims.fao.org/aos/agrovoc/c_8421,Wood,Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber| Timber
Animal fibres| Animal fibres| Animal fibres| Animal fibres,,Mohair| Hair| Mohair| Hair,http://aims.fao.org/aos/agrovoc/c_8436,Wool,Fleece| Fleece| Staple (wool)| Staple (wool)
Mountain States (USA),,,http://aims.fao.org/aos/agrovoc/c_8452,Wyoming,
Radiation,,,http://aims.fao.org/aos/agrovoc/c_8453,X rays,
Genetic soil types,,,http://aims.fao.org/aos/agrovoc/c_8463,Xerosols,
Arthropoda,Limulidae,,http://aims.fao.org/aos/agrovoc/c_8468,Xiphosura,Limulida
Aromatic hydrocarbons,,,http://aims.fao.org/aos/agrovoc/c_8472,Xylene,
Old Laender,,,http://aims.fao.org/aos/agrovoc/c_848,Bavaria,
Northwest Pacific,,,http://aims.fao.org/aos/agrovoc/c_8481,Yellow Sea,
Western Asia,Kamaran Island,,http://aims.fao.org/aos/agrovoc/c_8483,Yemen,Republic of Yemen
Genetic soil types,,,http://aims.fao.org/aos/agrovoc/c_8484,Yermosols,
entities| entities| entities| entities| entities| entities,Crop yield| Meat yield| Egg yield| Yield components| Catches| Milk yield,,http://aims.fao.org/aos/agrovoc/c_8488,Yields,
Southern Europe| Western Europe| Balkans| Southern Europe| Western Europe| Balkans| Southern Europe| Western Europe| Balkans,,,http://aims.fao.org/aos/agrovoc/c_8494,Yugoslavia,Jugoslavia| Jugoslavia| Jugoslavia| Federal Republic of Yugoslavia| Federal Republic of Yugoslavia| Federal Republic of Yugoslavia| Socialist Federal Republ Yugoslavia| Socialist Federal Republ Yugoslavia| Socialist Federal Republ Yugoslavia
Canada,,,http://aims.fao.org/aos/agrovoc/c_8495,Yukon Territory,
China,,,http://aims.fao.org/aos/agrovoc/c_8496,Yunnan,
physiographic features,,,http://aims.fao.org/aos/agrovoc/c_850,Beaches,
Southern Africa,,COMPACI,http://aims.fao.org/aos/agrovoc/c_8501,Zambia,Republic of Zambia
Southern Africa| Southern Africa| Southern Africa,,,http://aims.fao.org/aos/agrovoc/c_8516,Zimbabwe,Republic of Zimbabwe| Rhodesia| Zimbabwe Rhodesia
Transition elements,,,http://aims.fao.org/aos/agrovoc/c_8517,Zinc,Zn (symbol)
biology| biology| biology| biology| biology| biology| biology| biology| biology| biology,Herpetology| Acarology| Entomology| Ethology| Helminthology| Protozoology| Ichthyology| Mammalogy| Malacology| ornithology,animal ecology| animal ecology| animal ecology| animal ecology| animal ecology| animal ecology| animal ecology| animal ecology| animal ecology| animal ecology,http://aims.fao.org/aos/agrovoc/c_8529,Zoology,
chemicophysical properties,,,http://aims.fao.org/aos/agrovoc/c_8601,Acidity,
Photography,,,http://aims.fao.org/aos/agrovoc/c_8634,Aerial photography,
biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena| biological phenomena,Maternal behaviour| Attitudes| Broodiness| Abnormal behaviour| Nesting| Migration| Vocalization| Aggressive behaviour| social behaviour| Conditioned reflexes| Swarming| Drinking habits| Animal behaviour| Orientation| Habits| Feeding habits| Sexual behaviour| Fear| Human behaviour| Motivation| Learning| Maternal behaviour| Attitudes| Broodiness| Abnormal behaviour| Nesting| Migration| Vocalization| Aggressive behaviour| social behaviour| Conditioned reflexes| Swarming| Drinking habits| Animal behaviour| Orientation| Habits| Feeding habits| Sexual behaviour| Fear| Human behaviour| Motivation| Learning,,http://aims.fao.org/aos/agrovoc/c_868,Behaviour,behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| behavior| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory| Behaviour theory
Organic wastes| Organic wastes| Organic wastes| Organic wastes,Slurry| Crop residues| Farmyard manure| Liquid manures,,http://aims.fao.org/aos/agrovoc/c_8683,Agricultural wastes,Farm wastes| Farm wastes| Farm wastes| Farm wastes
China,,,http://aims.fao.org/aos/agrovoc/c_869,Beijing,Peking
Western Europe| Western Europe| Western Europe| Western Europe| Western Europe| Western Europe| Western Europe| Western Europe| Western Europe| Western Europe,,,http://aims.fao.org/aos/agrovoc/c_870,Belgium,Brabant| Antwerp| Limbourg| Kingdom of Belgium| Hainault| Namur| West Flanders| East Flanders| Liege (Belgium)| Luxembourg (Belgium)
Central America| Central America,,,http://aims.fao.org/aos/agrovoc/c_871,Belize,British Honduras| Honduras (British)
chemicophysical properties,,,http://aims.fao.org/aos/agrovoc/c_8721,Alkalinity,
West Africa| West Africa,,COMPACI| COMPACI,http://aims.fao.org/aos/agrovoc/c_875,Benin,Dahomey| People's Republic of Benin
Aquatic environment| Aquatic environment,Abyssobenthic environment| Abyssobenthic environment,,http://aims.fao.org/aos/agrovoc/c_877,Benthic environment,Bathyal benthic zone| Benthic zone
Vertebrata| Vertebrata| Vertebrata,Toads| Salamanders| Frogs,amphibians| amphibians| amphibians,http://aims.fao.org/aos/agrovoc/c_8775,Amphibia,
Aquatic communities| Aquatic communities| Aquatic communities| Aquatic communities| Aquatic communities,Phytobenthos| Meiobenthos| Macrobenthos| Zoobenthos| Microbenthos,,http://aims.fao.org/aos/agrovoc/c_878,Benthos,Benthon| Benthon| Benthon| Benthon| Benthon
Aromatic hydrocarbons,,,http://aims.fao.org/aos/agrovoc/c_879,Benzene,
Northeast Pacific| Northwest Pacific,,,http://aims.fao.org/aos/agrovoc/c_883,Bering Sea,
state| state| state| state,,,http://aims.fao.org/aos/agrovoc/c_8831,anoxia,Oxygen deficiency| Hypoxic conditions| Anoxic conditions| Hypoxia
North America,,,http://aims.fao.org/aos/agrovoc/c_884,Bermuda,
Social sciences,Social anthropology,,http://aims.fao.org/aos/agrovoc/c_8842,anthropology,
Alkaline earth metals,,,http://aims.fao.org/aos/agrovoc/c_887,Beryllium,Be (symbol)
Mollusca| Mollusca| Mollusca,Chaetodermatidae| Dondersiidae| Prochaetodermatidae,,http://aims.fao.org/aos/agrovoc/c_8875,Aplacophora,
Betulaceae| Betulaceae| Betulaceae| Betulaceae| Betulaceae| Betulaceae| Betulaceae| Betulaceae| Betulaceae| Betulaceae,Betula papyrifera| Betula pendula| Betula platyphylla| Betula alba| Betula pubescens| Betula maximowicziana| Betula nana| Betula alleghaniensis| Betula nigra| Betula tortuosa,,http://aims.fao.org/aos/agrovoc/c_892,Betula,birch| birch| birch| birch| birch| birch| birch| birch| birch| birch
Western Asia,,,http://aims.fao.org/aos/agrovoc/c_8926,Armenia,Republic of Armenia
Fagales| Fagales| Fagales| Fagales,Betula| Corylus| Alnus| Carpinus,,http://aims.fao.org/aos/agrovoc/c_893,Betulaceae,
South Asia,,,http://aims.fao.org/aos/agrovoc/c_897,Bhutan,Kingdom of Bhutan
Earth| Earth| Earth,Ozone layer| stratosphere| troposphere,,http://aims.fao.org/aos/agrovoc/c_8994,Atmosphere,
processing,,,http://aims.fao.org/aos/agrovoc/c_90,Acidification,
administration| socioeconomic organization,,,http://aims.fao.org/aos/agrovoc/c_9000032,Devolution,
Thermal properties,,,http://aims.fao.org/aos/agrovoc/c_9000165,Thermal inertia,
,Natural resources| Human resources| educational resources| Economic resources| raw materials| energy sources| Cultural heritage| Inputs,,http://aims.fao.org/aos/agrovoc/c_9001017,resources,
Radiography,,Tracer techniques,http://aims.fao.org/aos/agrovoc/c_9006,Autoradiography,
