;Unnamed: 0;s;o;KindOfLinkRevised;KindOfLink;oBT;oRT;oPrefLabel;oAltLabels;sBT;sNT;sRT;sPrefLabel;sAltLabels;BT_similaritySInW;BT_wmdistance;BT_Mwmdistance;BT_SMwmdistance;BT_nhammingSim;BT_MnhammingSim;BT_SMnhammingSim;PrefLabel_similaritySInW;PrefLabel_wmdistance;PrefLabel_Mwmdistance;PrefLabel_SMwmdistance;PrefLabel_nhammingSim;PrefLabel_MnhammingSim;PrefLabel_SMnhammingSim;RT_similaritySInW;RT_wmdistance;RT_Mwmdistance;RT_SMwmdistance;RT_nhammingSim;RT_MnhammingSim;RT_SMnhammingSim
632;632;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pinaceae;http://aims.fao.org/aos/agrovoc/c_5886;E;E;Pinales;;Pinaceae;;Spermatophyta| Coniferales| Plantae| Gymnospermae;Abies| Larix| Pinus;Taxodiaceae;Pinaceae;;-1.0;15.611.375.909.392.400;16.864.799.015.624.100;5.336.162.760.873.490;0.0;0.18181818181818177;0.3246753246753247;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
633;633;http://linkeddata.ge.imati.cnr.it/resource/ThIST/taxodiaceae;http://aims.fao.org/aos/agrovoc/c_7628;E;E;Pinales;;Taxodiaceae;;Spermatophyta| Coniferales| Plantae| Gymnospermae;Sequoia;Taxodium| Pinaceae;Taxodiaceae;;-1.0;15.611.375.909.392.400;16.864.799.015.624.100;5.336.162.760.873.490;0.0;0.18181818181818177;0.3246753246753247;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
634;634;http://linkeddata.ge.imati.cnr.it/resource/ThIST/taxodium;http://aims.fao.org/aos/agrovoc/c_7629;E;E;Taxodiaceae;;Taxodium;;Spermatophyta| Coniferales| Plantae| Gymnospermae;;Taxodiaceae;Taxodium;;-1.0;204.972.483.728.944;2.085.372.930.786.210;7.407.637.962.985.340;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
635;635;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sequoia;http://aims.fao.org/aos/agrovoc/c_6978;E;E;Taxodiaceae;;Sequoia;;Spermatophyta| Coniferales| Plantae| Gymnospermae| Taxodiaceae;;;Sequoia;;-1.0;16.853.279.636.782.700;2.085.372.930.786.210;7.407.637.962.985.340;0.0;1.0;1.0;2,22E-01;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
636;636;http://linkeddata.ge.imati.cnr.it/resource/ThIST/azolla;http://aims.fao.org/aos/agrovoc/c_15757;E;E;Ferns;;Azolla;;Filicopsida| Pteridophyta| Plantae;;;Azolla;;-1.0;21.490.055.970.592.900;22.329.450.165.780.500;6.057.066.807.864.320;0.02941176470588236;0.1428571428571429;0.23376623376623384;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
637;637;http://linkeddata.ge.imati.cnr.it/resource/ThIST/myxomycetes;http://aims.fao.org/aos/agrovoc/c_5057;E;E;Mycetozoa;;Myxomycetes;Myxobionta| Fungi inferior (myxomycotina)| Slime fungi| Myxogastria| Gymnomycota| Phytosarcodina| Myxomycota| plasmodial slime moulds| Myxomycotina;fungi| thallophytes| Plantae;;;Myxomycetes;;-1.0;18.642.588.688.199.100;2.782.832.997.857.510;6.477.586.523.720.430;0.0;0.11111111111111116;0.19444444444444453;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
638;638;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ginkgo;http://aims.fao.org/aos/agrovoc/c_11161;E;E;Ginkgoaceae;;Ginkgo;;Ginkgoales| Spermatophyta| Plantae| Gymnospermae;;;Ginkgo;;-1.0;168.335.872.222.118;2.505.533.841.616.630;7.027.972.879.903.810;0.16666666666666663;0.7272727272727273;0.8106060606060607;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
639;639;http://linkeddata.ge.imati.cnr.it/resource/ThIST/cycadales;http://aims.fao.org/aos/agrovoc/c_2054;E;E;Cycadopsida;;Cycadales;;Spermatophyta| Plantae| Gymnospermae;Ptilophyllum;Pachypteris| Taeniopteris;Cycadales;;-1.0;20.252.266.060.733.500;25.389.491.608.445.700;6.357.413.636.437.060;0.0;0.25;0.25;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
640;640;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ephedrales;http://aims.fao.org/aos/agrovoc/c_330333;E;E;Gnetopsida;;Ephedrales;;Spermatophyta| Plantae| Gymnospermae;;;Ephedrales;;-1.0;1.204.096.248.611.390;15.255.489.592.849.700;4.129.211.317.090.770;0.02777777777777779;0.16666666666666663;0.2435897435897435;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
641;641;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ginkgoales;http://aims.fao.org/aos/agrovoc/c_26313;E;E;Ginkgopsida;;Ginkgoales;;Spermatophyta| Plantae| Gymnospermae;Czekanowskiales| Ginkgo;Dadoxylon;Ginkgoales;;-1.0;2.062.269.727.852.530;24.215.821.123.384.900;6.339.368.707.549.290;0.0;0.25;0.25;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
642;642;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gnetales;http://aims.fao.org/aos/agrovoc/c_3319;E;E;Gnetopsida;;Gnetales;;Spermatophyta| Plantae| Gymnospermae;;;Gnetales;;-1.0;1.204.096.248.611.390;15.255.489.592.849.700;4.129.211.317.090.770;0.02777777777777779;0.16666666666666663;0.2435897435897435;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
643;643;http://linkeddata.ge.imati.cnr.it/resource/ThIST/equisetales;http://aims.fao.org/aos/agrovoc/c_10649;E;E;Pteridophyta;;Equisetales;;Sphenopsida| Pteridophyta| Plantae;Calamites;;Equisetales;;-1.0;0.6469608498768176;1.396.831.049.583.760;23.516.940.792.689.800;0.0;1.0;10.833.333.333.333.300;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
644;644;http://linkeddata.ge.imati.cnr.it/resource/ThIST/angiospermae;http://aims.fao.org/aos/agrovoc/c_413;E;E;plants;;angiosperms;;Spermatophyta| Plantae;Ulmus| Asteridae| Compositae| Palmae| Commelinidae| Liliidae| Gramineae| Dryas| Juglandaceae| Spartina alterniflora| Acer| Fagus| Dilleniidae| Hamamelididae| Arecidae| Artemisia| Betula| Juglans| Monocotyledoneae| Caryophyllidae| Euphorbiaceae| Tilia| Magnoliidae| Lauraceae| Platanus| Myrica| Ulmaceae| Ericaceae| Leguminosae| Annonaceae| Rosidae| Alismidae| Dicotyledoneae| Quercus| Alnus;fossil wood| Pteropsida| seeds| Florinites| sporangia| Gymnospermae;angiosperms;;-1.0;15.742.353.755.066.100;13.911.434.620.679.100;2.050.040.088.681.150;0.0;0.7142857142857143;0.7142857142857143;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
645;645;http://linkeddata.ge.imati.cnr.it/resource/ThIST/gymnospermae;http://aims.fao.org/aos/agrovoc/c_330324;E;E;Spermatophyta;Pinophyta;Gymnospermae;gymnosperms;Spermatophyta| Plantae;Ginkgoales| Callipteris| Abies| Czekanowskiales| Cycadofilicales| Glossopteris flora| Larix| Pachypteris| Nilssoniales| Picea| Cordaites| Cupressaceae| Cordaitales| Welwitschiales| Gangamopteris| Sequoia| Picea glauca| Ephedrales| Glossopteridales| Coniferae| Glossopteris| Taxodium| Pinus| Cycadales| Coniferales| Pinaceae| Gnetales| Ptilophyllum| Pentoxylales| Bennettitales| Pteridospermae| Caytoniales| Neuropteris| Ginkgo| Dadoxylon| Buriadia| Taxodiaceae;fossil wood| Pteropsida| Taeniopteris| Fagus| angiosperms| seeds| Juglans| cones| sporangia| Pecopteris| Dicroidium;Gymnospermae;;-1.0;0.6113489854638733;13.881.162.387.738.800;13.881.162.387.738.800;0.5909090909090908;1.0;10.769.230.769.230.700;-1.0;0.0;0.0;0.0;1.0;1.0;1.0;-1.0;1.672.210.837.468.060;3.006.582.962.124.120;23.988.045.957.169.400;0.0;0.30000000000000004;0.8055555555555557
646;646;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bacteria;http://aims.fao.org/aos/agrovoc/c_765;E;E;Prokaryotae| microorganisms;;Bacteria;;thallophytes| Plantae;Thiobacillus ferrooxidans;fungi| microorganisms| soils| biology| parasitism| Protista| Bacteriophyta| biota| prokaryotes;bacteria;;-1.0;1.744.631.716.262.960;25.789.798.286.850.600;4.723.382.359.421.750;0.03703703703703709;0.1428571428571429;0.23376623376623384;0.0;0.4639828405806741;0.0;0.0;0.875;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
647;647;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fungi;http://aims.fao.org/aos/agrovoc/c_3145;?;E;Eukaryota;Actinomycetales;Fungi;Eumycota| True fungi| Fungi superior| Eumycetes;thallophytes| Plantae;Myxomycetes;microorganisms| lichens| parasitism| algae| endolithic taxa| bacteria;fungi;;-1.0;21.202.460.086.676.900;2.104.397.394.482.160;3.849.419.007.738.220;0.0;0.0;0.0;-3,33E+00;0.6212934560412885;0.0;0.0;0.8;1.0;1.0;-1.0;10.611.464.639.822.600;25.994.636.448.951.000;11.453.335.486.232.400;0.01449275362318836;0.06666666666666665;0.1333333333333333
648;648;http://linkeddata.ge.imati.cnr.it/resource/ThIST/funghi;http://aims.fao.org/aos/agrovoc/c_3145;?;C;Eukaryota;Actinomycetales;Fungi;Eumycota| True fungi| Fungi superior| Eumycetes;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
649;649;http://linkeddata.ge.imati.cnr.it/resource/ThIST/lichenes;http://aims.fao.org/aos/agrovoc/c_4314;E;E;plants;;Lichenes;Lichens;thallophytes| Plantae;;fungi| algae| lichenometry;lichens;;-1.0;1.256.917.494.909.920;12.217.414.416.626.400;1.880.638.068.275.870;0.04761904761904767;0.7142857142857143;0.7976190476190477;-1.0;0.7416953407719884;0.36395849601401636;0.36395849601401636;0.625;0.75;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0
650;650;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pressioneatmosferica;http://aims.fao.org/aos/agrovoc/c_693;E;E;Meteorological factors;;Atmospheric pressure;Barometric pressure| anticyclones;pressure;;isobars| altimetry| atmosphere;atmospheric pressure;;-0.8280947300066647;20.351.719.187.104.300;2.063.798.701.285.140;2.063.798.701.285.140;0.0;0.0;0.0;2.071.590.791.995.980;0.17969102639979537;1.649.764.138.971.190;3.299.528.277.942.390;0.95;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
651;651;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pressioneidrostatica;http://aims.fao.org/aos/agrovoc/c_25647;E;E;Pressure;;Hydrostatic pressure;;pressure;;overpressure| hydrology| hydraulic head| hydraulics| ground water;hydrostatic pressure;;0.0;0.42212800109830495;0.0;0.0;0.875;1.0;1.0;21.736.534.557.127.300;0.18123225681224392;22.946.388.269.022.500;4.589.277.653.804.510;0.95;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
652;652;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pomice;http://aims.fao.org/aos/agrovoc/c_36851;E;E;minerals;;Pumice;;volcanic rocks| igneous rocks| pyroclastics;;vesicular structure| volcanic bomb| cinder| ejecta| scoria| pumice deposits| vesiculation;pumice;;0.9275972413937721;16.519.085.371.742.200;2.249.920.595.828.810;9.257.007.960.920.580;0.0;0.25;0.33333333333333337;-1,11E+00;0.5628384604724095;0.0;0.0;0.8333333333333334;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
653;653;http://linkeddata.ge.imati.cnr.it/resource/ThIST/tufovulcanico;http://aims.fao.org/aos/agrovoc/c_34356;E;E;rock;;Tuff;;volcanic rocks| tephra| igneous rocks| pyroclastics;;tuffite| andesite tuff| metatuff| volcaniclastics| welded tuff| rhyolite tuff| ignimbrite| ash-flow tuff| pyroclastic flows| ash flows| volcanic ash| green tuff| bentonite;tuff;;14.052.299.463.471.000;18.298.957.062.577.600;27.093.209.992.241.600;1.063.666.862.864.390;0.019607843137254943;0.8;1.725;0.0;0.7817191297473312;0.0;0.0;0.75;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
654;654;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodisuez;http://aims.fao.org/aos/agrovoc/c_50108;E;E;Red Sea| gulfs;;Gulf of Suez;;Red Sea| Indian Ocean| Egypt;;;Gulf of Suez;;6.643.574.537.765.590;15.589.588.701.735.500;30.306.945.971.026.400;13.742.109.863.436.000;0.3214285714285714;1.0;21.666.666.666.666.600;0.0;0.0;2.315.982.311.044.930;4.631.964.622.089.860;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
655;655;http://linkeddata.ge.imati.cnr.it/resource/ThIST/golfodiaqaba;http://aims.fao.org/aos/agrovoc/c_50093;E;E;Red Sea| gulfs;;Gulf of Aqaba;;Red Sea| Indian Ocean;;Great Rift Valley| Sinai;Gulf of Aqaba;;6.180.810.387.064.550;1.444.037.482.393.020;30.306.945.971.026.400;11.166.127.585.479.900;0.4285714285714286;1.0;21.666.666.666.666.600;0.0;0.0;24.741.862.369.549.200;49.483.724.739.098.500;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
656;656;http://linkeddata.ge.imati.cnr.it/resource/ThIST/atollo;http://aims.fao.org/aos/agrovoc/c_695;E;E;Islands;;Atolls;;reefs;;Johnston Atoll| Coelenterata| lagoons| carbonate platforms| islands| bioherms;atolls;;-0.4187031817773528;2.347.007.390.126.080;2.283.464.785.289.630;2.283.464.785.289.630;0.0;0.0;0.0;0.0;0.5289319251774127;0.0;0.0;0.8333333333333334;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
657;657;http://linkeddata.ge.imati.cnr.it/resource/ThIST/scilla;http://aims.fao.org/aos/agrovoc/c_6856;E;E;Asparagaceae;;Scilla;Squills;Reggio Di Calabria Italy;;;;;-1.0;2.273.488.609.903.450;29.936.758.196.395.100;974.034.741.882.109;0.0;0.16666666666666663;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
658;658;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bioricondizionamento;http://aims.fao.org/aos/agrovoc/c_35028;E;E;pollution control;;Bioremediation;;remediation;;strip mining| water treatment| waste disposal| polluted water| pollution| reclamation| soil management| soil treatment;bioremediation;;-0.33658155555394403;16.520.516.967.430.900;1.754.192.600.865.020;1.754.192.600.865.020;0.0;0.0;0.0;2,22E-01;0.21414521826719193;0.0;0.0;0.9285714285714286;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
659;659;http://linkeddata.ge.imati.cnr.it/resource/ThIST/palau;http://aims.fao.org/aos/agrovoc/c_33221;E;E;Oceania;;Palau;Belau| Republic of Palau;Sassari Italy;;;;;-1.0;25.486.050.668.472.900;22.172.280.325.089.400;44.077.417.081.837.800;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
660;660;http://linkeddata.ge.imati.cnr.it/resource/ThIST/luna;http://aims.fao.org/aos/agrovoc/c_4928;E;E;entities;;Moon;;satellites;Ocean of Storms| Sea of Rains| Sea of Nectar| Sea of Fertility| lunar massif| Sea of Serenity| Sea of Crises| Sea of Tranquillity;rilles| farside| condensation| terrestrial comparison| lunar samples| craters| moonquakes| lunar relief| Explorer 35| extraterrestrial geology| Eratosthenian| lunar bases| lunar craters| asteroids| luminescence| surface features| microcraters| maps| coordinates| gravity field| polar caps| lunar interior| Mars| landing sites| maria| orange material| surface properties| lunar crust| meteorites| solar system| lunar laser ranging| lunar mantle| planetology| mascons| agglutinates| regolith| obliquity of the ecliptic| planets| Earth| Earth-Moon couple| lunar soils| atmosphere| solar wind| motions| exploration| albedo| lunar core| lunar geology| accretion| lunar highlands| KREEP| Sun| highlands| magnetic field| shaded relief maps| lunar breccia;Moon;;-0.7516260252652995;0.79531493019655;0.79531493019655;0.79531493019655;0.09999999999999998;0.09999999999999998;0.09999999999999998;2,22E-01;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
661;661;http://linkeddata.ge.imati.cnr.it/resource/ThIST/calcare;http://aims.fao.org/aos/agrovoc/c_4342;E;E;rock;;Limestone;Chalk;carbonate rocks| sedimentary rocks;algal limestone| dolomitic limestone| biocalcarenite| oolitic limestone| coquina| nodular limestone| microcrystalline limestone| ammonite-bearing red limestone| nummulitic limestone| biomicrite| biosparite| red limestone| micrite| calcarenite| cherty limestone| sparite| calcilutite;Formazione di Testico| oolitic texture| calcareous composition| Calcari di Gallaneto| Formazione di Sogno| chalk| metalimestone| Trubi| Monte Acuto Limestones| Formazione di Igne| Calcare del Cellina| algal mounds| Formazione di Pesco Falcone| Calcare di Esino| travertine| calcium carbonate| grapestone| Formazione a Colombacci| Formazione di Dont| Breno Formation| Noto Formation| dolomitization| oolite| Calcari di Ubaga| Calcari Diasprigni| Sciacca Formation| Formazione a Bellerophon| calcite| Punta su Nuraxi Formation| grainstone| Calcare di Perledo-Varenna| Encrinite di Fanes Piccola| Mattinata Limestones| Calcare di Camorelli| Galatone Formation| Calcare Metallifero Bergamasco| Formazione di La Spezia| Caranna Limestone| marly limestone| carbonate sediments| ophicalcite| Calcare di Morbiac| Formazione di Agordo| Formazione di Duerrenstein| intraclasts| Domaro Limestone| limestone deposits| Formazione di Val Luretta| Val di Lima Cherty Limestone| Calcare di Rio Conzen| Bari Limestone| Formazione di Castro Sebino| Dolomia a Conchodon| Calcari e Marne a Posidonia;limestone;;0.7915859405555921;17.470.579.075.839.700;28.738.214.943.732.700;5.903.642.570.232.460;0.0;0.8;1.6;-2,22E-01;0.3389753367425788;0.0;0.0;0.8888888888888888;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
662;662;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bentonite;http://aims.fao.org/aos/agrovoc/c_15620;E;E;Clay;Diatomite;Bentonite;;clastic rocks| sedimentary rocks;;clastic sediments| clay minerals| clay| bentonite deposits| terrigenous materials| sheet silicates| volcanic ash| drilling mud| tuff| clay mineralogy;bentonite;;0.10419560804914066;27.132.732.894.098.900;2.621.681.601.385.880;8.723.568.277.731.120;0.0625;0.4285714285714286;0.4285714285714286;0.0;0.3093211076848376;0.0;0.0;0.8888888888888888;1.0;1.0;4.990.074.906.426.490;1.669.311.151.290.130;2.944.483.943.336.310;34.605.779.550.218.300;0.006711409395973145;0.5555555555555556;1.766.666.666.666.660
663;663;http://linkeddata.ge.imati.cnr.it/resource/ThIST/silvinite;http://aims.fao.org/aos/agrovoc/c_7561;E;E;minerals;;Sylvinite;;evaporites| chemically precipitated rocks| sedimentary rocks;;evaporite deposits| halite| sylvite;sylvinite;;0.927988146999648;13.605.629.533.231.400;2.249.920.595.828.810;10.335.439.285.260.000;0.0;0.0;0.0;0.0;0.36733727695486934;0.0;0.0;0.8888888888888888;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
664;664;http://linkeddata.ge.imati.cnr.it/resource/ThIST/bancosedimentario;http://aims.fao.org/aos/agrovoc/c_812;E;E;Financial institutions;;Banks;;sedimentary structures| biogenic structures;;mud banks| algal banks| carbonate banks;banks;;0.09297856991019066;13.614.568.131.627.100;23.068.026.704.404.400;8.504.822.207.897.960;0.09302325581395354;0.2222222222222222;0.6388888888888888;0.0;0.695972542935133;0.0;0.0;0.8;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
665;665;http://linkeddata.ge.imati.cnr.it/resource/ThIST/stratificazione;http://aims.fao.org/aos/agrovoc/c_7438;E;E;preplanting treatment;;Stratification;;planar bedding structures| sedimentary structures;cross-stratification;flaser bedding| bedding joints| laminations| planar features| deposition| bedding;stratification;;-0.5168755034131568;11.881.502.127.685.000;24.273.397.901.642.000;9.876.533.788.785.300;0.061224489795918324;0.18181818181818177;0.2727272727272727;-2,22E-01;0.27550197797703385;0.0;0.0;0.9285714285714286;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
666;666;http://linkeddata.ge.imati.cnr.it/resource/ThIST/alluvium;http://aims.fao.org/aos/agrovoc/c_25347;E;E;Sediment;;Alluvium;;clastic sediments| sediments;;fans| soils| gravel| sand| clay| alluvium aquifers| fluvial fill| floodplains| colluvium| Alluvial soils| terraces| glaciofluvial features| alluvial exploration| soil mechanics| torrents| alluvial fans| silt| eluvium;alluvium;;12.064.238.408.884.100;10.215.512.514.714.200;1.891.006.281.375.070;2.470.115.700.255.460;0.0;0.8888888888888888;17.777.777.777.777.700;0.0;0.43500853680535784;0.0;0.0;0.875;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
667;667;http://linkeddata.ge.imati.cnr.it/resource/ThIST/fango;http://aims.fao.org/aos/agrovoc/c_4973;E;E;Sediment;;Mud;;clastic sediments| sediments;;mineralized mud| abyssal sedimentation| mud volcanoes| mudflows| clay| ooze| terrigenous materials| mud lumps| drilling mud| mud banks| sludge| silt;mud;;12.064.238.408.884.100;10.215.512.514.714.200;1.891.006.281.375.070;2.470.115.700.255.460;0.0;0.8888888888888888;17.777.777.777.777.700;2,22E-01;11.871.810.008.518.600;0.0;0.0;0.6666666666666667;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
668;668;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ghiaia;http://aims.fao.org/aos/agrovoc/c_24850;E;E;soil parent materials;;gravel;;clastic sediments| sediments;;breccia| cobbles| quarries| boulders| sand| pebbles| rounding| alluvium| psephitic| terrigenous materials| gravel deposits| shingle| carbonate sediments;gravel;;2.434.921.200.001.490;0.9025865097900551;23.313.304.841.266.500;6.032.825.909.261.570;0.0357142857142857;0.11111111111111116;0.3333333333333335;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
669;669;http://linkeddata.ge.imati.cnr.it/resource/ThIST/polvere;http://aims.fao.org/aos/agrovoc/c_24127;E;E;pollutants;;Dust;;clastic sediments| sediments;;interplanetary dust| terrigenous materials| volcanic ash| dust storms| cosmic dust;dust;;0.2954929515426552;17.980.971.561.138.800;19.074.207.991.077.800;5.359.501.503.725.490;0.0;0.0;0.0;0.0;0.8463188156117797;0.0;0.0;0.75;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
670;670;http://linkeddata.ge.imati.cnr.it/resource/ThIST/silt;http://aims.fao.org/aos/agrovoc/c_331558;?;E;substances;;silt;;clastic sediments| sediments;;sand| clay| alluvium| terrigenous materials| loam| siltstone| loess| siltation| mud;silt;;-0.22048696133505008;10.618.089.405.749.600;15.627.030.726.367.300;4.081.462.215.382.200;0.0714285714285714;0.19999999999999996;0.5999999999999999;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
671;671;http://linkeddata.ge.imati.cnr.it/resource/ThIST/limo;http://aims.fao.org/aos/agrovoc/c_331558;?;E;substances;;silt;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
672;672;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sabbia;http://aims.fao.org/aos/agrovoc/c_6779;E;E;rock;;Sand;;clastic sediments| sediments| Vercelli Italy;shell sand;soils| gravel| greensand| sand sheets| arenaceous texture| rounding| alluvium| grus| terrigenous materials| quartz sand| aggregate| grains| loam| ergs| sands| construction materials| silica| carbonate sediments| quicksand| psammitic| psammite| silt;sand;;0.022864998116315677;2.786.757.491.317.020;31.406.178.015.604.400;14.083.593.414.271.400;0.0;0.0;0.0;0.0;11.020.117.706.830.500;0.0;0.0;0.75;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
673;673;http://linkeddata.ge.imati.cnr.it/resource/ThIST/victoria;http://aims.fao.org/aos/agrovoc/c_8224;E;E;Australia;;Victoria;;Seychelles;;;Victoria Seychelles;;-1.0;2.327.048.014.974.110;2.021.648.003.943.390;2.021.648.003.943.390;0.09999999999999998;0.09999999999999998;0.09999999999999998;0.0;1.471.760.769.019.310;26.733.550.970.349.300;26.733.550.970.349.300;0.42105263157894735;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
674;674;http://linkeddata.ge.imati.cnr.it/resource/ThIST/laguna;http://aims.fao.org/aos/agrovoc/c_4158;E;E;physiographic features;;Lagoons;;shore features;;reefs| patch reefs| beaches| paleoecology| intertidal environment| segmentation| atolls| barrier reefs| sedimentation| coastal environment| geomorphology| lagoonal environment| tidal flats| lakes| ecology| mouth;lagoons;;0.455711358969757;11.857.150.792.862.100;24.181.991.364.923.200;4.176.722.414.315.290;0.09090909090909094;1.0;10.769.230.769.230.700;-1,11E+00;0.5084647419447592;0.0;0.0;0.8571428571428572;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
675;675;http://linkeddata.ge.imati.cnr.it/resource/ThIST/paludelitorale;http://aims.fao.org/aos/agrovoc/c_4631;E;E;Wetlands;;Marshes;;shore features;salt marshes;wetlands| bogs| lacustrine features| geomorphology| swamps| paludal environment| fluvial features;marshes;;-0.7661867324881486;16.480.330.847.696.600;17.709.420.730.487.300;33.182.520.119.756.600;0.0;0.25;0.25;2,22E-01;0.5935920477949486;0.0;0.0;0.8571428571428572;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
676;676;http://linkeddata.ge.imati.cnr.it/resource/ThIST/spiaggia;http://aims.fao.org/aos/agrovoc/c_850;E;E;physiographic features;;Beaches;;shore features;beach profile;barrier islands| littoral erosion| paleoecology| lacustrine features| beach ridges| landform evolution| sedimentation| coastal environment| lagoons| chenier plains| geomorphology| berms| littoral zone| capes| spits| foredunes| coastlines| shorelines| coast| barrier beaches| foreshore;beaches;;0.455711358969757;11.857.150.792.862.100;24.181.991.364.923.200;4.176.722.414.315.290;0.09090909090909094;1.0;10.769.230.769.230.700;0.0;0.4639828405806741;0.0;0.0;0.8571428571428572;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
677;677;http://linkeddata.ge.imati.cnr.it/resource/ThIST/estuario;http://aims.fao.org/aos/agrovoc/c_2673;E;E;physiographic features;;Estuaries;;shore features| fluvial features;;deltas| tidal currents| paleoecology| bars| tides| tidal channels| sedimentation| estuarine environment| geomorphology| Rijeka Croatia| rivers| estuarine sedimentation| oceanography| tidal flats| tidal waves| fjords| ecology| mouth| waterways;estuaries;;27.619.754.014.357.300;11.975.589.992.847.300;24.181.991.364.923.200;894.026.620.328.861;0.09375;1.0;22.019.230.769.230.700;-1,11E+00;0.37203319626823067;0.0;0.0;0.8888888888888888;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
