,s,o,KindOfLink,sBT,sNT,sRT,sPrefLabel,sAltLabels,oPrefLabel,oDefinition,oAltLabels,oBT,oNT,oRT
309,http://linkeddata.ge.imati.cnr.it/resource/ThIST/cretacico,http://dbpedia.org/resource/Category:Cretaceous,E,Mesozoic,upper Cenomanian| Bagh Beds| Gargasian| Gulfian| Lower Maastrichtian| Cenomanian| Vraconian| Albian| Hauterivian| Neocomian| upper Maestrichtian| Coniacian| lower Turonian| Lower Cretaceous| Santonian| Wealden| Aptian| Nubian Sandstone| Maestrichtian| Barremian| Lower Cenomanian| Purbeckian| Comanchean| Berriasian| Turonian| Campanian| Middle Cretaceous| Urgonian| Upper Cretaceous| Upper Cenomanian| upper Campanian| Valanginian| Senonian| Gault,Formazione di Testico| Maiolica| Formazione dei Calcari Palombini| K-T boundary| Brianconnais Zone| Scisti e Marne a Fucoidi| Tertiary| Scisti Policromi| Calcescisti con Pietre Verdi| Scaglia Bianca| Calcare del Cellina| Scaglia Cinerea| Scaglia Toscana| Ofioliti del Monte Beigua| Scaglia| Calcari di Monte Caio| Quarziti di Monte Bignone| Scaglia Rossa| Flysch di Monte Cassio| Pietraforte| Mattinata Limestones| Caranna Limestone| Calcari a Calpionelle| Ionian Zone| Scaglia Appenninica| Laramide Orogeny| Argille a Palombini| Bari Limestone| Biancone,Cretaceous,,Cretaceous,,,Mesozoic| Geological periods,,
310,http://linkeddata.ge.imati.cnr.it/resource/ThIST/giurassico,http://dbpedia.org/resource/Category:Jurassic,E,Mesozoic,Rauracian| Tithonian| Kimmeridgian| Argovian| Bajocian| Portlandian| Volgian| Bathonian| Domerian| Middle Jurassic| Callovian| Upper Jurassic| lower Liassic| Lotharingian| upper Liassic| Sequanian| Dogger| Sinemurian| Hettangian| Carixian| Lower Jurassic| Oxfordian| Pliensbachian| Toarcian| Lusitanian| Aalenian| Malm| middle Liassic| Liassic,Rosso Ammonitico Veneto| Calcari ad Entrochi| Nevadan Orogeny| Maiolica| Formazione dei Diaspri| Brianconnais Zone| Calcare Massiccio| Limano Cherty Limestone| Formazione di Sogno| Monte Serrone Marls| Calcescisti con Pietre Verdi| Lattimusa| Corso Rosso di Botticino| Portoro| Calcare del Cellina| Vajont Limestone| Broccatello| Calcare di Medolo| Tacchi| Ofioliti del Monte Beigua| Selcifero Lombardo| Cimmerian Orogeny| Burano| Calcari Diasprigni| Calcare Selcifero Lombardo| Complesso Caotico| Ionian Zone| Scisti e Marne a Posidonomya| Formazione dei Galestri| Domaro Limestone| Rosso Ammonitico Lombardo| Rosso Ammonitico Veronese| Rezzato Encrinite| Terre Nere| Val di Lima Cherty Limestone| Rosso Ammonitico Marchigiano| Biancone| Calcare di Moltrasio| Dolomia a Conchodon| Calcari e Marne a Posidonia,Jurassic,,Jurassic,,,Mesozoic| Geological periods,,
311,http://linkeddata.ge.imati.cnr.it/resource/ThIST/triassico,http://dbpedia.org/resource/Category:Triassic,E,Mesozoic,Upper Triassic| Anisian| Lower Anisian| Middle Triassic| Rhaetian| Upper Anisian| Muschelkalk| Keuper| Scythian| Norian| Lower Triassic| Carnian| Ladinian| Cordevolian| Werfenian,Formazione di Werfen| Dolomia della Mendola| Voltago Conglomerate| Mufara Formation| Calcare del Predil| Calcare Massiccio| Dolomia del Wetterstein| Calcari di Gallaneto| Escalaplano Formation| Calcare di Recoaro| Brecce di Ugovizza| Portoro| Formazione di Wengen| Calcare di Esino| Brecce di Seravezza| Formazione della Verruca| Tacchi| Calcare Cavernoso| Dolomia Principale| Grezzoni| Noto Formation| Tufi a Pachycardie| Ambata Formation| Burano| Sciacca Formation| Calcare del Latemar| Punta su Nuraxi Formation| Formazione di San Cassiano| Calcare di Perledo-Varenna| Marne a Voltzia| Calcare di Dachstein| New Red Sandstone| Calcare Metallifero Bergamasco| Conglomerato di Richtofen| Formazione di La Spezia| Calcare di Monte Spitz| Formazione Muschelkalk| Verrucano Appenninico| Buntsandstein| Alleghany Orogeny| Calcare di Rio Conzen| Servino| Formazione di Castro Sebino| Dolomia a Conchodon,Triassic,,Triassic,,,Mesozoic| Geological periods,,
312,http://linkeddata.ge.imati.cnr.it/resource/ThIST/afnio,http://dbpedia.org/resource/Category:Hafnium,E,metals,Hf-177/Hf-176,,hafnium,,Hafnium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
313,http://linkeddata.ge.imati.cnr.it/resource/ThIST/alluminio,http://dbpedia.org/resource/Category:Aluminum,E,metals,Al-26| Al-27/Al-26,aluminum ores| lithophile elements| bauxite| alumina,aluminum,,Aluminum,,,,,
314,http://linkeddata.ge.imati.cnr.it/resource/ThIST/antimonio,http://dbpedia.org/resource/Category:Antimony,E,metals,,antimony ores| native elements,antimony,,Antimony,,,Pnictogens| Metalloids| Chemical elements| Wikipedia categories named after chemical elements,,
315,http://linkeddata.ge.imati.cnr.it/resource/ThIST/argento,http://dbpedia.org/resource/Category:Silver,E,metals,,pavonite| silver ores| heavy metals| argentite| electrum| chalcophile elements| native elements,silver,,Silver,,,Precious metals| Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
316,http://linkeddata.ge.imati.cnr.it/resource/ThIST/arsenico,http://dbpedia.org/resource/Category:Arsenic,E,metals,,realgar| chalcophile elements| orpiment| native elements| arsenopyrite| arsenic ores,arsenic,,Arsenic,,,Pnictogens| Metalloids| Chemical elements| Wikipedia categories named after chemical elements,,
317,http://linkeddata.ge.imati.cnr.it/resource/ThIST/attinidi,http://dbpedia.org/resource/Category:Actinides,E,metals,americium| U-238| U-238/Th-230| Th-232| nobelium| curium| einsteinium| neptunium| mendelevium| Pu-240/Pu-239| californium| lawrencium| Pu-240| U-235| U-234| plutonium| berkelium| U-238/U-234| Th-230| Th-232/Th-230| fermium| Pu-244| U-238/Pb-206| Pa-231| U-234/Th-230| Th-234| Pu-239| U-238/Pb-204| Th-228| actinium| uranium| thorium| Am-241| protactinium| U-238/U-235| Pu-238,trans-uranium elements| Th-232/Th-228,actinides,,Actinides,,,Sets of chemical elements| Metallic elements,,
318,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bismuto,http://dbpedia.org/resource/Category:Bismuth,E,metals,,heavy metals| native elements| bismuth ores,bismuth,,Bismuth,,,Post-transition metals| Pnictogens| Chemical elements| Wikipedia categories named after chemical elements,,
319,http://linkeddata.ge.imati.cnr.it/resource/ThIST/cadmio,http://dbpedia.org/resource/Category:Cadmium,E,metals,,heavy metals| chalcophile elements| cadmium ores,cadmium,,Cadmium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
320,http://linkeddata.ge.imati.cnr.it/resource/ThIST/cromo,http://dbpedia.org/resource/Category:Chromium,E,metals,Cr-51| Cr-53/Cr-52,chromite| chromates| crocoite| chromite ores,chromium,,Chromium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
321,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ferro,http://dbpedia.org/resource/Category:Iron,E,metals,Fe-55| Fe-59| Fe-57,steel| gossan| ferruginous composition| heavy metals| iron meteorites| iron ores| kamacite| hematite| siderophile elements| iron-rich composition| ferrous iron| ferroalloys| chalcophile elements| ferric iron| native elements| ferromanganese composition,iron,,Iron,,,Metals| Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
322,http://linkeddata.ge.imati.cnr.it/resource/ThIST/germanio,http://dbpedia.org/resource/Category:Germanium,E,metals,,,germanium,,Germanium,,,Metalloids| Chemical elements| Wikipedia categories named after chemical elements,,
323,http://linkeddata.ge.imati.cnr.it/resource/ThIST/indio,http://dbpedia.org/resource/Category:Indium,E,metals,,,indium,,Indium,,,Post-transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
324,http://linkeddata.ge.imati.cnr.it/resource/ThIST/manganese,http://dbpedia.org/resource/Category:Manganese,E,metals,Mn-53| Mn-54,lithophile elements| heavy metals| manganese ores| manganese minerals| manganese oxides| ferromanganese composition| manganese composition,manganese,,Manganese,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
325,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mercurio,http://dbpedia.org/resource/Category:Mercury,E,metals,,cinnabar| amalgam| mercury ores| native elements,mercury,,Mercury,,,,,
326,http://linkeddata.ge.imati.cnr.it/resource/ThIST/molibdeno,http://dbpedia.org/resource/Category:Molybdenum,E,metals,,porphyry molybdenum| molybdenum ores| molybdenite,molybdenum,,Molybdenum,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
327,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nichel,http://dbpedia.org/resource/Category:Nickel,E,metals,,heavy metals| nickel ores| kamacite| siderophile elements| niccolite,nickel,,Nickel,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
328,http://linkeddata.ge.imati.cnr.it/resource/ThIST/niobio,http://dbpedia.org/resource/Category:Niobium,E,metals,,tantalum| niobium ores,niobium,,Niobium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
329,http://linkeddata.ge.imati.cnr.it/resource/ThIST/oro,http://dbpedia.org/resource/Category:Gold,E,metals,,heavy metals| amalgam| electrum| gold ores| gold field| siderophile elements| native elements,gold,,Gold,,,Precious metals| Native element minerals| Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
330,http://linkeddata.ge.imati.cnr.it/resource/ThIST/piombo,http://dbpedia.org/resource/Category:Lead,E,metals,Pb-207/Pb-206| Pb-208| Pb-204| Pb-208/Pb-204| Pb-208/Pb-206| Pb-206/Pb-204| Pb-210| Pb-206| U-238/Pb-206| U-238/Pb-204| Pb-207| Pb-207/Pb-204,Pb/Pb| heavy metals| Th/Pb| U/Pb| U/Th/Pb| lead-zinc deposits| chalcophile elements| isotopes| lead ores| Pb/Th,lead,,Lead,,,Post-transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
331,http://linkeddata.ge.imati.cnr.it/resource/ThIST/polonio,http://dbpedia.org/resource/Category:Polonium,E,metals,Po-210,chalcophile elements,polonium,,Polonium,,,Post-transition metals| Chalcogens| Chemical elements| Wikipedia categories named after chemical elements,,
332,http://linkeddata.ge.imati.cnr.it/resource/ThIST/renio,http://dbpedia.org/resource/Category:Rhenium,E,metals,,Re/Os,rhenium,,Rhenium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
333,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tallio,http://dbpedia.org/resource/Category:Thallium,E,metals,,,thallium,,Thallium,,,Post-transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
334,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tantalio,http://dbpedia.org/resource/Category:Tantalum,E,metals,,heavy metals| tantalum ores| niobium,tantalum,,Tantalum,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
335,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tecnezio,http://dbpedia.org/resource/Category:Technetium,E,metals,Tc-99,,technetium,,Technetium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
336,http://linkeddata.ge.imati.cnr.it/resource/ThIST/titanio,http://dbpedia.org/resource/Category:Titanium,E,metals,,titanium ores,titanium,,Titanium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
337,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tungsteno,http://dbpedia.org/resource/Category:Tungsten,E,metals,,tungsten ores,tungsten,,Tungsten,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
338,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vanadio,http://dbpedia.org/resource/Category:Vanadium,E,metals,,vanadium ores,vanadium,,Vanadium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
339,http://linkeddata.ge.imati.cnr.it/resource/ThIST/zinco,http://dbpedia.org/resource/Category:Zinc,E,metals,Zn-65,zinc ores| heavy metals| lead-zinc deposits| chalcophile elements,zinc,,Zinc,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
340,http://linkeddata.ge.imati.cnr.it/resource/ThIST/zirconio,http://dbpedia.org/resource/Category:Zirconium,E,metals,Zr-95,baddeleyite,zirconium,,Zirconium,,,Transition metals| Chemical elements| Wikipedia categories named after chemical elements,,
341,http://linkeddata.ge.imati.cnr.it/resource/ThIST/americio,http://dbpedia.org/resource/Category:Americium,E,metals| actinides,Am-241,trans-uranium elements,americium,,Americium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
342,http://linkeddata.ge.imati.cnr.it/resource/ThIST/attinio,http://dbpedia.org/resource/Category:Actinium,E,metals| actinides,,,actinium,,Actinium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
343,http://linkeddata.ge.imati.cnr.it/resource/ThIST/berkelio,http://dbpedia.org/resource/Category:Berkelium,E,metals| actinides,,trans-uranium elements,berkelium,,Berkelium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
344,http://linkeddata.ge.imati.cnr.it/resource/ThIST/californio,http://dbpedia.org/resource/Category:Californium,E,metals| actinides,,trans-uranium elements,californium,,Californium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
345,http://linkeddata.ge.imati.cnr.it/resource/ThIST/curio,http://dbpedia.org/resource/Category:Curium,E,metals| actinides,,trans-uranium elements,curium,,Curium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
346,http://linkeddata.ge.imati.cnr.it/resource/ThIST/einsteinio,http://dbpedia.org/resource/Category:Einsteinium,E,metals| actinides,,trans-uranium elements,einsteinium,,Einsteinium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
347,http://linkeddata.ge.imati.cnr.it/resource/ThIST/fermio,http://dbpedia.org/resource/Category:Fermium,E,metals| actinides,,trans-uranium elements,fermium,,Fermium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
348,http://linkeddata.ge.imati.cnr.it/resource/ThIST/laurenzio,http://dbpedia.org/resource/Category:Lawrencium,E,metals| actinides,,trans-uranium elements,lawrencium,,Lawrencium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
349,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mendelevio,http://dbpedia.org/resource/Category:Mendelevium,E,metals| actinides,,trans-uranium elements,mendelevium,,Mendelevium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
350,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nettunio,http://dbpedia.org/resource/Category:Neptunium,E,metals| actinides,,trans-uranium elements,neptunium,,Neptunium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
351,http://linkeddata.ge.imati.cnr.it/resource/ThIST/nobelio,http://dbpedia.org/resource/Category:Nobelium,E,metals| actinides,,trans-uranium elements,nobelium,,Nobelium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
352,http://linkeddata.ge.imati.cnr.it/resource/ThIST/protoattinio,http://dbpedia.org/resource/Category:Protactinium,E,metals| actinides,Pa-231,,protactinium,,Protactinium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
353,http://linkeddata.ge.imati.cnr.it/resource/ThIST/torio,http://dbpedia.org/resource/Category:Thorium,E,metals| actinides,U-238/Th-230| Th-232| Th-230| Th-232/Th-230| U-234/Th-230| Th-234| Th-228,Th/Th| Th-230/Ra-226| Th/Pb| radioactive minerals| thorium ores| U/Th/Pb| Th/U| isotopes| Th-232/Th-228| Io/U| Io/Th| Pb/Th,thorium,,Thorium,,,Actinides| Chemical elements| Wikipedia categories named after chemical elements,,
354,http://linkeddata.ge.imati.cnr.it/resource/ThIST/uranio,http://dbpedia.org/resource/Category:Uranium,E,metals| actinides,U-238| U-238/Th-230| U-235| U-234| U-238/U-234| U-238/Pb-206| U-234/Th-230| U-238/Pb-204| U-238/U-235,lithophile elements| U/He| uranium disequilibrium| radioactive minerals| radium| U/Pb| U/Th/Pb| Th/U| isotopes| uranium ores| Io/U,uranium,,Uranium,,,Nuclear fuels| Actinides| Chemical elements| Nuclear materials| Wikipedia categories named after chemical elements,,
355,http://linkeddata.ge.imati.cnr.it/resource/ThIST/francio,http://dbpedia.org/resource/Category:Francium,E,metals| alkali metals,,,francium,,Francium,,,Alkali metals| Chemical elements| Wikipedia categories named after chemical elements,,
