,s,o,KindOfLink,sBT,sNT,sRT,sPrefLabel,sAltLabels,oPrefLabel,oDefinition,oAltLabels,oBT,oNT,oRT
509,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ciclosilicati,http://dbpedia.org/resource/Category:Cyclosilicates,E,sorosilicates| silicates,dravite| eudialyte| benitoite| osumilite| bertrandite| roedderite| steenstrupine| indialite| lovozerite| scawtite| dioptase| dalyite| phosinaite,,cyclosilicates,,Cyclosilicates,,,Silicate minerals,,
510,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bratislava,http://dbpedia.org/resource/Category:Bratislava,E,Slovakia,,,Bratislava,,Bratislava,,,Cities and towns in Slovakia| Bratislava Region| Capitals in Europe| Wikipedia categories named after populated places in Slovakia| Wikipedia categories named after capitals,,
511,http://linkeddata.ge.imati.cnr.it/resource/ThIST/carsismo,http://dbpedia.org/resource/Category:Karst,E,solution features,,stalagmites| blind valley| karst spring| thermokarst| concretions| karren| karst hydrology| caves| swallow hole| stalactites| poljes| sinkholes| geomorphology| natural bridge| pseudokarst| dolines| solution| siphons| karst filling| solution cavities| pocket valley| paleokarst| Lepini Mountains| topography| karstification| shallow depth| underground streams| caverns| karstic lake,karst,,Karst,,,Landforms| Cave geology| Geomorphology| Limestone formations,,
512,http://linkeddata.ge.imati.cnr.it/resource/ThIST/speleotema,http://dbpedia.org/resource/Category:Speleothems,E,solution features,,stalagmites| caves| stalactites| geomorphology| speleology,speleothems,,Speleothems,,,Cave geology,,
513,http://linkeddata.ge.imati.cnr.it/resource/ThIST/argentina,http://dbpedia.org/resource/Category:Argentina,E,South America,S. Juan| Salado basin,Rio Uruguay| ParanÓ River| Gran Chaco| Andes| Patagonian Andes| Rio de la Plata| Patagonia| ParanÓ River Basin| Pampas| Tierra del Fuego| Puna de Atacama| Uruguay River Basin,Argentina,,Argentina,,,Spanish-speaking countries and territories| Federal republics| Countries in South America| Wikipedia categories named after countries,,
514,http://linkeddata.ge.imati.cnr.it/resource/ThIST/bolivia,http://dbpedia.org/resource/Category:Bolivia,E,South America,La Paz Bolivia,Andes| Titicaca Lake| Amazon River Basin| Andean Orogeny,Bolivia,,Bolivia,,,Spanish-speaking countries and territories| Andean Community| Landlocked countries| Countries in South America| Wikipedia categories named after countries| Republics,,
515,http://linkeddata.ge.imati.cnr.it/resource/ThIST/brasil,http://dbpedia.org/resource/Category:Brazil,E,South America,Brazilian Shield| ParÓ Brazil| ParanÓ Brasil| Amazonas Brazil| Minas Gerais Brazil,ParanÓ River| Amazonas River| Mato Grosso| Amazon River Basin| Guayanas Massif| ParanÓ River Basin| Guyana Shield| Uruguay River Basin,Brazil,,Brazil,,,Member states of the Community of Portuguese Language Countries| Romance countries and territories| Federal republics| Countries in South America| Wikipedia categories named after countries| Member states of the Union of South American Nations,,
516,http://linkeddata.ge.imati.cnr.it/resource/ThIST/cordilleradelosandes,http://dbpedia.org/resource/Category:Andes,E,South America,Venezuelan Andes| Patagonian Andes,Venezuela| Chile| Andean Geosyncline| Perù| Ecuador| Argentina| Bolivia| Colombia| Andean Orogeny,Andes,,Andes,,,Regions of South America| Mountain ranges of South America| Wikipedia categories named after mountain ranges,,
517,http://linkeddata.ge.imati.cnr.it/resource/ThIST/guyana,http://dbpedia.org/resource/Category:Guyana,E,South America,Georgetown Cayman Islands| Georgetown Guyana,Guayanas Massif| Guyana Shield,Guyana,,Guyana,,,Socialist states| English-speaking countries and territories| Countries in South America| Wikipedia categories named after countries| Republics,,
518,http://linkeddata.ge.imati.cnr.it/resource/ThIST/patagonia,http://dbpedia.org/resource/Category:Patagonia,E,Chile| South America,Patagonian Andes,Chile| Argentina,Patagonia,,Patagonia,,,Geography of Argentina| Geography of Chile| Ecoregions of Chile| Divided regions| Natural regions of South America| Ecoregions of Argentina,,
519,http://linkeddata.ge.imati.cnr.it/resource/ThIST/botswana,http://dbpedia.org/resource/Category:Botswana,E,Southern Africa,Gaborone Botswana,Limpopo River Basin| Zambezi River Basin| Zambezi river| Limpopo River| Kalahari desert,Botswana,,Botswana,,,Member states of the African Union| Countries in Africa| Landlocked countries| States and territories established in 1966| Bantu countries and territories| Member states of the Commonwealth of Nations| Southern African countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
520,http://linkeddata.ge.imati.cnr.it/resource/ThIST/appennini,http://dbpedia.org/resource/Category:Apennines,E,Southern Europe,Lucanian Appennines| Campanian Appennines| Umbro-Marchigiano Appennines| Northern Apennines| Tuscanian Emilian Appennines| Sicilian Appennines| Ligurian Apennines| Calabrian Appennines| Central Apennines| Southern Apennines| Abruzzo Appennines,San Marino| San Marino San Marino| Italy| appenninic foredeep| Appennine Orogenesis,Apennines,,Apennines,,,,,
521,http://linkeddata.ge.imati.cnr.it/resource/ThIST/italia,http://dbpedia.org/resource/Category:Italy,E,Southern Europe,Tertiary Piedmont Basin| Vico Lake| Veneto Italy| Sardinia Italy| Liguria Italy| Mount Etna Italy| cellular dolomite| Basilicata Italy| Liri River| Molise Italy| Calabria Italy| Isere Valley| Taurus Mountains| Friuli-Venezia Giulia Italy| Campania Italy| Alto Adige| Tirso River| Tuscanian Emilian Appennines| Central Italy| Teramo Italy| Vesuvius| Southern Italy| Abruzzo Italy| Lombardy Italy| Pelagie Islands| Tuscany Italy| Lao River| Apulia Italy| Ferdinandea Island| Reggio Di Calabria Italy| Latium Italy| Stromboli| Isole Eolie| Umbria Italy| Piemonte Italy| Piedmont Prealps| Noce River| Northern Italy| Emilia-Romagna Italy| Marches Italy| marocche,Apennines| Coast Range Italy| Alps| San Marino| San Marino San Marino| Brianconnais Zone| Gelasiano| Valtournenche| Carinthia Austria| Ligurian Sea| Mount Blanc Tunnel| Karst region| Cantabrian| Vesuvius eruption 1944| Lugano Lake| Appennine Orogenesis| Italian geological survey| Noce River,Italy,,Italy,,,Member states of the Council of Europe| Romance countries and territories| Member states of the European Union| Countries in Europe| Southern European countries| Wikipedia categories named after countries| Republics| Italian-speaking countries and territories,,
522,http://linkeddata.ge.imati.cnr.it/resource/ThIST/malta,http://dbpedia.org/resource/Category:Malta,E,Southern Europe,Valletta,Mediterranean region| Mediterranean Sea,Malta,,Malta,,,Island countries| States and territories established in 1964| NUTS 1 statistical regions of the European Union| Wikipedia categories named after islands| Archipelagoes of the Mediterranean Sea| Member states of the European Union| Countries in Europe| Southern European countries| English-speaking countries and territories| Wikipedia categories named after countries| Republics,,
523,http://linkeddata.ge.imati.cnr.it/resource/ThIST/shqiperia,http://dbpedia.org/resource/Category:Albania,E,Southern Europe,Tirana Albania,Mirdita Zone| Mediterranean region| Dinaridi Alps| Balkan Peninsula| Ionian Zone| Adriatic region,Albania,,Albania,,,Member states of the Organisation internationale de la Francophonie| Balkan countries| Southeastern European countries| Countries in Europe| Southern European countries| Albanian-speaking countries and territories| Wikipedia categories named after countries| Republics,,
524,http://linkeddata.ge.imati.cnr.it/resource/ThIST/alpi,http://dbpedia.org/resource/Category:Alps,E,Southern Europe| Western Europe,Sau Alps| Atesine Alps| Pelvoux Massif| Central Austrian Alps| Western Alps| Otztal Alps| Swiss Alps| North Austrian Alps| Prealps| Cima d'Asta| Limestone Alps| South Austrian Alps| Karawanken| Vanoise| Bernese Alps| Gailtal Alps| Monte Rosa| Lessini Mountains| Piedmont Alps| Dinaridi Alps| Hohe Tauern| Lechtal Alps| French Alps| Rhaetian Alps| Pusteria Valley| Central Alps| Dolomites| Carnic Alps| Northern Limestone Alps| Julian Alps| Marmolada| Gotthard Massif| Pennine Alps| Eastern Alps| Stubai Alps| Latemar Massif| Orobic Alps,Switzerland| Helvetic Nappes| Alpine Orogeny| Brianconnais Zone| Alpenvorland| Ossola| Insubric Line| Calcari di Gallaneto| alpine-type| Italy| Valtournenche| Slovenia| Penninic Zone| Cevedale Mountain| Austridic nappes| Dauphine| Zona Sesia-Lanzo| Mount Blanc Tunnel| Mindel| Valsugana| Austria| alpine environment| Antigorio Nappe| Cantabrian| Mount Leone| Swiss Molasse Basin| Yugoslavia| Hellenides| France| Sesia Valley| Valtellina| Germany| Pusteria Line| Tavetsch| Liechtenstein| Tonale Line| Savoy| Ortles Massif,Alps,,Alps,,,Geography of Western Europe| Geography of Central Europe| Wikipedia categories named after mountain ranges| Mountain ranges of Europe,,Italy| Germany| Austria| France| Switzerland| Liechtenstein| Slovenia
525,http://linkeddata.ge.imati.cnr.it/resource/ThIST/geostatistica,http://dbpedia.org/resource/Category:Geostatistics,E,statistical analysis,,variograms| uncerteainty| Bayesian analysis| mathematical geology| numerical analysis| covariance analysis| semivariograms| crosscorrelation| kriging| Monte Carlo analysis| outliers| mathematical methods| autoregression,geostatistics,,Geostatistics,,,Statistical data types| Geographic data and information| Spatial data analysis| Applied statistics,,
526,http://linkeddata.ge.imati.cnr.it/resource/ThIST/probabilita,http://dbpedia.org/resource/Category:Probability,E,statistical analysis,,uncerteainty| sampling| stochastic processes| mathematical geology| reliability| mathematical methods,probability,,Probability,,,Probability and statistics| Philosophical logic| Modalities,,
527,http://linkeddata.ge.imati.cnr.it/resource/ThIST/lente,http://dbpedia.org/resource/Category:Lenses,E,stratigraphy,,mineral deposits| intercalation| ice lenses| sedimentary structures| sedimentary rocks,lenses,,Lenses,,,Optical components,,
528,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stockholm,http://dbpedia.org/resource/Category:Stockholm,E,Sweden,,,Stockholm,,Stockholm,,,Södermanland| Wikipedia categories named after populated places in Sweden| Capitals in Europe| Municipal seats of Stockholm County| Municipalities of Stockholm County| Uppland| Wikipedia categories named after capitals| Cities in Sweden,,
529,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tobago,http://dbpedia.org/resource/Category:Tobago,E,Trinidad and Tobago,,,Tobago,,Tobago,,,Islands of Trinidad and Tobago| Wikipedia categories named after islands,,
530,http://linkeddata.ge.imati.cnr.it/resource/ThIST/isoladelba,http://dbpedia.org/resource/Category:Elba,E,Tuscany Islands| Europe| Europa Island,,Monte Capanne,Elba,,Elba,,,Wikipedia categories named after islands| Province of Livorno| Islands of Tuscany,,
531,http://linkeddata.ge.imati.cnr.it/resource/ThIST/alaska,http://dbpedia.org/resource/Category:Alaska,E,United States of America,,North America| Rocky Mountains,Alaska,,Alaska,,,Western United States| States of the United States| Regions of the Arctic,,
532,http://linkeddata.ge.imati.cnr.it/resource/ThIST/california,http://dbpedia.org/resource/Category:California,E,United States of America,,Nevadan Orogeny,California,,California,,,States of the West Coast of the United States| States of the United States,,
533,http://linkeddata.ge.imati.cnr.it/resource/ThIST/franciscan-greatvalley,http://dbpedia.org/resource/Category:California,E,United States of America,,,California,,California,,,States of the West Coast of the United States| States of the United States,,
534,http://linkeddata.ge.imati.cnr.it/resource/ThIST/imperialvalley,http://dbpedia.org/resource/Category:California,E,United States of America,,,California,,California,,,States of the West Coast of the United States| States of the United States,,
535,http://linkeddata.ge.imati.cnr.it/resource/ThIST/klamathmountains,http://dbpedia.org/resource/Category:California,E,United States of America,,,California,,California,,,States of the West Coast of the United States| States of the United States,,
536,http://linkeddata.ge.imati.cnr.it/resource/ThIST/iledoahu,http://dbpedia.org/resource/Category:Hawaii,E,United States of America,,,Hawaii,,Hawaii,,,Western United States| Archipelagoes of the Pacific Ocean| States of the United States| Geography of Polynesia,,
537,http://linkeddata.ge.imati.cnr.it/resource/ThIST/minnesota,http://dbpedia.org/resource/Category:Minnesota,E,United States of America,,Algoman Orogeny,Minnesota,,Minnesota,,,States of the United States| Midwestern United States,,
538,http://linkeddata.ge.imati.cnr.it/resource/ThIST/montana,http://dbpedia.org/resource/Category:Montana,E,United States of America,,Beltian Orogeny,Montana,,Montana,,,Western United States| States of the United States,,
539,http://linkeddata.ge.imati.cnr.it/resource/ThIST/northyay,http://dbpedia.org/resource/Category:Maine,E,United States of America,,,Maine,,Maine,,,States of the United States| States of the East Coast of the United States| New England states,,
540,http://linkeddata.ge.imati.cnr.it/resource/ThIST/spindletop,http://dbpedia.org/resource/Category:Texas,E,United States of America,,,Texas,,Texas,,,States of the United States| South Central United States,,
541,http://linkeddata.ge.imati.cnr.it/resource/ThIST/turkestan,http://dbpedia.org/resource/Category:Turkestan,E,USSR,,Turkmenistan| Kyrgyzstan| Tajikistan| Uzbekistan| Afghanistan,Turkestan,,Turkestan,,,Turkology| Geography of Central Asia,,
542,http://linkeddata.ge.imati.cnr.it/resource/ThIST/caucaso,http://dbpedia.org/resource/Category:Caucasus,E,Europe| Europa Island| USSR,Northern Caucasus| Greater Caucasus,Russia| Azerbaijan| Elbrus| Transcaucasia| Georgian Republic,Caucasus,,Caucasus,,,Geography of Western Asia| Western Asia| Regions of Asia| Geography of Eastern Europe| Regions of Europe| Eurasia,,
543,http://linkeddata.ge.imati.cnr.it/resource/ThIST/tashkent,http://dbpedia.org/resource/Category:Tashkent,E,Uzbekistan,,,Tashkent,,Tashkent,,,Cities in Uzbekistan| Wikipedia categories named after populated places in Uzbekistan| Populated places in Tashkent Region| Capitals in Asia| Wikipedia categories named after capitals,,
544,http://linkeddata.ge.imati.cnr.it/resource/ThIST/gola,http://dbpedia.org/resource/Category:Gorges,E,valleys,,rilles| glacial features| solution features| troughs| gullies| waterways| canyons| fluvial features| channels,gorges,,Gorges,,,,,
545,http://linkeddata.ge.imati.cnr.it/resource/ThIST/caracas,http://dbpedia.org/resource/Category:Caracas,E,Venezuela,,,Caracas,,Caracas,,,Wikipedia categories named after populated places in Venezuela| Capitals in South America| Wikipedia categories named after capitals| Cities in Venezuela,,
546,http://linkeddata.ge.imati.cnr.it/resource/ThIST/caldera,http://dbpedia.org/resource/Category:Calderas,E,volcanic features,,volcanology| craters| volcano-tectonic structure| volcanoes| cauldrons| volcanism| collapse structures| geomorphology| Kilauea| crater lakes| magma chambers| collapse| volcano-tectonic depression,calderas,,,,,,,
547,http://linkeddata.ge.imati.cnr.it/resource/ThIST/maar,http://dbpedia.org/resource/Category:Maars,E,volcanic features,,volcanology| craters| Eifel| volcanism| geomorphology| phreatomagmatism,maars,,Maars,,,Volcanic craters| Diatremes,,
548,http://linkeddata.ge.imati.cnr.it/resource/ThIST/vulcano,http://dbpedia.org/resource/Category:Volcanoes,E,volcanic features,stratovolcanoes| submarine volcanoes| shield volcanoes,volcanology| mud volcanoes| intraplate processes| hystorical eruption| Stromboli| plugs| volcanic rocks| ash falls| volcanic belts| volcanic gase| volcanic centers| vents| eruptive cycles| calderas| volcanism| volcanic necks| Pico| needles| geomorphology| sublimates| geologic hazards| Kilauea| lava| pipes| paroxysm| polygenetic| Krakatoa| volcanic earthquakes| quiescence| cinder cones| base surges| Isole Eolie| Mount Kenya| volcanic domes| breccia pipes| eruptions| volcanic zones| domes| hot spots| nuees ardentes| Mount Pelee,volcanoes,,Volcanoes,,,Volcanism| Geological hazards| Volcanic landforms| Volcanology,,
549,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stratovulcano,http://dbpedia.org/resource/Category:Stratovolcanoes,E,volcanoes| volcanic features,,Mount Etna Italy| shield volcanoes| Vesuvius| lateral eruption| cones,stratovolcanoes,,Stratovolcanoes,,,Volcanoes| Polygenetic volcanoes| Volcanic landforms,,
550,http://linkeddata.ge.imati.cnr.it/resource/ThIST/benin,http://dbpedia.org/resource/Category:Benin,E,West Africa,Porto-Novo Benin,Gulf of Guinea| Niger River Basin| Niger River| Niger Valley,Benin,,Benin,,,Member states of the Organisation internationale de la Francophonie| Countries in Africa| West African countries| Wikipedia categories named after countries| States and territories established in 1960| Republics,,
551,http://linkeddata.ge.imati.cnr.it/resource/ThIST/guadeloupe,http://dbpedia.org/resource/Category:Guadeloupe,E,Caribbean region| Lesser Antilles| France| Central America| Antilles| West Indies,,Caribbean Sea,Guadeloupe,,Guadeloupe,,,Member states of the Organisation internationale de la Francophonie| Caribbean territories or dependencies| Wikipedia categories named after islands| Islands of Guadeloupe| Leeward Islands (Caribbean)| Wikipedia categories named after former countries| French Caribbean| Overseas departments of France,,
552,http://linkeddata.ge.imati.cnr.it/resource/ThIST/jamaica,http://dbpedia.org/resource/Category:Jamaica,E,Caribbean region| Greater Antilles| Central America| Antilles| West Indies,Kingston Jamaica,Caribbean Sea,Jamaica,,Jamaica,,,Island countries| Wikipedia categories named after islands| Countries in the Caribbean| Countries in North America| Member states of the Commonwealth of Nations| States and territories established in 1962| English-speaking countries and territories| Wikipedia categories named after countries,,
553,http://linkeddata.ge.imati.cnr.it/resource/ThIST/barbados,http://dbpedia.org/resource/Category:Barbados,E,Caribbean region| Lesser Antilles| Central America| Antilles| West Indies,Bridgetown Barbados,Caribbean Sea,Barbados,,Barbados,,,Island countries| Wikipedia categories named after islands| Countries in the Caribbean| Continental fragments| Countries in North America| States and territories established in 1966| Leeward Islands (Caribbean)| Member states of the Commonwealth of Nations| English-speaking countries and territories| Wikipedia categories named after countries,,
554,http://linkeddata.ge.imati.cnr.it/resource/ThIST/dominica,http://dbpedia.org/resource/Category:Dominica,E,Caribbean region| Lesser Antilles| Central America| Antilles| West Indies,Roseau Dominica,Caribbean Sea,Dominica,,Dominica,,,Island countries| Former French colonies| Wikipedia categories named after islands| Countries in the Caribbean| Countries in North America| Member states of the Commonwealth of Nations| English-speaking countries and territories| French North America| Wikipedia categories named after countries| Republics,,
555,http://linkeddata.ge.imati.cnr.it/resource/ThIST/grenada,http://dbpedia.org/resource/Category:Grenada,E,Caribbean region| Lesser Antilles| Central America| Antilles| West Indies,Saint George's Grenada,Caribbean Sea,Grenada,,Grenada,,,Island countries| Countries in the Caribbean| Countries in North America| Member states of the Commonwealth of Nations| English-speaking countries and territories| Wikipedia categories named after countries,,
556,http://linkeddata.ge.imati.cnr.it/resource/ThIST/montserrat,http://dbpedia.org/resource/Category:Montserrat,E,Caribbean region| Lesser Antilles| United Kingdom| Central America| Antilles| West Indies,Plymounth Montserrat,Caribbean Sea,Montserrat,,Montserrat,,,Island countries| British Overseas Territories| Wikipedia categories named after dependent territories| Caribbean territories or dependencies| Wikipedia categories named after islands| Leeward Islands (Caribbean)| States and territories established in 1962,,
557,http://linkeddata.ge.imati.cnr.it/resource/ThIST/belgie,http://dbpedia.org/resource/Category:Belgium,E,Western Europe,Brabant Belgium| Limburg| Bruxelles Belgium,Westphalian| Brabant Massif| Limburg| European Platform,Belgium,,Belgium,,,Member states of the Council of Europe| Dutch-speaking countries and territories| Federal monarchies| German-speaking countries and territories| Benelux| Kingdoms| Member states of the European Union| Countries in Europe| French-speaking countries and territories| Wikipedia categories named after countries| Western European countries,,
558,http://linkeddata.ge.imati.cnr.it/resource/ThIST/france,http://dbpedia.org/resource/Category:France,E,Western Europe,Diois| Calvados France| Pelvoux Massif| Vaucluse France| Paris Basin| Loire Valley| Burgundy| Corsica| Loire France| Belledonne Massif| Jura France| Lorraine| Ariege| Jura Mountains| Ales France| Haute-Corse France| Moselle River| Isere Valley| Landes France| New Caledonia| Vocontian Trough| Haute-Savoie France| Aubrac| Vanoise| Dauphine| Narbonne France| Paris France| Europe| Europa Island| Ardennes France| Ain France| Vercors| Alsace| Armorican Massif| Rhone Delta| Central Massif| Velay| Brittany| Touraine| Rhone River Basin| Aquitaine| Auvergne| Mayotte| Morvan| Causses| Poitou| Seine Estuary| Cevennes| Charente France| Esterel| Rhone France| Aube France| Corbieres| Marne France| Saone-Rhone Basin| Isere France| Nice France| Normandy| French Coast| Meurthe-et-Moselle France| French Pyrenees| Bassas da India| Vosges Mountains| Bas-Rhin France| Quercy| Ardeche France| Guadeloupe| Juan de Nova Island| Vosges France| Savoy| Reunion| Languedoc| Ambin Massif| Roussillon| Seine Valley| Martinique| Provence| Provence Alps| Herault France| Yonne France,Moselle Valley| BRGM| Alps| Brianconnais Zone| Pyrenees-Orientales| Western Alps| Pyrenees| Cottian Alps| Tarentaise| Mediterranean region| Rhine Valley| Mount Blanc Tunnel| Mont Blanc| Rhine Basin| French Alps| Dauphine Alps| Argentiere Glacier| Rhone Valley,France,,France,,,Member states of the Organisation internationale de la Francophonie| Member states of the Council of Europe| Romance countries and territories| Member states of the European Union| Countries in Europe| French-speaking countries and territories| Wikipedia categories named after countries| Republics| Western European countries,,
559,http://linkeddata.ge.imati.cnr.it/resource/ThIST/livelloproduttivo,http://dbpedia.org/resource/Category:Seams,C,,,mineral deposits| mining| stratiform deposits| mining geology| mines,seams,,Seams,,,Sewing,,
560,http://linkeddata.ge.imati.cnr.it/resource/ThIST/marea,http://dbpedia.org/resource/Category:Tides,E,,,ocean circulation| tidal currents| littoral erosion| estuaries| tidal flats| coastlines| tidal waves| Earth tides| surges| sea water,tides,,Tides,,,Geophysics| Moon| Physical oceanography| Tidal forces,,
561,http://linkeddata.ge.imati.cnr.it/resource/ThIST/marea,http://dbpedia.org/resource/Category:Tides,C,,,ocean circulation| tidal currents| littoral erosion| estuaries| tidal flats| coastlines| tidal waves| Earth tides| surges| sea water,tides,,Tides,,,Geophysics| Moon| Physical oceanography| Tidal forces,,
562,http://linkeddata.ge.imati.cnr.it/resource/ThIST/mezzoditrasporto,http://dbpedia.org/resource/Category:Transportation,E,,,subways| pipelines| sediment transport,transportation,,Transportation,,,,,
563,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ornamentazione,http://dbpedia.org/resource/Category:Ornamentation,,,,paleontology| shells,ornamentation,,Ornamentation,,,Melody| Musical terminology| Musical techniques| Musical notation,,Ornament
564,http://linkeddata.ge.imati.cnr.it/resource/ThIST/ornamentazione,http://dbpedia.org/resource/Category:Ornamentation,C,,,paleontology| shells,ornamentation,,Ornamentation,,,Melody| Musical terminology| Musical techniques| Musical notation,,Ornament
565,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stendimento,http://dbpedia.org/resource/Category:Arrays,C,,,seismic networks| networks| geophysical methods| electrical methods| geophysical surveys,arrays,,Arrays,,,Data structures,,Computer memory
566,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stratificazionesottile,http://dbpedia.org/resource/Category:Bedding,,,,planar bedding structures| stratification| laminated structure| flaggy texture,bedding,,Bedding,,,Beds| Home,,
567,http://linkeddata.ge.imati.cnr.it/resource/ThIST/stratificazionesottile,http://dbpedia.org/resource/Category:Bedding,E,,,planar bedding structures| stratification| laminated structure| flaggy texture,bedding,,Bedding,,,Beds| Home,,
568,http://linkeddata.ge.imati.cnr.it/resource/ThIST/valva,http://dbpedia.org/resource/Category:Valves,,,,morphology| shells,valves,,Valves,,,Hydraulic engineering| Gas technologies| Mechanisms (engineering)| Piping,,
569,http://linkeddata.ge.imati.cnr.it/resource/ThIST/valva,http://dbpedia.org/resource/Category:Valves,C,,,morphology| shells,valves,,Valves,,,Hydraulic engineering| Gas technologies| Mechanisms (engineering)| Piping,,
570,http://linkeddata.ge.imati.cnr.it/resource/ThIST/abrasivo,http://dbpedia.org/resource/Category:Abrasives,C,,,diamonds| industrial minerals| corundum deposits| pumice deposits| diatomite| garnet deposits| sandstone| silica| carborundum,abrasives,,Abrasives,,,Manufacturing| Grinding and lapping,,
571,http://linkeddata.ge.imati.cnr.it/resource/ThIST/abrasivo,http://dbpedia.org/resource/Category:Abrasives,E,,,diamonds| industrial minerals| corundum deposits| pumice deposits| diatomite| garnet deposits| sandstone| silica| carborundum,abrasives,,Abrasives,,,Manufacturing| Grinding and lapping,,
572,http://linkeddata.ge.imati.cnr.it/resource/ThIST/acciaio,http://dbpedia.org/resource/Category:Steel,C,,,steel industry| metallurgy| alloys| iron,steel,,Steel,,,Metals| Ferrous alloys| Iron,,Steels
573,http://linkeddata.ge.imati.cnr.it/resource/ThIST/acciaio,http://dbpedia.org/resource/Category:Steel,E,,,steel industry| metallurgy| alloys| iron,steel,,Steel,,,Metals| Ferrous alloys| Iron,,Steels
574,http://linkeddata.ge.imati.cnr.it/resource/ThIST/associazionescientifica,http://dbpedia.org/resource/Category:Associations,C,,,programs| publications| bibliography| AAPG| institutions| planning| science academies| learned societies| annual report| UNDP| meetings| International Geological Congress| education| international cooperation| United Nations| UNIDO| current research| survey organizations| academic institutions| government agencies| geology| INQUA| expeditions| collections| catalogs| report| IUGS| museums| organization| GSA| progress report| research| IGCP,associations,,Associations,,,Corporate groups| Clubs and societies| Non-profit organizations by type,,
575,http://linkeddata.ge.imati.cnr.it/resource/ThIST/associazionescientifica,http://dbpedia.org/resource/Category:Associations,E,,,programs| publications| bibliography| AAPG| institutions| planning| science academies| learned societies| annual report| UNDP| meetings| International Geological Congress| education| international cooperation| United Nations| UNIDO| current research| survey organizations| academic institutions| government agencies| geology| INQUA| expeditions| collections| catalogs| report| IUGS| museums| organization| GSA| progress report| research| IGCP,associations,,Associations,,,Corporate groups| Clubs and societies| Non-profit organizations by type,,
576,http://linkeddata.ge.imati.cnr.it/resource/ThIST/attaccochimico,http://dbpedia.org/resource/Category:Etching,C,,,erosion| landform evolution| geomorphology| weathering| creep| pits| crystal structure,etching,,Etching,,,Printmaking,,
577,http://linkeddata.ge.imati.cnr.it/resource/ThIST/canaleartificiale,http://dbpedia.org/resource/Category:Canals,C,,,irrigation| streams| channelization| waterways| water supply| channels,canals,,Canals,,,Transport buildings and structures| Artificial landforms| Water transport infrastructure| Watercourses,,Canals by country
578,http://linkeddata.ge.imati.cnr.it/resource/ThIST/canaleartificiale,http://dbpedia.org/resource/Category:Canals,E,,,irrigation| streams| channelization| waterways| water supply| channels,canals,,Canals,,,Transport buildings and structures| Artificial landforms| Water transport infrastructure| Watercourses,,Canals by country
579,http://linkeddata.ge.imati.cnr.it/resource/ThIST/carta,http://dbpedia.org/resource/Category:Maps,C,,surficial geology maps| geophysical survey maps| isopleth maps| hydrographic maps| geologic maps| isoseismic maps| isobath maps| structure contour maps| paleogeographic maps| metallogenic maps| environmental geology  maps| base maps| hydrogeologic maps| site location maps| seismic survey maps| climatologic maps| hydrologic maps| industrial minerals maps| geochemical maps| soils maps| physiographic maps| glacial geology maps| isopiestic map| lithologic maps| aeromagnetic maps| bathymetric maps| electromagnetic survey maps| land use maps| coal deposit maps| paleocurrent maps| hydraulic maps| biogeographic maps| geologic hazards maps| index maps| isograd maps| geotectonic maps| geomorphologic maps| seismotectonic maps| cave maps| engineering geology maps| photogeologic maps| topographic maps| contour maps| seismicity maps| land cover maps| petroleum maps| stratigraphic maps| global maps| economic geology maps| radioactivity survey maps| structural maps| paleoclimate maps| tectonic maps| gravity survey maps| geophysical maps| magnetic survey maps| shaded relief maps| isopach maps| prediction maps,mineral exploration| publications| cartographic scales| areal geology| photogeology| aerial photography| stereographic projection| applied geology| geodesy| cartography| geophysical methods| isograds| atlas| structural geology| environmental geology| coordinates| explanatory text| geomorphology| prospecting| field geology| digital cartography| catalogs| geophysical surveys| Moon| legends| remote sensing| road log,maps,,Maps,,,Works by medium| Navigation| Cartography| Publications by format| Geographic data and information,,Cartography| Technical drawing| Family trees| Diagrams| Map types
